,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
Q8IY49,True,,False,,,,,,,False,,
Q8IY50,True,,True,False,True,,,,,True,False,
Q8IY51,False,False,False,False,,,False,False,False,False,True,
Q8IY57,False,True,,,True,,,,,False,,
Q8IY67,True,True,True,True,True,True,True,True,,False,True,
Q8IY84,True,True,True,True,True,,,,,True,,
Q8IYB1,,,,,,,False,,,False,,
Q8IYB4,True,True,True,True,True,True,True,True,,True,True,True
Q8IYB5,False,,,,,,False,,,,,
Q8IYB7,False,,,,,False,False,False,,,False,
Q8IYB9,False,True,False,True,False,,True,False,True,False,,True
Q8IYD1,,True,False,,False,,,,,False,,
Q8IYD2,False,True,False,True,True,False,False,,False,False,True,True
Q8IYD8,False,,,,,False,False,,,,,
Q8IYE0,False,True,True,False,True,True,True,True,True,True,False,True
Q8IYF1,True,True,True,,True,,False,,,False,,
Q8IYG6,False,,,,,,True,,,,,
Q8IYI8,True,True,True,True,True,,True,,,True,,
Q8IYJ1,False,False,True,,,,False,,,False,,
Q8IYJ3,False,True,True,True,True,,True,True,,True,True,
Q8IYK4,,,,,False,,False,,,False,,
Q8IYK8,True,True,True,True,True,True,True,True,,True,True,
Q8IYL9,True,True,True,True,True,True,True,True,True,True,True,
Q8IYM1,False,False,False,,,,False,,,False,,
Q8IYM2,False,False,False,False,True,False,False,,,False,,
Q8IYM9,False,False,False,False,True,,False,True,True,True,,
Q8IYN0,False,True,False,True,False,,True,False,True,False,True,True
Q8IYN6,False,False,,,,,False,,,False,,False
Q8IYP2,True,True,True,True,True,True,True,,,False,,
Q8IYP9,False,True,True,True,True,True,True,,,True,True,
Q8IYQ7,True,,True,,,False,True,,,True,True,
Q8IYR2,False,False,False,True,True,True,False,True,,True,False,
Q8IYS0,False,False,,,False,,False,True,,,True,
Q8IYS5,True,True,True,True,True,,True,True,,True,,True
Q8IYS8,False,False,,,,,True,,,,False,
Q8IYT4,False,True,False,True,True,,True,,,True,False,
Q8IYT8,True,True,True,,,True,True,True,,True,,
Q8IYU2,True,True,True,,,True,True,,True,True,,
Q8IYU4,False,True,True,True,True,,True,,False,True,True,
Q8IYU8,,True,False,,,True,,True,True,False,,
Q8IYX0,True,True,True,True,True,,True,True,True,True,,True
Q8IYX1,False,,True,True,True,True,True,True,,False,,
Q8IYX4,True,False,True,True,True,True,True,,,False,True,False
Q8IYX7,False,False,False,False,,,False,,,False,,False
Q8IYX8,True,,True,True,True,True,False,,,True,,
Q8IYY4,True,True,True,True,,True,,True,,True,,True
Q8IZ02,False,,True,,,,,,,True,,
Q8IZ07,False,True,True,,,,False,,False,False,True,
Q8IZ13,False,False,False,False,False,,False,False,False,False,,False
Q8IZ20,False,True,True,True,,,True,,,False,,
Q8IZ26,True,True,True,True,True,,True,True,,True,,
Q8IZ40,False,False,False,False,,,False,False,False,False,False,
Q8IZ41,False,True,True,True,True,True,True,True,True,True,True,
Q8IZ52,,False,,,,,False,,,False,,
Q8IZ57,False,False,False,False,False,,False,False,False,False,False,False
Q8IZ69,False,False,,,,False,True,,,,False,
Q8IZ73,False,,,,,,False,,,,,
Q8IZ81,False,,False,,,False,False,,,False,,
Q8IZA0,,,,,,,,,,False,,
Q8IZC4,False,False,True,True,True,True,False,True,,True,True,
Q8IZC6,False,False,False,,True,,False,,False,True,True,
Q8IZC7,False,True,True,True,True,,True,True,,True,,
Q8IZD4,False,False,,,,,False,,,,,
Q8IZD6,True,True,False,True,True,True,True,True,,False,False,
Q8IZD9,True,True,False,,,,False,,,False,False,
Q8IZF0,False,False,False,True,True,,False,,False,False,True,
Q8IZF4,False,False,False,False,True,True,False,True,False,False,,
Q8IZF5,True,True,True,True,True,True,True,False,,False,True,
Q8IZF6,False,False,True,True,True,False,True,False,True,True,False,False
Q8IZF7,True,True,True,True,True,True,True,False,,True,True,
Q8IZI9,False,False,,False,False,False,,False,True,False,,False
Q8IZJ0,False,False,False,False,False,False,,False,True,,,False
Q8IZJ1,False,False,False,,True,,,,,False,False,False
Q8IZJ3,False,True,,True,True,,False,,False,False,False,
Q8IZJ4,False,True,False,False,False,True,True,True,True,True,True,
Q8IZK6,False,False,False,,False,,,False,False,False,False,
Q8IZL2,False,False,False,True,False,,False,,,False,False,
Q8IZL9,False,,True,False,False,False,,,,True,True,
Q8IZM8,False,,,True,True,False,False,False,False,False,False,
Q8IZM9,True,,False,,,True,,,,True,True,
Q8IZN3,False,,False,,True,,True,,,True,,
Q8IZP0,True,False,True,,,,False,,,False,,
Q8IZP6,True,True,True,,,,True,,,False,,
Q8IZP7,False,,False,False,False,,False,False,False,False,False,
Q8IZP9,False,True,False,False,True,,True,True,False,False,True,
Q8IZQ1,False,False,,,,,False,,,False,,
Q8IZS6,True,True,True,True,True,True,True,,,,,
Q8IZS7,True,True,True,True,,False,True,False,,True,,
Q8IZS8,True,False,,,,,False,,,False,,
Q8IZT8,False,True,False,True,True,,False,False,,False,False,
Q8IZU2,False,True,True,True,True,True,True,True,,True,True,
Q8IZU8,False,,,,True,,False,,,False,True,
Q8IZU9,False,True,True,True,True,True,True,True,True,False,True,True
Q8IZV2,False,True,False,False,True,True,True,False,,False,False,
Q8IZV5,True,True,True,,,True,True,,,True,True,
Q8IZW8,True,True,True,,True,,True,,,True,,
Q8IZX4,False,False,False,,,,False,,,False,,
Q8IZY2,False,True,,True,,,False,,,False,,
Q8J025,,True,,,True,,False,,True,False,,
Q8N0U8,False,,False,False,True,,False,,False,False,False,
Q8N0V4,False,True,False,False,False,True,True,True,,False,True,
Q8N0V5,False,True,False,False,False,,False,False,False,False,False,
Q8N0W3,False,,,,,,,,False,,,
Q8N0W4,False,,False,False,False,,False,,,False,,
Q8N0X2,True,True,True,True,,True,True,True,,True,True,True
Q8N0Y2,False,True,False,False,False,,True,False,,False,,
Q8N0Y5,True,True,False,True,True,,True,True,,False,,
Q8N0Z6,False,True,True,,,,,,,,,
Q8N0Z8,,False,False,,,False,,,,,,
Q8N100,False,False,False,False,False,True,True,,,,False,
Q8N118,True,True,True,,,,True,True,True,False,True,
Q8N119,True,False,False,False,True,True,True,,,False,True,
Q8N126,True,True,True,True,True,True,True,True,,True,True,True
Q8N127,True,,False,True,True,,True,True,,False,,
Q8N128,False,,,,,,False,,,False,,
Q8N130,False,True,,,True,,False,,False,False,,
Q8N135,True,True,True,True,True,True,False,True,,False,True,
Q8N136,True,True,True,,,,True,True,,True,,
Q8N137,True,,,,,True,,,True,,,
Q8N138,,True,False,,True,,False,,,False,,
Q8N139,False,True,False,True,,,False,,,False,,
Q8N140,False,False,False,False,True,,True,,,False,False,
Q8N141,True,True,True,True,True,,,True,,True,,
Q8N142,True,True,False,,,,False,,,False,,
Q8N143,True,True,True,True,True,True,True,True,True,True,True,
Q8N144,False,True,False,True,True,True,False,,,False,True,
Q8N145,True,True,True,True,True,True,False,True,,False,True,
Q8N146,True,True,False,True,True,,True,,,False,,
Q8N148,True,True,False,True,True,,False,,,False,,
Q8N157,False,,True,True,True,True,True,True,,True,True,
Q8N158,False,False,True,,False,,False,,,False,,
Q8N162,True,,False,True,True,,True,,,False,,
Q8N163,True,False,,,,,True,,,True,,
Q8N183,False,False,False,True,,,False,False,,,False,False
Q8N184,False,True,False,True,False,,True,False,True,False,,True
Q8N1A0,True,True,True,True,True,True,True,,,True,True,
Q8N1B3,,,False,,,,,,,False,,
Q8N1C3,False,False,False,True,True,,True,,,False,,
Q8N1E2,,True,True,,True,True,False,,,False,False,
Q8N1E6,False,True,False,True,True,True,False,False,True,True,True,
Q8N1G0,True,True,True,,,True,True,,,True,,
Q8N1G1,False,False,,,,,False,,,False,,
Q8N1G4,False,True,False,True,,False,False,,,False,True,
Q8N1I0,True,True,False,,True,,False,,,False,False,
Q8N1K5,False,False,False,False,,False,False,False,,False,False,False
Q8N1L9,False,True,True,False,True,False,True,True,,,,
Q8N1M1,False,True,,,,,True,,,False,,
Q8N1N0,True,True,True,True,,,True,,,True,,
Q8N1N4,False,False,False,False,False,,False,False,False,False,,
Q8N1N5,False,,False,True,True,True,True,True,True,False,,
Q8N1P7,True,False,False,False,True,,False,,,False,True,
Q8N1Q1,True,True,True,True,True,,False,,False,False,False,
Q8N1Q8,False,True,False,False,True,,False,,False,False,,
Q8N1V2,,,,,,,,,,,True,
Q8N1W1,True,True,True,,,,True,,,True,,
Q8N1W2,False,True,False,False,False,,True,False,True,False,True,True
Q8N228,False,True,True,True,True,True,True,,True,False,True,
Q8N239,True,True,True,True,True,,True,,True,True,True,
Q8N257,,False,,,,,False,,,False,,
Q8N264,False,,True,,True,True,True,,,False,True,
Q8N271,True,False,True,,True,,True,,,True,False,
Q8N2A0,False,False,False,False,,False,False,False,False,False,,
Q8N2C3,,,,True,,,,,,,,
Q8N2E2,True,True,,,,,,,,True,,True
Q8N2F6,False,,,,,,,False,False,False,,
Q8N2H9,True,True,False,,True,,False,,,False,,
Q8N2I2,True,True,True,True,True,,True,True,,True,,
Q8N2K0,True,True,True,,,,True,True,,,True,
Q8N2K1,True,,,,,,,,,,,
Q8N2M4,False,,False,,True,,True,,False,False,False,
Q8N2Q7,False,False,False,False,,,False,,,False,True,
Q8N2R0,True,True,True,True,,,True,True,True,True,True,True
Q8N2R8,False,True,False,False,False,False,False,True,False,False,False,
Q8N2S1,True,True,True,True,True,True,True,True,True,True,True,True
Q8N2W9,False,False,True,,,,False,False,,,,
Q8N2Z9,False,,False,False,,,False,False,False,False,False,
Q8N323,,False,False,True,True,True,False,True,,False,,False
Q8N335,,False,False,,,,False,,,False,False,
Q8N336,False,True,False,True,,False,False,,,False,True,
Q8N344,False,False,True,,True,,False,,,False,,
Q8N349,True,True,False,True,True,,True,True,True,False,,
Q8N370,False,False,True,False,False,,False,False,False,False,False,False
Q8N371,False,,True,,,True,False,,,True,True,
Q8N392,False,True,True,True,True,,True,True,,True,True,True
Q8N393,False,True,False,True,False,,True,False,True,False,,True
Q8N394,True,True,,,,,True,,,True,True,
Q8N398,False,True,False,True,True,False,True,,,True,True,
Q8N3A8,False,True,,,,,False,,,False,,
Q8N3C0,False,False,,,True,False,False,,True,True,True,
Q8N3C7,False,False,False,False,False,False,False,False,False,False,False,False
Q8N3E9,False,,True,,True,,False,True,,False,,
Q8N3F9,True,True,False,,True,,False,,False,False,True,True
Q8N3J5,True,True,True,True,,True,,,,False,,
Q8N3J6,True,True,True,True,True,True,True,True,,True,True,True
Q8N3J9,,True,True,True,True,,,True,,True,,
Q8N3L3,True,True,True,True,True,True,True,True,,True,True,True
Q8N3S3,False,False,False,,,False,False,,True,False,,False
Q8N3T1,False,False,False,False,False,,False,,,False,False,
Q8N3T6,False,,True,,True,,False,,,False,,
Q8N3U4,False,False,True,,True,,True,,,False,,
Q8N3V7,True,True,True,,,False,True,,,True,,
Q8N3X6,False,False,,,,,False,,,,,
Q8N3Y3,False,False,False,,,False,False,,,False,,
Q8N3Y7,True,,True,,,True,,,,True,,
Q8N3Z0,False,,False,,,,True,,,False,True,
Q8N3Z3,False,,,,,,,,,,True,
Q8N412,True,True,True,True,,,True,True,,,True,
Q8N413,,False,False,,,True,True,,True,False,,
Q8N414,True,,True,True,,False,True,True,False,True,True,
Q8N427,True,True,True,True,True,True,False,,True,False,True,
Q8N428,False,,False,,,,,,,False,,
Q8N431,False,True,True,True,True,True,True,False,,False,False,
Q8N434,True,True,False,,True,,,,,False,False,
Q8N443,,,True,True,True,,,,,False,,
Q8N448,False,True,False,True,,False,False,False,True,False,False,
Q8N456,False,True,True,True,True,True,,,,True,,
Q8N461,False,True,False,True,True,True,False,False,True,,True,
Q8N468,False,True,False,True,False,,,,,True,True,
Q8N474,True,True,True,,True,,False,,,False,True,
Q8N475,True,True,True,,True,,True,,,True,True,
Q8N485,True,True,True,True,True,True,True,,True,True,True,
Q8N488,False,,True,,,,True,,True,False,True,
Q8N490,True,True,True,,,True,True,True,,True,,
Q8N4B1,False,False,,,,,False,,,,False,
Q8N4B4,True,True,True,True,True,True,True,True,False,True,True,
Q8N4C7,True,True,True,True,True,False,True,True,True,True,True,True
Q8N4C8,True,True,,,,,,,,True,True,
Q8N4E4,False,True,True,True,True,True,True,,,True,True,
Q8N4E7,False,False,False,,,False,True,,,False,False,
Q8N4F0,True,True,True,True,True,True,True,,,False,,
Q8N4F4,True,False,True,True,,True,True,True,True,True,,
Q8N4F7,True,True,False,,,,False,,,False,,
Q8N4H0,False,,True,,,,False,False,,False,,
Q8N4L1,False,True,False,,,,False,,,False,,
Q8N4L2,True,True,,,True,,False,,,False,,
Q8N4M1,False,True,False,True,True,,False,,,False,False,
Q8N4N3,False,False,False,False,,,False,,,False,False,
Q8N4N8,True,True,True,True,True,,True,,True,True,True,
Q8N4P2,,,False,,,,False,,,,,
Q8N4Q0,False,False,False,False,False,False,,,False,False,False,
Q8N4S7,True,True,False,True,True,True,True,True,,False,True,
Q8N4T0,False,True,True,,,False,False,,,False,,
Q8N4T8,False,,,,,False,,False,,,,
Q8N4U5,False,False,False,True,True,False,False,,,False,False,
Q8N4V2,,,,,,,,,,True,False,
Q8N4W9,False,True,False,True,False,,True,False,True,False,,True
Q8N4X5,False,,,,False,,True,,False,False,True,
Q8N4Y2,True,,,,True,,True,,True,True,,
Q8N4Z0,True,,True,True,True,True,True,True,,True,,
Q8N539,False,True,False,False,True,False,False,False,False,False,False,
Q8N556,False,True,,,,,,,False,False,,
Q8N573,True,True,True,,True,True,True,,True,,True,
Q8N584,False,,,,,,False,,,,,
Q8N587,True,True,True,True,True,,True,True,,True,,True
Q8N5B7,False,,False,,,,True,,,True,True,
Q8N5C1,False,,False,,,,True,False,,False,,
Q8N5C8,False,,,,,,,,,False,,
Q8N5D6,False,False,False,False,False,False,False,False,False,False,False,False
Q8N5F7,,False,,,,,,,,False,,
Q8N5G2,True,True,,,,,,,,,,
Q8N5H3,True,False,True,False,,,,,,False,,
Q8N5H7,False,True,,,False,,False,,,False,,
Q8N5I2,False,False,False,False,True,,False,False,,False,False,
Q8N5I3,False,False,False,False,True,True,True,,,False,False,
Q8N5I4,True,,True,,True,,True,True,,True,True,
Q8N5J2,False,,,,,,False,,,,,
Q8N5K1,False,,False,,,,False,,,False,,
Q8N5L8,False,True,False,False,,False,False,,,False,,
Q8N5M4,True,,True,False,True,,True,False,,False,True,
Q8N5S1,True,False,False,,True,,,,,False,,
Q8N5S9,False,True,True,False,True,,True,False,True,True,True,
Q8N5U1,False,False,False,False,True,True,False,False,True,False,False,
Q8N5W8,,,True,,,,,,,False,,
Q8N5X7,False,,,,,False,,,,,,
Q8N5Y2,False,False,False,True,,,,,,False,True,
Q8N5Y8,False,,False,,,False,False,,,False,,
Q8N5Z5,False,True,False,False,True,True,False,,,False,True,
Q8N608,True,True,True,,True,,,,,False,,
Q8N609,False,False,False,False,False,False,False,False,,False,False,False
Q8N612,False,,,,,,True,,True,False,True,
Q8N628,True,True,False,True,True,,True,,,False,,
Q8N635,True,False,False,False,False,False,False,False,,False,False,False
Q8N660,True,,,True,True,True,,True,,,,
Q8N661,False,True,False,True,,,,,False,False,False,
Q8N680,True,True,True,True,True,True,,True,,True,True,True
Q8N682,False,False,False,False,False,True,False,False,False,False,False,False
Q8N684,True,False,False,,False,,,,True,False,,
Q8N687,True,,,,,,,,,,,
Q8N693,True,True,True,True,,,,,,,,
Q8N695,True,True,,,,,True,,,True,True,
Q8N697,False,True,True,True,True,False,,,,False,True,
Q8N6D2,False,,False,False,False,False,False,False,False,True,False,
Q8N6D5,True,True,,True,,,,,,,,True
Q8N6F1,True,,False,,True,,True,True,,True,,
Q8N6F7,True,,False,True,True,True,True,,False,True,,
Q8N6F8,True,,True,True,,True,True,True,,,,
Q8N6G5,False,True,,,,,False,,,False,,
Q8N6G6,False,False,True,True,True,True,True,,True,False,True,
Q8N6H7,False,False,,,,,,,,,False,
Q8N6L0,True,True,True,True,True,True,True,True,True,True,,
Q8N6M0,False,,,,True,,,,,False,,
Q8N6M3,False,,,,,,False,False,,False,False,
Q8N6M6,True,True,True,True,True,True,True,True,,,True,
Q8N6M8,False,False,False,False,False,False,False,False,False,False,,False
Q8N6M9,False,True,False,,,False,False,False,,False,False,
Q8N6N2,True,True,True,False,True,,True,False,,False,True,
Q8N6N7,True,True,True,,True,,True,,,False,True,
Q8N6Q3,False,,True,,True,True,False,,False,True,,
Q8N6Q8,,,,True,,,,,,,True,
Q8N6R1,False,,False,False,,,,False,,False,False,
Q8N6S4,False,,True,True,True,,False,,False,False,,
Q8N6T3,False,,,,,True,True,,False,,,
Q8N6T7,True,True,True,,,True,,True,,True,True,
Q8N6V9,False,True,True,True,True,True,True,True,True,True,True,True
Q8N6W0,True,True,True,,True,True,True,,,True,,
Q8N6Y0,False,False,False,False,False,False,False,,,False,,
Q8N6Y2,True,,True,True,True,True,True,True,,True,True,
Q8N720,False,False,False,False,False,,False,True,,False,,
Q8N743,True,,,True,True,True,,True,,,,True
Q8N752,,True,False,,True,,False,,,False,True,
Q8N755,False,False,False,False,False,,False,,,False,False,
Q8N782,True,,,,,,True,True,,,,
Q8N7B1,,True,True,,,False,,,,False,,
Q8N7B6,True,True,True,True,True,True,True,,,False,True,
Q8N7C0,True,False,True,True,True,True,True,True,True,True,True,
Q8N7C3,True,False,False,False,True,,False,False,,False,,
Q8N7C7,True,False,True,True,True,,True,,,True,,
Q8N7E2,False,False,,,False,,False,,,True,,
Q8N7F7,True,True,True,True,True,True,True,True,,True,True,
Q8N7H5,False,,,,,,False,,,,,
Q8N7K0,True,True,True,True,True,,True,True,,True,,
Q8N7M0,False,False,False,False,False,,,,,False,False,
Q8N7P1,False,False,True,True,True,,False,,False,False,False,
Q8N7P3,True,True,False,True,True,True,False,True,,False,True,
Q8N7P7,,,,,,,True,,False,,,
Q8N7Q3,False,True,False,True,False,,True,False,True,False,True,True
Q8N7R0,True,True,True,True,True,True,True,True,True,True,True,
Q8N7R7,False,True,False,,,False,True,,,False,,True
Q8N7S2,True,False,True,True,True,,True,,,True,,
Q8N7X1,False,,,False,,,True,,True,True,,
Q8N7X4,False,True,False,False,True,False,True,True,,False,False,
Q8N7X8,True,False,False,False,False,False,False,False,False,False,,
Q8N7Z2,True,True,,True,,True,True,,True,,True,True
Q8N7Z5,,True,True,True,,,,True,True,True,,True
Q8N807,True,True,True,True,True,,True,,,True,True,
Q8N819,False,False,True,False,,False,False,,False,False,,
Q8N823,True,True,True,True,True,,True,True,,True,,
Q8N831,False,True,False,True,False,False,False,True,True,False,,
Q8N841,False,True,,,,,False,,,True,,
Q8N859,True,True,True,True,True,,True,True,True,True,,
Q8N878,False,True,False,True,True,True,True,True,True,False,True,True
Q8N883,True,True,True,True,True,,True,,,True,,
Q8N8A2,True,True,True,True,,True,True,,True,True,True,True
Q8N8A6,True,True,True,True,True,False,True,True,,True,True,
Q8N8C0,True,True,True,True,True,True,True,True,,True,,
Q8N8D7,False,True,True,,True,,False,,,False,,
Q8N8E2,True,,True,True,True,True,True,,,True,,
Q8N8F6,,,,,,,False,,,False,,
Q8N8H1,,,True,,,,,True,,True,,
Q8N8L2,True,,,,,,,True,,,,
Q8N8L6,False,True,False,False,True,True,False,True,False,False,,
Q8N8N7,,True,False,,True,False,True,,,True,True,
Q8N8Q1,True,True,True,True,True,True,True,True,,False,True,True
Q8N8Q8,False,False,False,True,,False,False,False,,,True,
Q8N8Q9,False,,False,,,,False,,,False,,
Q8N8U2,True,True,True,,True,True,True,,True,True,True,
Q8N8U3,False,False,False,,False,True,True,False,,False,,
Q8N8U9,False,True,False,True,True,True,True,,True,False,False,
Q8N8V2,False,True,False,,True,,True,,,False,,
Q8N8V4,False,True,True,True,True,True,True,,,True,True,True
Q8N8W4,False,False,True,True,True,True,False,,,False,False,
Q8N8Y2,False,False,False,False,,False,,False,False,False,False,False
Q8N8Y5,False,True,True,True,True,,True,True,,True,,
Q8N8Z6,False,,False,False,False,,False,,,False,False,
Q8N8Z8,True,True,True,True,True,,True,True,True,True,,True
Q8N960,True,True,True,True,True,False,True,True,True,True,True,True
Q8N966,False,True,False,True,True,True,,True,,,True,True
Q8N967,True,True,True,True,True,,True,True,True,True,True,True
Q8N972,True,True,True,True,True,,True,True,,True,,
Q8N987,,True,,,,,,,True,False,,
Q8N988,False,True,False,True,False,,True,False,True,False,,True
Q8N9B5,,,,,,,True,,,,,
Q8N9C0,True,True,True,True,True,True,,True,,False,True,
Q8N9F0,False,True,False,False,,False,False,False,True,,False,
Q8N9F7,True,True,,,,True,,True,,True,True,
Q8N9F8,False,True,False,True,False,,True,False,True,False,,True
Q8N9G6,True,True,False,True,True,True,False,True,True,False,,
Q8N9I0,False,False,False,False,False,,,False,,False,False,
Q8N9I9,False,,True,,,False,False,,False,False,True,
Q8N9K5,False,True,False,True,False,,True,False,True,False,,True
Q8N9L1,True,True,True,,True,,True,,,True,True,
Q8N9L9,,True,False,,True,,False,,,False,,True
Q8N9M5,False,False,False,False,False,False,True,,,True,,
Q8N9N7,False,,True,True,True,True,,,,True,False,
Q8N9N8,False,,False,,,,,,,,False,
Q8N9V2,True,True,True,True,True,,True,True,True,True,,
Q8N9V3,True,True,True,True,True,True,True,,,True,True,True
Q8N9W4,True,,,,,True,True,,True,,True,True
Q8N9W6,True,True,,,,,True,,,True,,
Q8N9Z0,False,True,False,True,False,,True,False,True,False,,True
Q8NA19,False,,,,,,True,True,,False,,
Q8NA29,,,,,,,,,,True,,
Q8NA42,False,True,False,True,False,,True,False,True,False,,True
Q8NA47,,True,,,,,,,,,,
Q8NA56,True,True,True,True,True,True,True,True,,True,True,
Q8NA58,False,,False,True,,False,,,,False,,
Q8NA75,False,False,False,,True,False,False,,,False,,
Q8NA92,False,False,False,False,False,False,False,False,False,False,,
Q8NAA4,True,True,True,True,True,True,True,True,,True,True,True
Q8NAA5,False,True,False,,,,,,False,False,,
Q8NAB2,True,True,True,True,True,,True,True,,True,True,
Q8NAC3,True,,True,,,True,True,,True,True,,
Q8NAF0,True,,True,True,True,,True,True,True,True,,
Q8NAM6,True,True,True,True,True,,True,True,True,True,,True
Q8NAN2,False,True,True,,False,,True,,,False,False,
Q8NAP1,True,False,True,True,False,,False,,,,,
Q8NAP3,True,True,True,True,True,True,True,True,,True,True,
Q8NAP8,True,True,,True,True,True,True,,,,True,
Q8NAT2,True,True,,,,,True,,,,,
Q8NB12,False,False,False,True,,True,False,True,True,True,False,
Q8NB14,False,True,False,True,True,True,True,,,True,True,
Q8NB15,False,,,,,True,,,,,,
Q8NB16,True,True,True,True,True,,True,True,,True,True,
Q8NB42,False,True,True,True,True,,True,True,,True,,
Q8NB49,False,,True,,True,True,False,,True,False,True,
Q8NB50,False,True,False,True,False,,True,False,True,False,,True
Q8NB59,False,False,False,False,False,,False,False,,False,False,
Q8NB66,False,False,,,,False,False,,False,False,True,False
Q8NB78,True,True,,,,True,True,,,,True,
Q8NB90,False,True,,,,True,True,,True,False,,
Q8NBB4,True,True,True,True,True,,,True,,True,,
Q8NBF1,False,True,False,,True,False,False,,,False,,True
Q8NBI2,,True,True,,,,,,,False,,
Q8NBI5,False,False,,False,False,,False,False,False,False,False,False
Q8NBI6,False,,,,,,,,,,,
Q8NBJ5,False,True,False,False,,False,False,False,False,False,False,
Q8NBJ7,False,,,,,,,,,False,,
Q8NBJ9,False,False,,,True,,False,,,False,,False
Q8NBK3,,True,,,,,,,,,,
Q8NBL1,False,,False,,,,False,,,False,,
Q8NBM8,True,,True,,True,,True,,,False,,
Q8NBN3,False,True,True,,,,False,,,False,,
Q8NBP0,True,,True,,,True,True,True,,,,
Q8NBQ5,True,True,True,,,True,True,,,True,True,
Q8NBQ7,False,False,True,True,False,False,False,False,,False,False,False
Q8NBR6,False,False,,,,,False,,,,,
Q8NBS3,False,,True,True,,True,False,,,True,False,
Q8NBS9,True,True,True,,,True,True,,,True,,
Q8NBT0,False,,True,True,True,True,True,True,,True,True,
Q8NBT3,False,,False,False,True,False,True,True,,True,False,
Q8NBU5,False,True,False,True,True,True,,,,True,False,
Q8NBV4,False,False,True,,False,,,,,False,,
Q8NBV8,False,False,False,False,False,,False,False,,False,False,
Q8NBW4,True,True,True,True,True,False,True,False,True,,False,
Q8NC06,False,False,False,,,False,False,,,False,,
Q8NC42,True,False,True,True,True,,True,,,True,True,
Q8NC44,True,,False,False,True,,True,False,False,False,False,
Q8NC67,False,,False,False,False,False,False,,,False,False,
Q8NC69,False,False,False,False,True,True,True,,,False,False,
Q8NC96,False,,False,,True,,True,,,False,False,
Q8NCA5,False,False,,,,,False,,False,False,False,
Q8NCA9,False,True,True,True,True,,True,True,,True,,
Q8NCB2,True,True,True,True,True,,True,True,True,True,True,
Q8NCC3,True,,False,,True,,False,,,False,,
Q8NCC5,True,True,True,,,True,True,,,True,,
Q8NCG5,False,False,False,,True,,False,,,False,True,
Q8NCG7,,,True,,,,False,,,,True,
Q8NCI6,True,True,True,,True,,False,,,False,,
Q8NCK3,True,,True,True,True,,True,True,,True,,
Q8NCK7,False,True,,False,True,,,False,True,False,,
Q8NCL4,False,False,False,False,True,False,False,,,False,False,
Q8NCL9,True,,True,,,,False,,,False,True,
Q8NCN2,False,False,False,False,False,False,True,False,,False,True,True
Q8NCN5,False,False,,,True,False,False,,,False,,
Q8NCP5,True,True,True,True,True,True,True,True,True,True,True,True
Q8NCQ7,True,False,False,False,,,True,False,False,False,,False
Q8NCR0,False,False,True,True,False,False,False,,False,True,True,
Q8NCR9,False,True,False,False,,False,,False,False,,False,
Q8NCT1,False,False,False,False,,,False,False,,False,False,
Q8NCT3,False,False,True,,True,False,True,,True,False,True,
Q8NCU7,False,False,False,False,False,,False,,,False,False,False
Q8NCV1,False,True,True,True,True,,False,,False,False,True,
Q8NCW0,False,True,,,,False,False,,,False,True,
Q8NCW5,True,True,True,,,,,True,,True,,True
Q8NCW6,False,,,,,,,,,,,
Q8ND07,True,True,True,True,True,False,True,True,True,True,True,True
Q8ND23,False,True,True,,,,,,,False,True,
Q8ND30,True,True,True,,True,True,True,,,True,,True
Q8ND56,False,False,,,,,False,,,False,,
Q8ND71,False,False,,,True,False,False,,,False,False,
Q8ND76,False,True,False,,,False,,,,False,,True
Q8ND82,True,True,True,True,True,True,True,True,True,True,True,
Q8ND83,False,,,False,,,True,,,False,False,
Q8ND90,,False,False,,,,False,,,False,,
Q8NDA2,True,,True,,,,True,,,True,True,
Q8NDA8,False,,,,,,False,,False,False,,
Q8NDB2,False,True,True,True,,False,False,,False,False,False,
Q8NDC4,True,,False,True,,False,,,,,False,
Q8NDF8,False,,True,,,,False,,,False,,
Q8NDG6,True,,,,,True,True,,,,,
Q8NDH3,False,,False,,,,False,,,False,,
Q8NDH6,False,True,True,True,True,True,True,True,,True,True,True
Q8NDL9,False,False,False,True,True,False,False,False,True,False,False,
Q8NDN9,False,True,False,False,True,False,True,,,False,,
Q8NDP4,True,,,,True,,True,True,,,,
Q8NDQ6,False,True,False,True,False,,False,False,True,False,,True
Q8NDT2,False,False,,,,,False,,,False,,
Q8NDV1,False,True,False,True,True,True,True,False,True,False,True,
Q8NDV2,False,,,,,,,,,False,True,
Q8NDV3,False,True,True,,,True,True,,,True,,
Q8NDV7,False,True,True,,,,,,,False,False,
Q8NDW4,False,True,True,True,True,,True,True,,True,,True
Q8NDW8,False,False,False,False,False,False,,True,True,True,True,False
Q8NDX1,True,True,True,False,True,,False,,,False,False,
Q8NDX2,True,True,True,,,,True,,,True,True,
Q8NDX5,False,False,False,,,,,,,,,
Q8NDX6,False,False,False,,,,,,,False,,
Q8NDY3,False,False,False,False,False,False,False,False,False,,False,False
Q8NDY6,False,True,,,,True,False,,,True,,
Q8NDZ4,,,,,,,,,,,False,
