,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q8NBT0,Opisthokonta,Eukaryota,Opisthokonta,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Euk+Bac,Euk+Bac,Euk+Bac
P59534,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,Vertebrata,None,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Eumetazoa
Q9UKL4,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
P01871,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eumetazoa
Q9NNZ3,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Euk+Bac,Opisthokonta,Eukaryota
P16109,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eumetazoa,Eukaryota
Q969I3,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Vertebrata,Euk+Bac,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q96Q27,Eumetazoa,Vertebrata,Eumetazoa,Opisthokonta,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota,Eumetazoa,Euk+Bac
O43464,Eumetazoa,Cellular_organisms,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac,Cellular_organisms,Eumetazoa,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q9H3R5,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,None,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,None,Eukaryota,Euk_Archaea
O76090,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q8WZ59,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia
A2RUH7,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Mammalia,Vertebrata,None,Vertebrata,Eumetazoa,Eumetazoa,Euk+Bac,Eumetazoa,Eumetazoa
Q9BXI3,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
P02753,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Euk+Bac
Q9P2E7,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa
Q9Y328,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q8NEP7,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota
Q8WVV9,Eukaryota,Eukaryota,Eumetazoa,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
A2RU49,Euk+Bac,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Cellular_organisms,Cellular_organisms
O95156,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa
P22413,Vertebrata,Opisthokonta,Eumetazoa,Vertebrata,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Eumetazoa,Eukaryota,Cellular_organisms,Eukaryota,Euk_Archaea
P11117,Vertebrata,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8TD46,Mammalia,Vertebrata,Mammalia,Mammalia,Vertebrata,Mammalia,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata
O15050,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
P20794,Vertebrata,Eukaryota,Vertebrata,Opisthokonta,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Euk+Bac,Euk+Bac
P09630,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota
Q8NE00,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9HA47,Vertebrata,Vertebrata,Cellular_organisms,Vertebrata,Vertebrata,Euk+Bac,Eukaryota,Cellular_organisms,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Eukaryota
Q8N5H3,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata
Q6T310,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,None,Eumetazoa,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8IVU3,Mammalia,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Euk+Bac
P62714,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Cellular_organisms,Eukaryota,Eukaryota
O94817,Eukaryota,Eumetazoa,Mammalia,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9UBN1,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q9H3D4,Vertebrata,Opisthokonta,Eumetazoa,Vertebrata,Opisthokonta,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta
P0C7P1,None,None,None,None,None,Eukaryota,None,Eumetazoa,Eukaryota,Euk+Bac,None,Eukaryota,Eukaryota
Q8IUX1,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eumetazoa,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
ENSP00000395075,None,None,None,None,None,None,None,None,None,None,None,Mammalia,Mammalia
Q86T75,None,None,None,None,None,None,None,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,Eumetazoa
Q9NX38,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P01781,None,None,Vertebrata,None,None,None,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Vertebrata
P54821,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Opisthokonta,Eukaryota
P26885,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Vertebrata,Cellular_organisms,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Euk_Archaea
Q8NF50,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
P08185,Mammalia,Mammalia,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Mammalia,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms
Q6P3W2,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q9UL03,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9Y6E2,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9UKY4,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Opisthokonta
O43657,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
Q04695,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
Q9HBA0,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Opisthokonta,Vertebrata,Vertebrata
P51857,Vertebrata,Euk+Bac,Vertebrata,Opisthokonta,Vertebrata,Euk+Bac,Vertebrata,Euk+Bac,Euk+Bac,Euk+Bac,Cellular_organisms,Cellular_organisms,Eukaryota
P61224,Vertebrata,Vertebrata,Opisthokonta,None,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota
O00294,Vertebrata,Eumetazoa,Mammalia,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q7RTP0,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8WXX5,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
ENSP00000389918,None,None,None,None,None,None,None,None,None,Euk_Archaea,None,None,None
Q9NR96,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Mammalia,Eukaryota,Vertebrata,Eumetazoa,Opisthokonta,None,Eumetazoa,Eukaryota,Euk+Bac
P51504,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Mammalia,Mammalia,None,Mammalia,Eukaryota,Mammalia,Opisthokonta,Opisthokonta,Eumetazoa
Q9Y4F9,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
P17948,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,None,Opisthokonta,Eukaryota,Eukaryota
P30304,Vertebrata,Opisthokonta,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Opisthokonta
Q5T5U3,Opisthokonta,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Opisthokonta,Opisthokonta,Eumetazoa,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota
P51684,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa
Q9UIY3,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Opisthokonta,Opisthokonta
P60893,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata
P23743,Vertebrata,Mammalia,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q7Z4L0,Mammalia,None,Mammalia,Mammalia,Mammalia,Vertebrata,None,Mammalia,Mammalia,Mammalia,Vertebrata,Vertebrata,Mammalia
P31944,Mammalia,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,None,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa,Euk+Bac
P46100,Eukaryota,Opisthokonta,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Euk_Archaea,Cellular_organisms,Eukaryota,Eumetazoa
A8MSI8,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa
A0AUZ9,Eumetazoa,Eumetazoa,Mammalia,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q92928,Mammalia,Mammalia,Eukaryota,Euk+Bac,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Vertebrata
Q8N4S7,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac
Q7RTW8,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Opisthokonta,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
P20160,Mammalia,Mammalia,Eumetazoa,Eumetazoa,Mammalia,Mammalia,None,Mammalia,Mammalia,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa
Q9BYN7,Opisthokonta,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta
Q9H361,Mammalia,Mammalia,Eukaryota,Mammalia,Mammalia,Mammalia,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
P37058,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Vertebrata,Eukaryota,Vertebrata,Euk+Bac,Euk+Bac,Euk+Bac,Euk+Bac,Cellular_organisms,Eukaryota
Q9NUG6,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota
Q9Y2P8,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms
P04278,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Euk+Bac,Eumetazoa,Eumetazoa
Q92621,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota
Q9P2N5,Eukaryota,Eukaryota,Eumetazoa,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
Q9NPC3,Eukaryota,Opisthokonta,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota
Q719I0,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
Q8IXM3,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8NDI1,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa
P04259,Mammalia,None,Vertebrata,None,Mammalia,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eukaryota,Vertebrata,Eumetazoa
Q14019,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9NWX5,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
Q96N21,Eukaryota,Eukaryota,Mammalia,Vertebrata,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
P36222,Mammalia,Mammalia,Eukaryota,Eumetazoa,Cellular_organisms,Euk+Bac,None,Cellular_organisms,Cellular_organisms,Opisthokonta,Cellular_organisms,Euk+Bac,Eukaryota
Q2M218,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eukaryota,Eumetazoa,Mammalia,Opisthokonta,Eumetazoa
ENSP00000381977,None,None,None,None,None,None,None,None,None,None,None,Eumetazoa,None
Q5U651,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eukaryota,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Opisthokonta,Eukaryota,Eumetazoa,Eumetazoa
Q9HCD5,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
Q5EBL2,Opisthokonta,Opisthokonta,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Vertebrata,Eukaryota,Eumetazoa,Opisthokonta,Opisthokonta,Eumetazoa
Q9NYG2,Eumetazoa,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q6VVX0,Vertebrata,Vertebrata,Mammalia,Vertebrata,Vertebrata,Opisthokonta,Vertebrata,Vertebrata,Eukaryota,Eumetazoa,Euk+Bac,Eukaryota,Eukaryota
A0PK05,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,None,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,None,Eumetazoa,Eumetazoa
Q14002,Mammalia,Mammalia,Mammalia,Vertebrata,Mammalia,Mammalia,None,Mammalia,Vertebrata,Mammalia,Eumetazoa,Eumetazoa,Eumetazoa
Q8IZD4,Eumetazoa,Eukaryota,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eumetazoa
P51151,Vertebrata,Eumetazoa,Eumetazoa,Opisthokonta,Vertebrata,Eumetazoa,Opisthokonta,Eukaryota,Opisthokonta,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
A6NJJ6,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,None,Vertebrata,Vertebrata
P30512,None,None,None,None,None,None,None,None,None,None,None,None,Vertebrata
O14763,Mammalia,Mammalia,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,None,Vertebrata,Mammalia,Mammalia,Opisthokonta,Eumetazoa,Vertebrata
P19099,Mammalia,Mammalia,Vertebrata,Opisthokonta,Mammalia,Vertebrata,Opisthokonta,Eumetazoa,Opisthokonta,Euk+Bac,Euk+Bac,Cellular_organisms,Euk+Bac
Q14667,Eukaryota,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Opisthokonta,Eukaryota,Opisthokonta,Opisthokonta
ENSP00000387845,None,None,Vertebrata,Eumetazoa,None,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota
Q96MB7,Eukaryota,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Vertebrata,Eukaryota,Euk+Bac,Eukaryota,Eukaryota,Eukaryota,Opisthokonta
P25786,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Euk_Archaea,Cellular_organisms,Euk_Archaea,Euk_Archaea
Q9P2U8,Vertebrata,Eumetazoa,Eukaryota,Vertebrata,Eumetazoa,Euk+Bac,Eumetazoa,Euk+Bac,Cellular_organisms,Cellular_organisms,Cellular_organisms,Cellular_organisms,Euk+Bac
O95995,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea
Q9UPQ3,Vertebrata,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa,Eukaryota,Eumetazoa,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q9UIA9,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q8NBC4,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,None,None
Q9BTE6,Cellular_organisms,Cellular_organisms,Opisthokonta,Euk+Bac,Cellular_organisms,Cellular_organisms,Euk+Bac,Cellular_organisms,Eukaryota,Cellular_organisms,Cellular_organisms,Euk+Bac,Euk+Bac
Q9H4G1,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Mammalia,Eukaryota,Eumetazoa,Eumetazoa
Q5T7B8,Eukaryota,Eukaryota,Mammalia,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eumetazoa,None,Eukaryota,Eukaryota,Eukaryota
ENSP00000404145,None,None,None,None,None,None,None,None,None,None,None,Vertebrata,Vertebrata
Q9NQV7,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eumetazoa,None,Mammalia,Eukaryota,Mammalia,Eumetazoa,Opisthokonta,Opisthokonta
Q9NRY7,Mammalia,Mammalia,Eumetazoa,Eukaryota,Mammalia,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eukaryota,Eukaryota
P20591,Mammalia,Vertebrata,Eukaryota,Eukaryota,Opisthokonta,Vertebrata,Eukaryota,Eukaryota,Eukaryota,Opisthokonta,Eukaryota,Eukaryota,Eukaryota
P60059,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk_Archaea,Eukaryota,Eukaryota
Q6ZU15,Mammalia,Mammalia,Mammalia,Opisthokonta,Mammalia,Opisthokonta,Opisthokonta,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta,Opisthokonta
Q5I0X4,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,None,Mammalia,Mammalia,Mammalia,None,Mammalia,None
Q6ZNG0,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eukaryota,Vertebrata,Eumetazoa,Opisthokonta,Vertebrata
P21397,Mammalia,Vertebrata,Eukaryota,Eumetazoa,Eumetazoa,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Cellular_organisms,Cellular_organisms
Q2TBA0,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota,Eumetazoa,Eukaryota
O76083,Eukaryota,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Euk+Bac,Eukaryota,Eukaryota
O14523,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa
Q6ZUK4,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa
P21695,Vertebrata,Opisthokonta,Eukaryota,Eumetazoa,Eukaryota,Euk+Bac,Opisthokonta,Euk+Bac,Eukaryota,Euk+Bac,Euk+Bac,Euk+Bac,Eukaryota
P57682,Vertebrata,Vertebrata,Vertebrata,Eumetazoa,Vertebrata,Vertebrata,Eumetazoa,Eumetazoa,Opisthokonta,Opisthokonta,Opisthokonta,Eumetazoa,Opisthokonta
Q9GZK3,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Vertebrata,Vertebrata,Vertebrata,Vertebrata
Q8NGP8,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eumetazoa,Mammalia,Eumetazoa,Vertebrata,Vertebrata
Q9NWD9,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia
P53778,Vertebrata,Vertebrata,Vertebrata,Eukaryota,Vertebrata,Vertebrata,Vertebrata,Opisthokonta,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
Q6UW56,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Eumetazoa,Vertebrata,Eumetazoa
Q9HCU4,Vertebrata,Eumetazoa,Eumetazoa,Vertebrata,Euk+Bac,Eumetazoa,Vertebrata,Eumetazoa,Eumetazoa,None,Euk+Bac,Eumetazoa,Euk+Bac
O75467,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,None,Mammalia,Eukaryota,Eumetazoa,Opisthokonta,Opisthokonta,Eumetazoa
