,mean,variance,outliers
Q9UL59,6.76923076923,64.5256410256,Hieranoid_2
Q15257,7.15384615385,28.3076923077,OMA_Groups
P23352,6.38461538462,1.58974358974,
Q9H8L6,2.30769230769,69.2307692308,PhylomeDB
Q9BSY4,7.38461538462,47.0897435897,
Q5QGZ9,4.76923076923,46.5256410256,
Q9GZS9,10.2307692308,308.025641026,Hieranoid_2 PANTHER8_all
ENSP00000410211,8.07692307692,276.91025641,EnsemblCompara_v2
Q9NRM7,13.3076923077,90.0641025641,
C9IYD2,2.30769230769,25.2307692308,RSD
Q9Y6A2,21.7692307692,254.025641026,
Q8HWS3,9.69230769231,21.3974358974,
Q92628,3.07692307692,3.07692307692,
Q13608,12.0769230769,70.4102564103,PhylomeDB
O00444,9.23076923077,84.6923076923,PANTHER8_all
P0CJ79,8.30769230769,106.397435897,Hieranoid_2
Q96DY2,13.7692307692,179.358974359,PhylomeDB
Q08357,18.0,199.5,OMA_Pairs
Q8NEN9,8.23076923077,12.6923076923,InParanoid InParanoidCore
Q9UIF7,24.2307692308,106.858974359,OMA_Pairs
Q5MJ07,1.76923076923,16.858974359,PANTHER8_LDO PANTHER8_all
Q9Y6N3,7.76923076923,24.5256410256,
Q7KZN9,29.4615384615,32.6025641026,
P36941,6.84615384615,91.8076923077,PhylomeDB
P41236,6.46153846154,19.9358974359,
Q9NZZ3,4.23076923077,9.02564102564,EnsemblCompara_v2
Q9NZR4,5.23076923077,39.5256410256,PhylomeDB
Q5VZV1,13.6153846154,193.256410256,PhylomeDB
Q9Y519,13.5384615385,27.7692307692,
Q8N823,6.61538461538,105.256410256,Hieranoid_2
P07197,7.46153846154,91.6025641026,
Q9UJX6,6.07692307692,5.91025641026,OMA_Pairs
P41240,12.5384615385,159.602564103,PhylomeDB
Q6T423,12.6153846154,285.923076923,Metaphors
Q969S3,5.07692307692,9.24358974359,
Q7Z419,12.0769230769,75.5769230769,
Q9Y4F4,9.0,22.0,Orthoinspector
Q6UYE1,1.92307692308,0.74358974359,
Q04844,6.15384615385,144.807692308,PANTHER8_all
P48431,7.46153846154,58.7692307692,EggNOG
B7ZW82,5.07692307692,32.9102564103,RSD
Q9H1C3,28.1538461538,320.474358974,
Q8N5Y8,12.6153846154,59.5897435897,
Q7L2H7,6.38461538462,8.58974358974,OMA_Groups
Q9H7V2,5.15384615385,4.47435897436,
Q0VF49,6.0,155.666666667,EnsemblCompara_v2
Q5SYC1,9.0,54.0,
Q86WI1,21.1538461538,393.974358974,
Q8NA70,9.30769230769,255.230769231,PhylomeDB
Q8IXQ3,0.0769230769231,0.0769230769231,
Q13489,9.92307692308,64.2435897436,RSD
P30084,27.3076923077,13.7307692308,
Q9Y224,10.0769230769,21.9102564103,
Q9Y5F9,6.30769230769,21.7307692308,
A8MX19,1.15384615385,1.97435897436,
Q6UX40,8.30769230769,11.3974358974,
Q9H2D6,9.76923076923,192.358974359,PhylomeDB
O94993,7.92307692308,69.5769230769,EnsemblCompara_v2
ENSP00000388857,0.846153846154,0.141025641026,
Q4G0T1,2.69230769231,5.73076923077,PANTHER8_all
Q9UNX4,5.76923076923,40.858974359,PhylomeDB
P02741,3.69230769231,10.5641025641,EnsemblCompara_v2
P32119,35.3076923077,216.564102564,
P63173,9.0,8.16666666667,InParanoidCore
O43918,8.92307692308,107.243589744,
P17174,22.0,144.333333333,
Q6XD76,8.84615384615,24.8076923077,PANTHER8_all
P21554,4.38461538462,29.2564102564,PANTHER8_all
O60499,11.8461538462,54.8076923077,RSD
Q9NYM4,2.76923076923,20.858974359,Hieranoid_2
Q6PRD1,6.46153846154,10.9358974359,
A6NFZ4,1.0,0.166666666667,
O15551,14.3076923077,78.5641025641,
Q6ZS10,9.23076923077,53.858974359,PhylomeDB
Q6ZN18,6.76923076923,24.0256410256,Hieranoid_2
Q92783,7.23076923077,29.358974359,
ENSP00000389550,1.07692307692,0.0769230769231,
Q9NZQ0,18.2307692308,97.5256410256,PANTHER8_all
P54840,27.2307692308,319.192307692,
Q4G0I0,3.0,7.0,Hieranoid_2
Q9H596,11.9230769231,134.576923077,
O14718,6.0,4.66666666667,
Q6W2J9,4.46153846154,29.7692307692,EggNOG
Q92870,3.46153846154,3.60256410256,
Q96FK6,10.4615384615,26.4358974359,OMA_Groups
Q8NGJ1,1.76923076923,2.85897435897,
Q3SYF9,1.84615384615,4.97435897436,EnsemblCompara_v2
P51686,2.92307692308,5.41025641026,OMA_Pairs
P78426,8.69230769231,31.5641025641,RSD
Q6ZRP5,4.23076923077,28.1923076923,EnsemblCompara_v2
Q9H8U3,9.46153846154,45.9358974359,
P05165,31.3846153846,101.58974359,
P09525,15.4615384615,114.435897436,
O00178,16.6153846154,39.5897435897,
Q9Y2K1,5.30769230769,56.0641025641,Hieranoid_2
Q9H2G9,4.84615384615,32.9743589744,PhylomeDB
O94842,10.2307692308,94.5256410256,
Q9H6S0,22.7692307692,110.525641026,PhylomeDB
P43681,8.38461538462,133.423076923,PANTHER8_all
P35670,16.9230769231,149.743589744,
A6NM45,3.23076923077,6.19230769231,
Q9BW72,9.0,46.8333333333,PhylomeDB
Q6YHU6,10.9230769231,28.0769230769,OMA_Pairs
Q9NQH7,25.9230769231,73.5769230769,
Q96J88,5.23076923077,36.5256410256,PhylomeDB
P55259,5.30769230769,51.0641025641,PhylomeDB
Q5TA89,3.84615384615,15.4743589744,
Q5VV67,7.61538461538,45.2564102564,OMA_Pairs
ENSP00000383435,0.0769230769231,0.0769230769231,
Q9H013,4.84615384615,9.47435897436,
Q6V0I7,19.4615384615,432.435897436,
Q96J66,19.4615384615,198.269230769,Metaphors
Q8IWX5,13.3846153846,75.9230769231,PhylomeDB
Q9UJ71,12.3846153846,307.256410256,Metaphors PhylomeDB
Q8NGH9,1.69230769231,2.0641025641,
Q16836,27.8461538462,95.8076923077,
Q15185,10.5384615385,57.9358974359,
Q02575,4.76923076923,9.19230769231,
Q9P281,7.38461538462,22.7564102564,RSD
Q99615,11.8461538462,72.141025641,OMA_Pairs
P78314,4.53846153846,9.76923076923,
O75531,3.76923076923,0.858974358974,
Q9NPC1,2.30769230769,3.5641025641,
P48454,13.1538461538,118.807692308,Hieranoid_2
Q9H159,5.23076923077,124.358974359,PANTHER8_all
Q9NYV6,7.69230769231,75.0641025641,RSD
P63096,5.23076923077,9.35897435897,RSD
Q8IZU9,4.30769230769,1.89743589744,
O14543,1.30769230769,2.0641025641,
Q8TDT2,4.38461538462,51.9230769231,RSD
P11802,11.0769230769,65.5769230769,
P78386,6.30769230769,102.230769231,Hieranoid_2
Q15904,5.92307692308,4.24358974359,
Q8IXL9,3.07692307692,1.74358974359,
Q16538,4.92307692308,2.91025641026,
ENSP00000415908,7.53846153846,170.602564103,OMA_Pairs EnsemblCompara_v2
Q13232,20.2307692308,294.525641026,
ENSP00000401746,15.4615384615,265.102564103,
ENSP00000407177,1.38461538462,0.923076923077,
Q9NZI2,8.53846153846,39.1025641026,
P62508,2.23076923077,3.02564102564,
P48742,6.84615384615,56.8076923077,PANTHER8_all PhylomeDB
Q9ULW6,10.3846153846,112.756410256,RSD
A0A0A0MTC1,3.46153846154,46.7692307692,PhylomeDB
Q86UN3,12.4615384615,184.602564103,PANTHER8_all
P25063,0.769230769231,0.358974358974,
Q8IYU8,15.3076923077,102.564102564,
P04279,3.69230769231,77.7307692308,Metaphors PhylomeDB
P01877,4.46153846154,12.7692307692,PhylomeDB
A4D126,31.6153846154,176.08974359,
Q9UQ53,5.38461538462,16.7564102564,
O76082,19.0769230769,295.576923077,
P38484,1.0,3.5,EnsemblCompara_v2
Q6XR72,18.2307692308,207.525641026,InParanoidCore
P02786,19.0769230769,393.41025641,
ENSP00000388166,3.84615384615,11.9743589744,
Q8NGN6,1.53846153846,4.26923076923,PANTHER8_all
Q8WVY7,13.4615384615,1.26923076923,
Q6ZRJ4,0.384615384615,0.25641025641,
Q5HYK9,6.15384615385,84.3076923077,Hieranoid_2
Q99626,5.15384615385,10.641025641,
Q9NS68,0.384615384615,0.25641025641,
Q96H78,16.1538461538,3.97435897436,
O60481,6.69230769231,22.7307692308,
Q96FN9,22.9230769231,112.743589744,
Q569K6,8.61538461538,24.2564102564,InParanoid
P31150,4.46153846154,15.7692307692,EnsemblCompara_v2
Q6ZVE7,13.6153846154,115.08974359,PANTHER8_all
P04179,23.0,41.6666666667,
Q8WV92,7.53846153846,26.6025641026,
Q9NR50,13.6923076923,78.3974358974,
Q7Z7L8,2.0,7.5,EnsemblCompara_v2
Q8TEY5,7.46153846154,28.2692307692,
Q8TD16,7.15384615385,54.641025641,PhylomeDB
Q9NZL3,5.92307692308,85.5769230769,Hieranoid_2
Q5JSL3,13.2307692308,72.858974359,
P00352,23.0,359.5,
Q8WYA0,15.7692307692,43.6923076923,
P22307,30.7692307692,133.025641026,
Q96S06,44.6923076923,183.897435897,
P42658,25.3076923077,214.730769231,
Q9NPJ3,24.2307692308,119.192307692,
Q5T7W0,2.07692307692,2.41025641026,
Q7L592,28.0,45.8333333333,
Q9P296,2.53846153846,5.60256410256,PANTHER8_all
P49862,17.2307692308,419.358974359,
A6NCK2,9.30769230769,223.564102564,PANTHER8_all
Q9GZK4,2.30769230769,5.5641025641,Hieranoid_2
O94910,3.53846153846,3.26923076923,
Q6PIY5,10.9230769231,78.0769230769,
Q9Y3N9,1.38461538462,2.58974358974,
Q5QP74,0.538461538462,1.9358974359,
Q9NRX4,14.1538461538,37.8076923077,
O14926,4.53846153846,20.7692307692,PANTHER8_all
Q6ZRG5,4.53846153846,88.7692307692,PhylomeDB
Q9Y4G6,8.15384615385,53.641025641,
Q5HYI7,14.8461538462,240.641025641,
Q5T5C0,11.3846153846,110.58974359,PhylomeDB
Q9NPJ1,10.6923076923,59.3974358974,Metaphors PhylomeDB
Q96MT3,5.38461538462,74.5897435897,EnsemblCompara_v2
Q6PI48,15.3846153846,9.58974358974,OMA_Groups
Q2M243,1.15384615385,1.30769230769,
Q13114,9.30769230769,19.2307692308,
Q7Z591,3.76923076923,2.85897435897,
P01713,7.92307692308,101.076923077,
Q8IUH3,9.76923076923,97.1923076923,PANTHER8_all
B2RUZ4,3.92307692308,12.5769230769,
Q9NQ34,3.07692307692,4.57692307692,OMA_Pairs
O60487,0.230769230769,0.192307692308,
P06888,7.38461538462,90.9230769231,
Q7Z7H3,7.76923076923,75.6923076923,InParanoid
O15320,6.07692307692,44.9102564103,PhylomeDB
Q15835,11.0769230769,230.243589744,Hieranoid_2
Q5VW36,12.3076923077,51.7307692308,
Q5T764,12.0,372.166666667,PANTHER8_all
ENSP00000406362,2.15384615385,7.97435897436,Metaphors PhylomeDB
Q9UIA0,11.6923076923,110.230769231,
Q49A33,7.38461538462,99.7564102564,Hieranoid_2
A8MTQ0,8.76923076923,71.6923076923,Metaphors
Q6H2H3,1.76923076923,3.52564102564,Metaphors PhylomeDB
Q92838,12.3846153846,239.256410256,PANTHER8_LDO PANTHER8_all
O75845,33.7692307692,96.858974359,
ENSP00000416424,3.46153846154,36.1025641026,Metaphors PhylomeDB
Q8NDF8,8.84615384615,38.3076923077,EnsemblCompara_v2
Q8WZ55,2.76923076923,3.19230769231,
Q13136,6.53846153846,128.102564103,PhylomeDB
Q6GTX8,0.692307692308,1.23076923077,
Q53T59,7.53846153846,3.4358974359,
Q9NX94,6.15384615385,10.9743589744,
Q01082,5.92307692308,21.4102564103,
Q9H209,2.38461538462,5.25641025641,OMA_Groups
P10600,2.07692307692,4.74358974359,EnsemblCompara_v2
P37198,11.2307692308,16.5256410256,
P17050,17.6153846154,177.58974359,
ENSP00000319936,0.923076923077,0.0769230769231,
Q8IWX7,8.61538461538,21.7564102564,
Q6ZTW0,8.92307692308,2.74358974359,
P28335,5.38461538462,5.42307692308,
Q9P2V4,5.0,42.8333333333,PANTHER8_all
Q96I24,10.0,63.3333333333,
Q9NY87,1.38461538462,8.58974358974,PANTHER8_all
Q8NH89,2.23076923077,9.02564102564,Hieranoid_2
Q9UN76,10.5384615385,214.269230769,EnsemblCompara_v2
Q6DKI2,6.38461538462,34.7564102564,
Q92564,13.6923076923,59.3974358974,
Q9Y4G2,11.5384615385,60.7692307692,
Q71F23,6.38461538462,79.7564102564,PhylomeDB
O75319,12.7692307692,53.6923076923,
Q8N4V2,28.3076923077,228.897435897,
Q494R4,7.61538461538,35.9230769231,Hieranoid_2
O43184,4.07692307692,6.74358974359,
Q8WWL2,3.15384615385,2.80769230769,
Q8N6C8,3.0,11.3333333333,PhylomeDB
P0C024,29.6153846154,116.923076923,
Q8TB72,9.0,41.6666666667,
Q14511,3.15384615385,4.47435897436,InParanoidCore
Q9HAV5,5.15384615385,4.80769230769,InParanoid
Q9Y6K0,9.92307692308,30.4102564103,
P06729,3.46153846154,7.4358974359,PANTHER8_all
Q9Y5I7,1.84615384615,21.3076923077,PANTHER8_all
P25106,1.15384615385,3.97435897436,PhylomeDB
Q14590,7.07692307692,71.5769230769,Hieranoid_2
Q8TDC0,2.30769230769,0.564102564103,
P35542,4.0,8.33333333333,Hieranoid_2
P61567,2.23076923077,2.19230769231,
P21399,32.0769230769,35.0769230769,InParanoid
P0C0P6,2.38461538462,0.923076923077,
Q969M3,3.61538461538,17.9230769231,OMA_Pairs
Q75N90,12.3846153846,125.58974359,
O43709,5.38461538462,77.0897435897,InParanoid RSD
Q9NQW7,21.6153846154,97.4230769231,
Q9H7J1,9.30769230769,38.0641025641,PhylomeDB
Q9BPU9,22.0769230769,17.4102564103,
Q9C019,8.76923076923,192.358974359,PANTHER8_all
Q6NT55,26.3076923077,481.564102564,
Q8IZ96,1.84615384615,4.30769230769,PhylomeDB
Q9UK39,11.4615384615,104.602564103,PANTHER8_all
Q9C0E4,5.0,6.66666666667,
Q96KP6,7.53846153846,70.1025641026,PhylomeDB
P36578,6.07692307692,45.7435897436,Metaphors
A6NCL2,0.307692307692,0.230769230769,
O75815,4.15384615385,3.64102564103,
P52849,18.6923076923,440.897435897,
Q2WGJ6,7.0,92.3333333333,
Q8WXG9,33.4615384615,495.102564103,
Q14562,16.1538461538,123.307692308,
Q8TD43,5.69230769231,10.7307692308,
Q155Q3,5.92307692308,40.2435897436,PhylomeDB
Q9UGK3,3.46153846154,8.9358974359,EggNOG
A6NFU0,2.07692307692,4.24358974359,InParanoid
Q8NGB4,4.30769230769,10.0641025641,PhylomeDB
O94805,11.0769230769,54.2435897436,
P18146,6.61538461538,33.4230769231,
O95863,6.46153846154,65.4358974359,Hieranoid_2
Q9HCC6,7.76923076923,15.358974359,
P50993,25.3846153846,379.58974359,
Q6T4R5,1.15384615385,4.97435897436,RSD
Q6UB35,24.6153846154,400.58974359,
A6NN14,6.53846153846,48.6025641026,
Q92953,17.3076923077,384.230769231,
Q96KT0,0.307692307692,0.230769230769,
Q96KN8,6.38461538462,45.0897435897,PANTHER8_all
O15075,13.6923076923,120.397435897,
P28347,5.07692307692,16.9102564103,EggNOG
P26717,6.07692307692,55.2435897436,PhylomeDB
Q9UBP8,0.230769230769,0.192307692308,
Q7Z388,9.38461538462,100.423076923,
P45378,3.61538461538,5.25641025641,
Q66K79,15.3846153846,290.08974359,
P62495,10.1538461538,83.4743589744,
Q9BUG6,3.46153846154,28.7692307692,OMA_Pairs
Q9UNX3,9.0,101.0,OMA_Groups
ENSP00000318395,0.923076923077,0.0769230769231,
Q6BEB4,6.53846153846,48.4358974359,
Q8N6I4,1.07692307692,0.24358974359,
Q96AG3,3.38461538462,18.2564102564,PhylomeDB
Q86XJ1,5.76923076923,21.1923076923,PhylomeDB
Q6WRX3,3.69230769231,9.23076923077,Orthoinspector
Q8NC56,4.30769230769,36.7307692308,InParanoidCore
ENSP00000415912,1.46153846154,1.4358974359,
Q8TE59,7.30769230769,48.7307692308,InParanoidCore
P50549,3.76923076923,7.19230769231,EnsemblCompara_v2
Q99943,32.7692307692,191.858974359,
Q8IX18,19.8461538462,499.474358974,
Q9NV39,0.307692307692,0.397435897436,
P0CG34,3.53846153846,9.4358974359,
Q9Y2I1,13.3076923077,68.7307692308,
ENSP00000383875,2.84615384615,20.9743589744,PhylomeDB
O43681,20.0769230769,69.4102564103,
Q7RTY9,7.07692307692,184.576923077,Hieranoid_2
O15504,10.3076923077,47.5641025641,
Q9UBT3,2.84615384615,9.30769230769,PhylomeDB
Q07687,7.84615384615,51.4743589744,PhylomeDB
Q13425,4.69230769231,4.89743589744,
Q5T6R2,2.0,21.3333333333,Metaphors
P58743,19.0,365.833333333,
O00506,15.1538461538,133.641025641,Metaphors
Q17RF5,3.30769230769,1.73076923077,
Q8WUD6,8.15384615385,48.141025641,RSD
Q8TBF2,13.7692307692,101.025641026,
O60290,8.53846153846,65.2692307692,PhylomeDB
P04438,2.53846153846,8.76923076923,
Q9UGF7,1.61538461538,0.923076923077,
Q9NPJ8,12.2307692308,47.1923076923,RSD
Q6U736,3.30769230769,5.39743589744,
Q8N118,25.2307692308,438.858974359,
Q96RP3,1.0,0.0,
Q9UPZ6,4.15384615385,19.9743589744,PANTHER8_all
Q4W4Y0,1.0,0.0,
Q9UKZ4,19.9230769231,394.576923077,
P06703,4.92307692308,69.0769230769,PANTHER8_all PhylomeDB
Q8N3Y3,12.6923076923,92.0641025641,
Q96B36,3.84615384615,4.97435897436,PhylomeDB
Q6PK18,9.53846153846,51.9358974359,
Q6P387,0.692307692308,1.23076923077,
Q8NHU2,24.6923076923,36.0641025641,
Q68CP4,35.9230769231,210.41025641,
P25391,8.61538461538,46.2564102564,PhylomeDB
Q9H5I5,15.0,69.8333333333,
Q13459,8.07692307692,39.7435897436,
Q03923,4.53846153846,62.7692307692,Hieranoid_2
Q14542,10.3846153846,75.0897435897,
P63151,10.3076923077,73.0641025641,OMA_Groups
O95389,4.53846153846,5.10256410256,
Q6ZV50,10.1538461538,78.9743589744,
Q5T2T1,5.53846153846,86.9358974359,Metaphors
Q9NV66,15.3076923077,56.8974358974,InParanoid
Q6NUT3,22.9230769231,108.576923077,InParanoid Metaphors
O43511,18.4615384615,325.269230769,
Q9Y231,11.8461538462,79.9743589744,
Q9Y5J1,11.1538461538,95.3076923077,Metaphors PhylomeDB
Q5T870,5.15384615385,50.3076923077,PhylomeDB
Q8IV08,20.9230769231,219.243589744,
Q6ZUB1,2.15384615385,1.47435897436,
P11049,6.38461538462,50.7564102564,Hieranoid_2
Q09472,12.7692307692,47.358974359,
Q9P2K3,5.92307692308,40.7435897436,
Q6QNY1,15.0,142.166666667,PANTHER8_LDO
O60268,4.53846153846,3.10256410256,
Q86YF9,11.8461538462,83.641025641,
Q8IU57,0.461538461538,1.26923076923,
O00192,8.53846153846,67.9358974359,RSD
Q2L6G1,2.07692307692,2.07692307692,
Q86TU7,11.3846153846,15.5897435897,
Q8TAP9,4.0,2.16666666667,
Q8N4Q1,9.69230769231,27.2307692308,
O60308,19.4615384615,9.76923076923,OMA_Groups
Q92539,9.07692307692,77.7435897436,
Q9UBS9,7.0,18.8333333333,Hieranoid_2
O75446,7.69230769231,64.5641025641,
Q9BTP6,3.07692307692,2.74358974359,
P38117,22.5384615385,47.7692307692,
Q6UWL2,4.53846153846,5.26923076923,InParanoid
A5PL33,4.53846153846,258.102564103,OMA_Pairs
A6NM11,5.61538461538,249.423076923,PhylomeDB
Q16576,11.9230769231,145.743589744,
Q96GE6,9.15384615385,207.974358974,Hieranoid_2
Q9GZP8,5.76923076923,125.692307692,PANTHER8_LDO PANTHER8_all
Q13562,3.30769230769,7.23076923077,EnsemblCompara_v2
P52657,7.15384615385,2.30769230769,
O60902,8.0,50.5,RSD
O14639,9.0,54.1666666667,EnsemblCompara_v2
Q9Y689,12.4615384615,130.602564103,
Q13907,24.2307692308,130.358974359,
P05496,15.6923076923,155.730769231,EnsemblCompara_v2
Q2VPA4,10.4615384615,51.4358974359,PhylomeDB
Q9Y6J9,14.8461538462,68.4743589744,
Q8NHW3,6.30769230769,7.89743589744,EnsemblCompara_v2
P01764,4.84615384615,8.80769230769,PhylomeDB
P49863,7.61538461538,213.256410256,Hieranoid_2
Q1A5X7,2.38461538462,15.9230769231,
O43325,16.6153846154,82.5897435897,
O95631,2.84615384615,3.97435897436,
Q96DT0,5.53846153846,32.1025641026,PANTHER8_all
O60427,28.0,301.666666667,
P40238,1.30769230769,3.0641025641,PhylomeDB
P04271,6.53846153846,67.6025641026,PANTHER8_all PhylomeDB
Q9BQE5,2.92307692308,10.7435897436,
Q92574,8.07692307692,20.2435897436,
Q7Z6M2,3.76923076923,1.35897435897,
P43630,2.53846153846,9.10256410256,PhylomeDB
X6R8D5,4.38461538462,12.7564102564,RSD EnsemblCompara_v2
A4D193,1.0,0.0,
O43240,14.5384615385,415.602564103,Hieranoid_2 EnsemblCompara_v2
Q96PN7,7.0,41.8333333333,InParanoidCore PANTHER8_all
Q9NWM0,27.4615384615,321.102564103,
Q13868,8.84615384615,34.3076923077,OMA_Groups
Q6IAA8,5.30769230769,9.39743589744,InParanoid
P63132,10.6153846154,295.923076923,RSD
Q15700,7.38461538462,31.2564102564,PhylomeDB
P32248,2.92307692308,7.91025641026,OMA_Pairs
P50613,6.15384615385,9.30769230769,OMA_Groups
Q5TA77,1.76923076923,9.69230769231,PANTHER8_all
P43366,8.15384615385,64.141025641,
O60563,12.5384615385,69.2692307692,
A1L4K1,3.0,41.1666666667,Hieranoid_2
Q99755,10.4615384615,41.7692307692,
O14717,34.9230769231,99.7435897436,
Q8N136,30.8461538462,144.974358974,
Q92537,3.0,11.1666666667,PANTHER8_all
Q96MC9,0.307692307692,0.230769230769,
C9JQI7,7.46153846154,15.6025641026,
Q8N6V9,16.4615384615,87.2692307692,
P55263,13.3846153846,98.4230769231,OMA_Pairs
Q7L1S5,6.61538461538,56.0897435897,Hieranoid_2
P83369,11.3846153846,76.9230769231,
P19961,31.1538461538,367.641025641,
Q9UQ16,8.53846153846,106.935897436,
Q8NH95,3.92307692308,17.4102564103,PhylomeDB
Q8NGV6,2.0,5.33333333333,Hieranoid_2
P20963,3.76923076923,0.692307692308,
Q9BXJ2,3.0,32.6666666667,PANTHER8_all
Q9H063,8.30769230769,17.2307692308,OMA_Groups
O60706,8.07692307692,84.2435897436,
Q9BZI1,4.84615384615,7.64102564103,
A6NCM1,12.9230769231,119.576923077,
Q13636,22.5384615385,255.269230769,
Q6P3X8,6.76923076923,18.358974359,
Q6ZR85,1.0,0.0,
Q9H299,9.38461538462,23.0897435897,
Q9H156,10.6923076923,277.230769231,Metaphors PhylomeDB
Q9UG22,13.9230769231,160.91025641,
O60729,14.6153846154,106.58974359,
Q9BSY9,10.1538461538,19.141025641,
P51816,4.92307692308,31.5769230769,Hieranoid_2
Q6NSI4,4.76923076923,9.35897435897,
Q16828,11.8461538462,97.4743589744,
P49418,8.15384615385,32.3076923077,
Q4G163,4.46153846154,9.9358974359,
Q9GZU8,9.76923076923,24.0256410256,
Q658L1,11.3076923077,68.0641025641,
Q8N3H0,3.38461538462,1.58974358974,
Q9NQ03,9.46153846154,16.9358974359,Hieranoid_2
Q14696,2.92307692308,3.91025641026,OMA_Groups
P21860,3.61538461538,12.5897435897,Metaphors
P48549,26.7692307692,509.025641026,
P05156,2.38461538462,27.7564102564,PANTHER8_all
Q5VVH5,7.69230769231,0.897435897436,
Q13263,13.6153846154,187.58974359,PANTHER8_all
Q9Y2I8,14.5384615385,96.1025641026,PhylomeDB
Q9NVP1,12.3846153846,100.756410256,
P80192,13.2307692308,152.192307692,PANTHER8_all
Q86UF4,0.230769230769,0.192307692308,
B4DZS4,10.0769230769,66.2435897436,
P15531,18.5384615385,195.269230769,
Q6ZU64,20.7692307692,32.6923076923,
Q8NFT8,9.53846153846,61.4358974359,Hieranoid_2
Q8N831,10.8461538462,167.307692308,
O95881,17.6923076923,339.397435897,
Q7Z418,11.3076923077,80.5641025641,PANTHER8_all
O43291,7.15384615385,163.474358974,PANTHER8_all
P61599,9.38461538462,51.9230769231,RSD
P04908,7.69230769231,98.5641025641,PhylomeDB
Q9UKJ5,4.07692307692,2.41025641026,
Q9H0A0,12.3846153846,83.5897435897,
Q9NUL5,3.69230769231,0.397435897436,
Q8N1P7,6.46153846154,197.102564103,PANTHER8_all
Q2WGJ9,11.0,83.3333333333,
Q5JTZ9,23.6923076923,283.564102564,
Q9NSE7,9.92307692308,116.243589744,
Q9UKK6,8.61538461538,64.7564102564,RSD
P08397,18.3076923077,30.7307692308,OMA_Groups
Q9NYP9,15.9230769231,34.0769230769,
P15918,3.61538461538,27.5897435897,InParanoid
Q9H4I0,10.7692307692,62.6923076923,
Q96HL8,29.9230769231,180.243589744,
Q6ZMB0,11.0,113.166666667,
Q7Z3H0,9.61538461538,135.923076923,
O15016,14.0,210.833333333,PANTHER8_all
P27658,6.15384615385,77.8076923077,Metaphors
Q96B01,6.15384615385,25.3076923077,EnsemblCompara_v2
O60844,7.07692307692,113.576923077,
P31415,11.2307692308,69.5256410256,
Q969Q1,9.69230769231,186.564102564,PANTHER8_all
Q86TL0,11.0,22.3333333333,RSD
Q8N4E4,10.8461538462,86.9743589744,
Q8WVI0,7.07692307692,17.0769230769,
P0C7X0,1.0,1.0,
Q8N0Z2,3.15384615385,16.9743589744,PANTHER8_all
P57773,3.46153846154,4.26923076923,
O75056,4.30769230769,10.5641025641,
P48426,12.3076923077,65.8974358974,
A8MXT2,7.92307692308,88.2435897436,
ENSP00000398588,5.30769230769,48.8974358974,PhylomeDB
O43557,3.0,8.33333333333,PhylomeDB
P30511,1.46153846154,2.76923076923,
Q5GAN6,0.769230769231,1.35897435897,
O95760,0.0769230769231,0.0769230769231,
P11168,21.0769230769,231.41025641,
Q8N2U0,18.6153846154,142.256410256,Metaphors
Q8NG78,2.53846153846,7.10256410256,Hieranoid_2
O95620,20.3846153846,111.256410256,
Q13753,2.07692307692,2.41025641026,
Q96H72,7.07692307692,18.0769230769,
P0CB47,7.15384615385,91.641025641,PhylomeDB
Q2NKX9,4.69230769231,8.39743589744,
Q8WUM4,11.3846153846,14.0897435897,
Q9H579,1.84615384615,5.80769230769,PhylomeDB
Q92585,3.0,4.66666666667,
Q15311,9.0,29.5,
Q8TAA5,24.6923076923,336.564102564,
P30533,3.76923076923,0.692307692308,
Q9UHD9,10.4615384615,104.102564103,
Q68CZ2,12.6153846154,71.9230769231,
P61758,4.07692307692,2.24358974359,
Q8NBZ0,5.0,7.0,
Q9HAV7,20.7692307692,128.858974359,
Q70JA7,10.5384615385,51.6025641026,
Q8NGJ8,2.38461538462,3.92307692308,Hieranoid_2
Q02338,22.0769230769,363.076923077,
Q8WTT2,5.38461538462,4.42307692308,OMA_Pairs
P35442,4.23076923077,35.858974359,PhylomeDB
Q8IZP0,7.84615384615,63.3076923077,RSD
Q8WVD3,8.92307692308,83.5769230769,
Q5VW00,9.46153846154,162.769230769,PANTHER8_all
Q5T681,2.84615384615,0.307692307692,
Q71RC4,0.384615384615,0.25641025641,
P0CAP2,6.92307692308,7.07692307692,InParanoid
Q9H6Y2,16.9230769231,35.0769230769,Metaphors
Q16254,13.5384615385,73.9358974359,
A8K7I4,9.84615384615,303.641025641,RSD
Q9H606,0.307692307692,0.230769230769,
Q969Q0,12.1538461538,121.641025641,RSD
P83111,29.1538461538,170.641025641,
Q8NDV1,7.53846153846,53.7692307692,
O43313,8.69230769231,91.8974358974,
Q6NXR0,4.76923076923,6.69230769231,
Q9BU64,10.8461538462,57.9743589744,
Q7L0X0,12.1538461538,99.641025641,
Q7LBR1,14.3076923077,23.5641025641,
A6NGB0,2.0,0.833333333333,
Q9BRZ2,11.1538461538,239.141025641,PANTHER8_all
Q9Y5L5,1.0,0.0,
Q9BUV0,5.0,41.3333333333,Metaphors
Q08378,16.6153846154,169.423076923,EnsemblCompara_v2
Q96LB1,2.84615384615,14.641025641,Metaphors
P41226,11.2307692308,148.525641026,
