,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q9UL59,18,18,18,18,27,18,None,18,119,18,80,80,84
Q15257,119,119,119,119,119,119,119,119,119,119,119,119,119
P23352,55,54,37,37,55,55,54,55,55,55,55,55,55
Q9H8L6,26,26,22,22,22,26,22,26,26,26,34,26,119
Q9BSY4,80,34,37,37,80,37,37,37,37,37,80,37,80
Q5QGZ9,None,None,12,None,None,None,None,None,None,58,None,55,58
Q9GZS9,1,1,54,1,1,1,34,55,131,55,131,55,55
ENSP00000410211,None,None,27,112,None,None,None,None,None,131,None,None,None
Q9NRM7,34,34,34,119,34,58,119,119,80,112,119,119,119
C9IYD2,None,None,None,None,None,55,None,None,None,5,None,None,None
Q9Y6A2,37,37,112,55,55,131,124,112,55,131,55,112,131
Q8HWS3,37,80,34,34,55,80,55,80,80,80,80,80,80
Q92628,36,36,34,34,54,54,37,37,34,54,54,37,34
Q13608,119,119,36,55,119,112,119,112,112,124,131,124,131
O00444,55,55,55,55,55,58,119,80,55,None,131,112,55
P0CJ79,None,None,37,None,None,None,None,None,119,None,80,80,84
Q96DY2,58,58,58,119,58,58,58,58,119,58,58,55,131
Q08357,34,124,80,131,34,131,119,131,131,124,131,124,124
Q8NEN9,80,80,55,55,58,58,58,58,55,58,58,55,55
Q9UIF7,131,131,80,131,119,131,131,131,119,131,131,119,112
Q5MJ07,1,1,1,1,37,1,None,1,1,5,37,5,5
Q9Y6N3,36,22,37,54,None,36,None,54,54,37,None,54,54
Q7KZN9,131,131,119,131,131,131,131,131,131,131,131,131,131
P36941,34,21,21,21,21,58,None,34,21,55,58,80,119
P41236,5,18,34,54,119,80,58,58,58,58,119,58,80
Q9NZZ3,119,119,119,119,119,119,119,119,119,119,119,119,119
Q9NZR4,34,34,34,34,55,34,None,55,34,84,55,55,112
Q5VZV1,80,34,37,34,119,84,34,34,112,112,119,80,131
Q9Y519,37,55,112,80,119,119,119,119,119,112,119,112,112
Q8N823,1,1,1,1,1,1,None,1,119,18,80,80,55
P07197,34,34,34,112,34,34,34,37,84,55,112,36,112
Q9UJX6,119,119,55,84,119,119,119,119,119,119,119,112,119
P41240,54,58,58,58,34,58,58,58,112,112,119,119,131
Q6T423,1,18,18,18,1,18,None,18,112,54,131,131,112
Q969S3,119,119,80,119,119,119,112,119,119,119,119,119,119
Q7Z419,34,54,55,84,80,112,34,55,84,112,119,119,119
Q9Y4F4,54,54,34,34,54,112,58,112,54,58,119,55,54
Q6UYE1,27,27,18,26,None,27,27,27,27,27,None,26,21
Q04844,34,34,34,34,34,34,None,27,27,54,131,55,55
P48431,34,55,37,37,34,55,119,55,119,55,112,112,112
B7ZW82,None,None,None,None,119,112,119,119,119,119,119,None,119
Q9H1C3,34,34,112,112,131,112,112,112,131,112,131,131,131
Q8N5Y8,55,55,55,55,112,112,112,112,55,112,112,119,112
Q7L2H7,112,84,112,112,112,112,112,112,112,112,112,112,112
Q9H7V2,34,34,34,34,34,34,34,34,34,34,34,55,55
Q0VF49,18,18,18,37,18,18,None,18,18,131,21,18,18
Q5SYC1,34,34,54,34,112,84,55,58,80,55,131,112,112
Q86WI1,58,58,55,58,37,131,131,131,58,131,119,58,58
Q8NA70,5,5,5,1,5,112,18,37,5,55,119,55,131
Q8IXQ3,22,22,22,22,22,22,None,22,22,22,22,21,22
Q13489,18,18,37,37,18,119,80,80,112,55,119,80,80
P30084,131,131,131,131,131,131,131,131,131,131,131,131,131
Q9Y224,84,55,55,84,84,84,84,55,84,84,84,84,84
Q9Y5F9,None,None,27,12,12,27,None,34,54,26,55,55,55
A8MX19,None,None,18,None,None,None,None,18,18,18,None,18,18
Q6UX40,55,55,55,55,None,55,55,55,55,55,None,54,55
Q9H2D6,18,54,18,54,54,55,34,55,36,54,54,54,131
O94993,80,37,26,26,26,55,55,55,26,119,112,55,26
ENSP00000388857,None,None,None,None,None,None,None,None,None,None,None,1,5
Q4G0T1,18,22,22,26,22,22,34,22,26,None,55,None,None
Q9UNX4,119,119,119,124,119,119,119,119,119,119,119,119,131
P02741,21,34,34,37,21,34,34,34,34,55,55,55,55
P32119,34,131,119,131,119,131,131,131,131,131,131,131,131
P63173,119,112,119,119,119,119,119,119,119,119,119,119,119
O43918,80,34,34,80,34,112,None,112,34,34,36,112,34
P17174,119,119,131,119,80,131,131,131,80,131,131,131,131
Q6XD76,26,22,26,26,54,55,55,55,54,55,112,55,54
P21554,34,37,34,34,34,34,55,37,55,37,112,55,55
O60499,34,54,34,34,34,119,119,119,119,119,119,119,119
Q9NYM4,34,34,27,54,34,34,None,34,80,55,55,55,34
Q6PRD1,34,54,21,21,54,54,54,55,54,55,54,55,54
A6NFZ4,1,12,12,12,None,12,None,12,12,12,None,12,12
O15551,80,80,36,26,34,80,80,80,80,36,80,80,80
Q6ZS10,34,18,18,18,36,36,34,37,22,26,58,54,112
Q6ZN18,36,36,18,18,54,55,55,55,80,55,84,55,80
Q92783,34,80,80,80,34,80,80,80,80,None,119,112,112
ENSP00000389550,None,None,None,None,None,None,None,None,None,None,None,12,18
Q9NZQ0,119,58,58,58,119,119,112,119,119,119,131,119,119
P54840,34,37,131,34,34,131,131,131,131,131,131,131,131
Q4G0I0,37,21,21,21,None,27,None,27,54,27,None,21,27
Q9H596,5,5,37,12,5,5,26,55,112,119,131,119,119
O14718,37,37,37,37,54,55,54,55,55,55,55,55,54
Q6W2J9,54,54,34,34,34,55,119,55,54,55,54,55,34
Q92870,34,54,34,34,34,54,37,55,54,55,55,55,55
Q96FK6,112,112,112,112,112,119,112,112,112,112,112,119,119
Q8NGJ1,21,21,21,21,21,21,None,21,37,27,34,27,27
Q3SYF9,None,None,12,None,None,None,None,None,None,37,None,18,None
P51686,34,34,34,55,26,34,34,34,34,34,54,37,55
P78426,34,54,34,54,34,112,55,55,54,55,55,112,55
Q6ZRP5,None,None,27,27,None,None,None,None,None,58,None,36,None
Q9H8U3,55,55,34,34,55,55,55,55,55,112,112,112,112
P05165,131,131,119,131,131,131,119,131,119,131,131,131,119
P09525,34,112,112,34,34,119,34,112,112,119,131,119,119
O00178,84,124,124,84,124,124,119,124,124,124,131,131,131
Q9Y2K1,34,34,34,34,34,34,34,34,119,34,112,54,55
Q9H2G9,55,55,36,55,55,55,55,55,55,55,55,80,119
O94842,80,54,34,34,21,119,54,54,112,119,119,54,37
Q9H6S0,112,112,55,112,119,112,112,112,119,131,131,119,131
P43681,34,55,37,54,34,37,34,55,55,54,131,55,55
P35670,27,131,80,119,131,131,80,131,119,131,131,131,119
A6NM45,5,5,34,12,34,34,34,34,34,34,36,36,34
Q9BW72,18,34,34,55,112,112,55,55,112,55,112,112,112
Q6YHU6,119,119,34,112,119,119,119,112,112,112,119,112,112
Q9NQH7,131,131,131,131,131,131,131,131,131,119,131,131,131
Q96J88,26,26,18,26,55,26,None,26,26,55,55,54,80
P55259,21,22,34,21,21,37,27,34,55,55,55,55,119
Q5TA89,27,26,26,34,34,34,34,34,34,54,112,55,36
Q5VV67,54,54,22,80,34,36,34,55,55,55,80,54,26
ENSP00000383435,5,1,5,1,5,1,None,5,5,5,5,5,5
Q9H013,34,36,54,58,34,37,34,54,54,None,80,55,80
Q6V0I7,58,131,54,58,54,131,131,58,58,None,131,55,54
Q96J66,22,22,119,80,22,22,58,80,58,112,131,131,119
Q8IWX5,55,80,36,36,119,112,119,112,55,119,131,119,131
Q9UJ71,21,21,21,37,22,37,37,54,54,55,58,131,131
Q8NGH9,22,21,34,21,21,21,None,22,37,34,34,34,34
Q16836,131,131,131,131,131,131,119,131,80,131,131,131,119
Q15185,119,58,119,119,119,119,119,119,119,119,119,119,119
Q02575,54,54,27,27,27,54,55,54,55,55,55,55,27
Q9P281,54,34,34,34,21,112,34,55,34,55,54,55,34
Q99615,119,119,84,131,34,119,119,119,119,119,131,119,119
P78314,34,34,34,34,55,58,55,55,55,58,55,37,34
O75531,55,55,55,55,55,55,37,55,55,55,55,55,55
Q9NPC1,22,22,22,34,22,34,34,26,22,22,55,55,54
P48454,27,34,34,27,119,119,119,119,131,124,131,119,119
Q9H159,27,27,27,34,26,27,None,36,36,37,131,54,55
Q9NYV6,37,112,80,84,119,119,112,112,112,112,119,112,112
P63096,34,27,55,34,55,80,84,84,119,None,119,80,80
Q8IZU9,34,37,34,34,34,34,54,54,54,54,54,54,55
O14543,34,34,37,34,37,34,34,37,34,34,58,55,55
Q8TDT2,21,21,21,21,21,112,None,21,21,34,27,34,34
P11802,34,34,54,34,119,55,34,55,55,119,119,119,119
P78386,18,18,22,21,18,22,None,22,112,34,112,34,84
Q15904,55,55,55,55,55,55,55,55,55,55,55,55,55
Q8IXL9,18,18,18,18,18,18,None,18,21,21,18,18,34
Q16538,26,26,26,26,26,26,37,26,26,37,37,34,55
ENSP00000415908,None,None,54,119,None,None,None,None,None,124,None,None,None
Q13232,34,131,131,34,34,131,34,131,131,131,131,131,131
ENSP00000401746,112,112,5,112,None,112,None,5,5,112,None,112,None
ENSP00000407177,None,None,None,None,None,None,None,None,None,None,None,119,119
Q9NZI2,54,54,54,54,54,36,54,55,112,84,119,119,119
P62508,34,37,54,34,34,37,54,54,54,55,55,54,54
P48742,34,34,34,54,34,55,54,55,54,55,119,55,119
Q9ULW6,18,18,80,18,18,119,119,119,18,119,119,119,119
A0A0A0MTC1,None,None,None,None,None,None,None,None,None,None,None,55,112
Q86UN3,26,26,34,37,34,119,None,54,55,54,131,58,55
P25063,18,18,18,18,18,18,None,1,18,18,18,18,None
Q8IYU8,34,34,119,119,34,119,119,119,55,112,119,112,119
P04279,5,5,5,5,5,12,None,5,12,5,12,119,112
P01877,None,None,12,None,22,21,None,34,22,34,34,37,54
A4D126,131,131,34,34,131,131,131,131,112,131,131,131,131
Q9UQ53,34,54,37,34,80,80,55,58,55,58,80,58,58
O76082,26,27,112,27,54,131,37,112,112,112,131,131,131
P38484,26,26,26,27,27,27,27,27,27,34,37,34,37
Q6XR72,80,131,34,80,34,124,34,119,34,131,131,131,131
P02786,34,131,34,80,34,34,34,80,34,131,131,131,131
ENSP00000388166,None,None,27,None,1,None,None,21,37,27,27,27,27
Q8NGN6,5,5,21,1,1,12,None,22,37,22,55,34,34
Q8WVY7,112,112,112,112,112,112,112,112,112,112,112,112,119
Q6ZRJ4,1,1,1,1,None,1,None,1,1,1,None,None,None
Q5HYK9,18,18,18,18,18,18,None,18,119,54,54,80,80
Q99626,26,54,26,36,26,54,54,54,54,55,54,55,55
Q9NS68,34,34,27,27,37,37,36,36,34,36,37,34,34
Q96H78,84,112,112,119,119,119,112,112,112,112,119,119,112
O60481,34,34,34,34,54,58,58,55,54,None,84,112,80
Q96FN9,119,55,55,119,119,119,119,119,119,119,131,131,131
Q569K6,80,55,34,55,None,55,55,55,55,55,None,55,55
P31150,34,34,119,34,119,119,119,119,119,119,119,119,119
Q6ZVE7,34,34,84,80,34,119,34,119,119,119,131,119,119
P04179,131,131,131,131,131,131,131,131,131,131,131,131,131
Q8WV92,55,55,55,55,84,84,84,58,84,84,84,55,55
Q9NR50,131,119,112,112,131,119,112,112,112,119,131,131,131
Q7Z7L8,None,None,None,None,None,12,None,12,12,37,None,None,None
Q8TEY5,54,54,27,34,34,84,55,58,58,58,112,55,55
Q8TD16,34,54,37,55,55,55,55,55,55,55,55,112,124
Q9NZL3,5,5,5,5,5,5,None,5,119,18,80,80,84
Q5JSL3,34,54,27,34,34,119,34,119,119,84,119,112,112
P00352,27,27,84,27,27,131,131,131,131,131,131,131,80
Q8WYA0,119,119,119,119,55,119,119,119,119,119,55,58,124
P22307,131,131,131,131,55,131,131,131,131,131,131,119,80
Q96S06,131,131,131,131,18,131,131,131,131,131,131,131,131
P42658,34,80,37,34,131,119,131,131,131,131,131,131,131
Q9NPJ3,131,112,84,80,131,131,112,112,131,112,131,131,131
Q5T7W0,34,34,34,34,34,34,34,36,34,36,54,36,36
Q7L592,131,131,131,131,131,131,131,131,119,131,131,131,131
Q9P296,21,21,26,21,21,26,None,21,21,34,55,55,54
P49862,21,21,21,36,21,112,54,21,131,131,55,112,112
A6NCK2,None,None,1,21,12,18,None,18,112,22,131,None,84
Q9GZK4,1,12,18,12,1,18,None,21,37,27,27,27,18
O94910,34,34,34,34,34,54,54,55,55,58,58,55,55
Q6PIY5,119,55,55,55,None,55,119,55,119,55,None,55,55
Q9Y3N9,21,21,21,21,21,21,None,21,37,27,27,27,27
Q5QP74,1,1,1,1,1,1,None,1,1,1,37,1,None
Q9NRX4,112,58,58,112,112,112,54,112,112,112,112,58,112
O14926,27,54,34,27,34,54,58,58,58,58,112,58,58
Q6ZRG5,None,None,None,None,None,None,None,None,None,26,None,27,119
Q9Y4G6,34,34,55,36,34,119,37,84,84,58,119,84,84
Q5HYI7,34,34,54,112,34,34,34,55,80,112,131,131,131
Q5T5C0,34,54,55,54,34,80,58,112,112,112,112,80,131
Q9NPJ1,55,55,55,55,55,55,55,55,55,55,131,124,124
Q96MT3,34,34,34,34,34,37,58,58,54,119,55,112,119
Q6PI48,131,131,131,131,131,131,131,131,131,131,131,131,131
Q2M243,18,18,18,18,None,36,None,26,18,36,None,36,18
Q13114,55,55,55,37,55,80,55,80,84,55,112,112,112
Q7Z591,34,34,21,34,34,55,36,36,34,36,34,36,34
P01713,None,None,18,None,None,None,None,18,27,22,80,80,80
Q8IUH3,55,55,55,55,55,55,84,55,55,55,131,119,112
B2RUZ4,34,12,12,12,None,34,None,12,34,12,None,12,34
Q9NQ34,34,54,34,54,34,54,54,54,54,54,58,54,54
O60487,34,34,34,34,34,34,34,34,34,26,36,34,34
P06888,None,None,26,None,None,None,None,None,27,26,80,80,80
Q7Z7H3,119,36,36,36,None,119,55,55,36,55,None,55,37
O15320,18,21,34,34,34,54,34,54,54,54,54,54,124
Q15835,34,27,34,34,34,34,34,112,131,112,58,119,119
Q5VW36,112,112,55,55,112,112,55,55,55,55,112,55,55
Q5T764,5,12,34,5,12,12,None,34,37,34,131,131,131
ENSP00000406362,None,None,None,None,None,None,None,None,None,None,None,54,55
Q9UIA0,26,26,34,26,27,119,119,119,119,None,119,119,112
Q49A33,None,None,55,37,None,None,None,None,119,21,None,80,55
A8MTQ0,18,18,18,18,80,37,55,26,18,55,80,112,54
Q6H2H3,None,None,None,None,None,None,None,None,None,None,None,34,34
Q92838,55,54,34,34,131,54,37,34,54,55,131,55,26
O75845,131,131,80,131,131,131,131,131,131,131,131,119,131
ENSP00000416424,None,None,None,None,None,None,None,None,None,None,None,54,54
Q8NDF8,37,112,34,34,119,119,119,119,119,119,119,119,119
Q8WZ55,34,27,18,27,None,34,34,34,27,34,None,18,27
Q13136,34,54,34,34,54,54,55,55,55,54,54,119,131
Q6GTX8,18,18,18,18,18,18,None,18,18,21,22,34,34
Q53T59,55,55,37,37,55,55,55,55,55,55,55,55,34
Q9NX94,36,36,34,34,34,55,55,55,55,55,34,55,34
Q01082,34,55,58,55,55,55,58,80,58,None,119,112,84
Q9H209,18,21,27,18,21,21,None,21,37,22,27,34,27
P10600,34,34,34,34,26,34,34,36,36,55,55,36,54
P37198,112,112,112,112,119,119,119,112,112,119,119,112,80
P17050,54,119,54,80,84,119,58,131,80,131,131,112,112
ENSP00000319936,None,None,None,None,None,None,None,None,None,None,None,1,None
Q8IWX7,34,54,54,58,34,80,112,112,112,112,119,112,58
Q6ZTW0,55,55,55,55,55,55,55,55,55,55,55,37,55
P28335,34,36,34,34,34,54,34,54,36,55,55,55,55
Q9P2V4,26,34,34,37,34,54,None,54,34,37,119,54,36
Q96I24,34,80,34,112,112,112,112,112,112,None,112,112,58
Q9NY87,None,None,1,None,None,None,None,1,1,5,37,5,5
Q8NH89,1,1,21,1,1,21,None,21,37,21,37,26,27
Q9UN76,36,36,34,34,54,34,36,54,124,131,131,55,54
Q6DKI2,1,None,54,None,None,54,27,54,54,54,112,54,36
Q92564,34,58,84,34,34,119,112,112,112,112,112,119,119
Q9Y4G2,54,84,34,34,54,54,112,112,54,112,112,54,55
Q71F23,26,26,34,18,55,34,34,34,34,34,55,36,124
O75319,80,55,18,54,21,80,55,80,55,119,119,119,119
Q8N4V2,55,112,131,131,131,131,55,131,131,131,131,131,112
Q494R4,58,37,58,58,None,58,37,37,119,58,None,58,58
O43184,27,54,34,34,34,54,34,54,54,None,80,55,80
Q8WWL2,34,54,34,34,54,54,54,54,58,54,54,54,54
Q8N6C8,1,1,5,12,1,26,None,21,26,26,22,34,55
P0C024,131,112,112,112,131,131,131,131,112,131,131,131,131
Q8TB72,34,34,34,36,119,119,119,119,119,119,119,112,112
Q14511,34,54,36,34,54,34,36,55,54,55,54,55,54
Q9HAV5,55,27,27,27,27,36,27,36,34,36,37,37,27
Q9Y6K0,34,55,84,80,119,124,112,119,119,119,119,119,112
P06729,34,26,26,34,34,26,26,26,34,34,55,54,36
Q9Y5I7,27,27,27,26,27,27,None,27,27,34,80,36,36
P25106,34,34,34,34,34,34,34,34,34,34,54,55,55
Q14590,18,18,18,18,18,54,None,18,119,18,80,80,84
Q8TDC0,27,27,27,34,27,34,None,27,34,34,34,34,34
P35542,18,18,18,18,18,18,None,37,54,37,55,37,37
P61567,None,None,18,None,None,None,None,21,18,21,None,21,21
P21399,131,131,131,131,131,131,131,131,131,131,131,131,112
P0C0P6,18,26,26,26,None,26,None,26,26,26,None,26,26
Q969M3,34,112,36,80,34,119,119,119,119,119,119,119,119
Q75N90,21,21,21,119,34,84,55,84,54,None,84,119,119
O43709,131,119,119,119,119,131,119,119,119,119,119,119,119
Q9NQW7,112,131,131,131,131,131,58,131,131,131,131,131,131
Q9H7J1,34,58,21,55,21,54,None,55,54,55,80,55,80
Q9BPU9,119,119,119,119,119,119,119,119,119,119,119,119,55
Q9C019,18,18,21,12,21,22,None,22,112,34,131,54,55
Q6NT55,22,22,27,54,34,131,131,131,131,112,131,84,131
Q8IZ96,21,5,None,None,5,12,None,12,12,26,21,27,34
Q9UK39,55,55,55,112,55,80,112,55,55,112,131,112,119
Q9C0E4,21,54,37,34,34,54,54,54,58,54,54,54,54
Q96KP6,37,37,27,37,27,36,None,37,55,55,37,55,124
P36578,124,124,119,119,124,124,124,124,119,124,124,131,131
A6NCL2,18,18,18,18,None,18,None,18,18,18,None,18,18
O75815,34,54,36,34,55,54,34,55,55,55,55,55,55
P52849,27,54,34,27,131,131,55,55,55,84,131,131,131
Q2WGJ6,34,34,34,34,37,119,None,34,112,55,119,112,37
Q8WXG9,131,131,58,131,55,58,131,131,58,131,131,58,131
Q14562,119,119,112,119,84,131,119,131,131,119,131,131,131
Q8TD43,34,34,34,34,34,34,34,58,58,58,58,58,58
Q155Q3,55,55,37,37,37,55,55,55,55,55,55,112,119
Q9UGK3,34,34,22,34,37,37,37,37,34,34,37,34,37
A6NFU0,54,34,34,34,34,36,36,36,36,36,34,54,36
Q8NGB4,21,21,21,21,21,21,None,21,37,26,34,34,55
O94805,21,37,80,34,34,80,119,112,124,119,124,119,119
P18146,54,34,34,54,54,80,27,55,80,80,80,80,58
O95863,18,18,22,54,18,54,None,54,119,54,112,55,55
Q9HCC6,18,18,18,54,55,54,54,55,55,55,112,55,55
P50993,34,34,55,34,34,131,131,131,131,131,131,131,119
Q6T4R5,34,54,34,34,34,54,34,34,34,34,34,34,34
Q6UB35,27,131,119,27,26,131,None,131,131,131,131,131,131
A6NN14,1,37,5,1,5,37,None,37,119,37,18,80,84
Q92953,34,34,21,21,34,131,131,55,131,55,131,55,54
Q96KT0,1,1,1,1,None,1,None,1,1,1,None,1,None
Q96KN8,18,18,18,18,18,18,None,37,54,54,112,54,54
O15075,34,54,34,112,55,54,84,80,58,119,131,131,112
P28347,34,55,58,55,34,55,80,80,58,58,80,58,58
P26717,5,1,12,18,5,54,None,22,58,22,54,55,112
Q9UBP8,5,5,5,5,None,5,None,5,5,5,None,5,5
Q7Z388,34,34,34,34,34,34,37,112,112,112,112,58,112
P45378,27,54,34,27,34,54,36,54,54,54,54,36,54
Q66K79,27,34,34,27,34,34,34,112,112,112,131,124,131
P62495,131,124,124,124,124,124,124,124,131,124,124,131,131
Q9BUG6,5,5,5,54,5,5,None,18,18,18,80,54,55
Q9UNX3,5,1,124,None,18,124,124,124,124,124,124,124,124
ENSP00000318395,None,None,None,None,None,None,None,None,None,None,None,1,None
Q6BEB4,34,34,34,80,37,80,55,54,80,55,80,55,55
Q8N6I4,37,37,37,37,37,37,37,37,37,37,37,34,37
Q96AG3,55,55,55,55,55,55,55,55,80,55,55,55,112
Q86XJ1,54,34,22,22,37,34,34,58,55,55,55,55,112
Q6WRX3,21,21,18,21,21,21,55,55,55,58,58,55,55
Q8NC56,26,80,26,54,26,26,26,54,26,55,54,55,26
ENSP00000415912,None,None,None,None,None,None,None,None,None,None,None,54,55
Q8TE59,26,112,37,26,26,26,55,37,37,55,55,55,55
P50549,34,37,37,34,55,36,55,55,37,55,55,54,37
Q99943,131,131,131,131,131,131,131,131,131,131,131,131,131
Q8IX18,37,37,37,37,37,37,37,131,131,131,131,131,131
Q9NV39,1,1,1,1,1,1,None,1,1,1,37,1,None
P0CG34,26,5,None,None,26,26,None,12,26,34,36,55,54
Q9Y2I1,84,84,27,27,54,112,112,119,27,112,119,80,27
ENSP00000383875,None,None,None,None,None,None,None,None,None,None,None,112,112
O43681,131,131,131,131,119,131,131,131,119,131,131,131,131
Q7RTY9,18,18,5,5,18,18,None,21,131,55,18,55,55
O15504,80,80,37,54,80,80,36,37,80,112,112,55,80
Q9UBT3,22,22,22,21,18,22,None,37,37,37,34,37,55
Q07687,34,34,34,34,34,34,34,55,54,54,80,112,112
Q13425,34,34,54,54,34,54,55,55,54,55,58,55,54
Q5T6R2,1,1,1,1,1,1,None,1,1,1,119,80,None
P58743,34,34,54,37,34,131,54,131,131,55,131,131,131
O00506,34,80,36,119,34,112,112,119,112,119,131,131,119
Q17RF5,21,21,21,21,None,21,None,21,21,21,None,18,18
Q8WUD6,27,27,34,34,26,119,112,119,119,119,119,119,112
Q8TBF2,37,37,37,112,None,112,112,112,112,112,None,112,112
O60290,34,22,22,22,37,55,54,54,54,26,37,112,112
P04438,1,1,None,None,None,1,None,27,1,27,34,34,34
Q9UGF7,None,None,18,None,None,18,None,27,37,27,None,27,27
Q9NPJ8,34,34,84,26,80,119,84,84,80,84,119,119,119
Q6U736,34,37,37,55,37,37,37,37,37,55,55,55,54
Q8N118,18,18,18,80,21,131,112,131,131,112,131,84,131
Q96RP3,18,18,18,18,18,18,None,18,18,18,18,18,18
Q9UPZ6,34,37,37,34,34,54,54,54,54,58,112,55,55
Q4W4Y0,34,34,34,34,None,34,34,34,34,34,None,34,34
Q9UKZ4,34,34,34,34,131,131,119,58,58,55,131,54,58
P06703,26,26,26,26,26,26,26,26,26,34,112,36,84
Q8N3Y3,18,18,58,18,22,112,112,84,58,112,112,112,84
Q96B36,54,34,34,34,55,55,34,34,34,34,55,34,54
Q6PK18,112,55,55,55,112,112,55,55,55,55,112,55,55
Q6P387,34,22,22,22,None,22,None,22,34,22,None,22,22
Q8NHU2,119,119,119,119,119,119,119,119,119,119,119,58,119
Q68CP4,131,131,34,84,131,131,131,131,131,131,131,131,112
P25391,34,54,34,36,34,54,112,54,54,None,55,84,119
Q9H5I5,34,54,54,84,34,54,119,119,112,119,119,55,54
Q13459,34,34,34,54,54,34,112,55,54,None,119,80,112
Q03923,5,5,18,5,5,18,None,5,119,5,58,80,84
Q14542,34,80,34,34,34,119,34,119,80,112,119,119,119
P63151,34,34,119,34,34,119,119,119,119,119,119,119,119
O95389,34,34,34,34,34,34,34,34,54,54,54,54,54
Q6ZV50,12,12,55,55,21,21,None,80,12,26,80,80,80
Q5T2T1,34,58,54,54,58,55,58,58,58,None,58,131,112
Q9NV66,131,119,112,112,124,124,124,124,112,124,124,124,124
Q6NUT3,131,112,112,112,112,112,112,112,112,112,112,131,112
O43511,34,34,34,80,34,34,34,131,131,55,131,131,131
Q9Y231,34,34,55,112,34,112,34,112,112,112,112,112,112
Q9Y5J1,119,119,112,112,119,119,119,119,119,119,119,131,131
Q5T870,26,18,18,55,18,26,None,18,26,26,55,54,84
Q8IV08,54,131,84,55,131,84,55,84,119,112,131,84,112
Q6ZUB1,18,18,18,5,5,18,None,18,5,18,21,18,18
P11049,27,27,27,37,27,27,None,54,84,55,119,55,54
Q09472,26,58,34,54,112,112,112,112,112,119,112,112,55
Q9P2K3,34,55,34,34,112,55,54,58,80,58,112,55,80
Q6QNY1,112,55,55,112,131,112,84,55,112,55,131,84,112
O60268,54,54,34,34,54,55,54,54,54,54,54,55,54
Q86YF9,34,119,34,34,55,119,119,58,58,58,55,119,119
Q8IU57,26,26,21,21,26,26,None,26,26,26,37,26,37
O00192,34,112,36,34,34,119,55,55,55,55,55,55,84
Q2L6G1,None,None,21,None,21,None,34,18,18,22,34,None,34
Q86TU7,112,112,55,112,84,112,84,112,112,112,119,84,112
Q8TAP9,34,34,34,34,34,34,34,34,34,54,34,34,27
Q8N4Q1,112,55,55,55,112,112,112,112,112,112,112,80,112
O60308,119,119,119,112,119,119,119,119,119,119,119,119,119
Q92539,34,119,34,27,34,119,119,119,112,119,112,112,112
Q9UBS9,112,112,34,54,119,119,119,119,112,119,119,80,54
O75446,27,27,55,27,27,84,27,55,55,84,112,55,112
Q9BTP6,22,5,22,22,None,22,None,22,22,22,None,22,21
P38117,131,131,131,131,131,131,131,131,131,131,131,131,131
Q6UWL2,54,34,27,34,34,34,34,34,27,34,34,54,55
A5PL33,18,18,18,131,18,18,None,18,18,18,18,18,18
A6NM11,None,None,5,None,5,18,None,21,21,26,21,26,131
Q16576,27,26,119,27,27,119,119,119,119,119,119,131,131
Q96GE6,37,37,54,54,37,37,37,37,131,119,119,84,55
Q9GZP8,12,12,18,18,112,12,None,5,12,18,112,12,12
Q13562,34,34,34,34,54,54,54,54,54,55,55,55,34
P52657,112,112,112,112,112,112,112,112,112,112,112,112,112
O60902,34,54,34,34,55,112,34,54,37,54,119,112,55
O14639,34,54,34,54,54,112,55,55,54,119,54,119,55
Q9Y689,34,34,119,34,34,119,34,112,112,124,131,119,119
Q13907,34,112,119,119,131,131,131,131,131,131,131,131,131
P05496,26,80,22,55,21,119,None,119,119,131,131,112,119
Q2VPA4,26,22,37,55,None,26,None,36,58,55,80,54,84
Q9Y6J9,55,55,37,37,119,119,119,119,119,112,119,119,119
Q8NHW3,34,54,34,34,34,34,54,55,58,55,55,55,37
P01764,5,26,34,None,22,34,34,34,34,26,34,34,34
P49863,18,18,18,34,26,34,None,34,131,34,55,55,55
Q1A5X7,1,1,1,None,1,1,None,1,1,54,55,34,None
O43325,84,37,37,37,119,119,119,112,84,119,119,119,119
O95631,54,55,55,55,55,55,34,55,55,None,55,55,55
Q96DT0,22,22,22,22,22,22,None,54,22,54,112,54,54
O60427,58,58,112,112,26,119,112,119,131,131,131,131,131
P40238,34,34,27,34,34,34,34,34,34,34,34,34,54
P04271,34,34,34,34,34,34,34,34,34,34,112,36,84
Q9BQE5,5,5,34,5,18,12,None,18,55,34,54,34,34
Q92574,80,80,54,54,80,55,55,55,80,80,80,55,54
Q7Z6M2,54,54,34,54,54,54,54,54,54,54,54,54,54
P43630,None,None,5,None,None,None,None,18,26,26,18,34,54
X6R8D5,26,26,26,26,None,55,26,26,26,55,None,26,26
A4D193,None,None,None,None,None,5,None,5,None,5,None,None,None
O43240,22,18,22,22,54,22,None,18,131,131,112,55,80
Q96PN7,27,84,27,27,54,54,54,54,36,54,112,54,27
Q9NWM0,54,112,54,131,34,131,112,112,112,131,131,131,131
Q13868,124,119,119,124,119,124,119,124,119,119,124,124,124
Q6IAA8,84,55,55,55,55,55,55,55,55,55,55,55,55
