,FractionLDOs
Q9NVM4,0.1111111111111111
Q2M3G0,0.6666666666666666
Q6UDR6,0.18181818181818182
Q9HBJ7,0.5
O75154,1.0
A6NJR5,1.0
O95747,0.875
O95744,0.8333333333333334
Q9H609,1.0
P01834,0.625
O95741,0.4
Q96GN5,0.0
Q8NH02,1.0
O95749,1.0
Q8NE35,0.375
Q8NE31,0.14285714285714285
Q8NHW3,0.2
P05067,0.0
Q68DD2,0.25
P05062,0.42857142857142855
P55073,0.3333333333333333
P11844,0.375
Q9C0K7,1.0
Q9C0K0,0.25
Q9C0K1,1.0
Q9C0K3,0.3333333333333333
Q9UBL9,0.2
Q96J77,0.2222222222222222
Q6UXN7,0.25
Q9UBL0,0.0
Q6UXN9,1.0
A6NHT5,0.0
Q9UBL6,0.2857142857142857
Q13823,0.3333333333333333
Q13822,0.3333333333333333
Q13825,0.3333333333333333
Q13829,0.8888888888888888
P56545,0.6
Q9H2J4,0.0
Q8TD94,0.0
Q9H2J7,0.2
Q96JB6,0.2
O95336,1.0
Q9UQ16,0.2
Q7L273,0.0
A6XGL0,1.0
Q15172,0.4
O15243,0.0
Q86W11,1.0
Q86W10,0.8888888888888888
O15247,0.42857142857142855
O15245,0.6666666666666666
O15244,0.7142857142857143
Q96QZ7,1.0
Q9NXS2,0.2
Q9Y618,0.0
P29475,1.0
Q9Y616,0.9090909090909091
Q53G44,0.0
Q9Y615,1.0
Q9Y613,0.8
Q08752,0.875
Q01105,0.4
Q7RTT9,0.25
Q01101,0.0
Q7RTT4,0.09090909090909091
Q7RTT5,0.16666666666666666
Q7RTT6,0.16666666666666666
Q7RTT3,0.2
P60201,0.8571428571428571
Q9UIA9,0.75
P18669,0.75
Q9UIA0,0.6
Q9P227,0.25
P51841,0.5
P51843,0.3333333333333333
P0C7H9,1.0
Q4G0N8,0.25
Q9H3L0,0.2
Q08289,1.0
Q969J2,1.0
O43924,1.0
O43927,0.5
Q8NGX9,0.625
O43921,0.3
P02751,0.9
Q9Y6D6,0.8333333333333334
Q9BZD4,1.0
Q9BZD6,0.0
O43929,0.5454545454545454
Q9BZD2,0.625
P01225,0.5555555555555556
Q01362,0.2222222222222222
P01222,0.5
P01229,0.4444444444444444
P10072,1.0
P10073,1.0
P10070,1.0
Q6ZUI0,0.6
Q9H1R3,1.0
Q9H1R2,0.6
P10074,1.0
P10075,0.8888888888888888
Q8NFP4,1.0
Q8NFP7,0.0
Q6EMK4,1.0
Q9H999,0.16666666666666666
Q8NFP9,0.0
P27694,0.0
Q8NGT0,1.0
O14815,0.8333333333333334
A8MYU2,0.16666666666666666
Q7LGC8,0.16666666666666666
Q8IVB4,0.6666666666666666
A4FU49,0.9090909090909091
P41208,0.5
Q9UHE8,0.0
P10600,0.6
Q9UHE5,0.25
P14060,1.0
P35443,0.75
Q9H190,0.6666666666666666
Q86VX2,1.0
Q5NUL3,0.9
Q86VX9,0.0
Q9P1P5,1.0
Q15842,0.2857142857142857
P23368,0.0
Q6ZV50,0.75
Q96I13,0.75
P31513,0.4
Q9HAS3,0.25
Q9UPC5,0.8333333333333334
Q9UEE5,1.0
O75173,0.8888888888888888
Q9H223,0.4
O75177,0.16666666666666666
Q9H227,0.75
Q9H228,0.75
Q5VZM2,0.5
O75179,1.0
P06870,0.4444444444444444
Q658K8,0.0
Q9BWT1,0.0
Q9BWT3,0.4
P11215,0.1111111111111111
P01704,1.0
P11217,0.5
P11216,0.0
Q8NEP7,0.8
O60397,0.0
P01705,1.0
O60391,0.4444444444444444
Q8NEP3,1.0
O60393,0.6
Q8N146,0.7142857142857143
Q96T68,0.0
Q8N144,0.5555555555555556
Q8N145,0.8
Q8N142,0.4
Q8N143,1.0
Q8N140,0.25
Q8N141,1.0
Q96P88,0.16666666666666666
Q15773,0.0
Q15772,1.0
Q15777,0.0
Q15776,1.0
Q8WUA8,1.0
Q6ZSI9,0.8571428571428571
Q9H814,1.0
Q8WUA7,0.3333333333333333
O15409,0.4
Q99523,0.375
Q99525,0.8
O15400,0.9166666666666666
O15403,0.5555555555555556
O15405,0.0
Q5F1R6,0.5
Q9UG22,0.3333333333333333
Q8N3V7,0.8333333333333334
Q96RR4,0.8
Q6PL18,0.5
Q4VC05,0.5714285714285714
Q9NYT0,0.0
Q5KSL6,0.4444444444444444
Q9NYT6,0.5454545454545454
P59045,0.625
P40337,0.0
Q96DS6,0.1111111111111111
Q9UJU2,0.3333333333333333
Q9UJU3,0.5454545454545454
P59047,0.7142857142857143
P50416,0.0
Q8NDV1,0.6363636363636364
Q8NDV3,0.8333333333333334
Q8NDV2,0.3333333333333333
Q8NDV7,0.4
Q99929,0.3333333333333333
P08048,1.0
Q8IUL8,0.42857142857142855
Q9NX09,0.5714285714285714
Q9NS75,1.0
Q9NX05,0.5
Q9NX02,0.6666666666666666
Q9NS71,0.9
Q9NS73,0.0
Q58WW2,0.3333333333333333
Q16880,0.16666666666666666
Q16881,1.0
Q4VX76,0.875
Q1W4C9,0.5
P33897,0.875
Q7L7X3,1.0
Q2PZI1,0.25
Q8WZA1,0.0
Q8WZA2,0.4444444444444444
Q9HD26,0.6666666666666666
P62424,0.8
P48549,0.16666666666666666
Q6TFL3,1.0
Q9HD20,0.9
O43520,0.4
Q9H6S3,0.5714285714285714
P48547,0.625
P48546,0.3333333333333333
P48544,0.16666666666666666
Q01954,0.0
Q9UJV3,1.0
Q9NZJ9,0.2
O14753,1.0
P16452,0.6666666666666666
O43525,0.3333333333333333
Q9NZJ0,0.0
Q01959,0.6
Q9NZJ5,1.0
Q6XYQ8,0.0
A6NNY8,0.5
O96020,0.75
Q96ID5,0.9
O43526,0.5
P10586,0.6666666666666666
A1A5C7,0.8
Q2TBA0,0.0
P10589,0.5714285714285714
P56159,0.125
A6PVY3,0.0
Q9Y281,0.5
Q8NCK7,0.42857142857142855
Q9Y282,0.5
Q9Y285,0.3333333333333333
Q9Y287,0.375
Q9Y286,1.0
Q9Y289,1.0
P34810,0.5714285714285714
Q8IW03,0.5555555555555556
P15622,1.0
P55283,0.9090909090909091
Q96N46,1.0
Q5FYA8,1.0
P55287,0.9090909090909091
Q96C10,0.5
Q9ULG1,0.7777777777777778
P15313,0.5
P55289,0.9090909090909091
Q96C19,0.36363636363636365
P0C2W7,0.0
Q6P5Q4,0.0
Q9Y2W1,0.0
O60551,0.25
O60806,0.4
Q8TDZ2,0.3333333333333333
Q9Y2W7,0.7
O60809,0.2
A6PVI3,0.8333333333333334
Q96SZ4,0.5
Q495M9,0.9090909090909091
A8MWY0,0.375
Q8N4F0,0.875
Q495M3,1.0
P50990,0.6666666666666666
Q96NI6,1.0
Q9P0M4,0.2857142857142857
Q6NXR0,0.16666666666666666
Q9Y426,0.0
Q5TZJ5,1.0
Q8NBK3,1.0
Q5VU43,1.0
O75417,0.2
P05026,0.5
Q9NVV9,0.0
O00451,0.25
Q8IVH8,1.0
Q9NVV0,0.6666666666666666
Q9NVV4,0.6666666666666666
Q9NVV5,0.25
Q8N2M4,0.2857142857142857
Q96S15,1.0
P55822,0.1111111111111111
Q6PXP3,0.8571428571428571
Q6DN90,0.0
O00519,0.0
P17661,0.9
O43506,0.7142857142857143
O95292,0.0
O95294,0.0
Q8NGC8,0.3
P01031,0.375
P01033,0.2857142857142857
P01034,0.3333333333333333
P01036,0.16666666666666666
P01037,0.2857142857142857
Q8TCD6,0.3333333333333333
Q8TCD5,0.16666666666666666
Q6IPT4,0.5714285714285714
P08047,0.4444444444444444
Q8IYK8,1.0
Q9H503,1.0
Q9Y4E8,1.0
Q9BYG4,0.8333333333333334
P01912,1.0
Q8IVE3,0.0
Q8TE77,0.42857142857142855
Q8TE76,0.3333333333333333
Q8TE73,0.25
Q99062,1.0
Q8N448,0.3
Q8N443,0.75
Q9P1Y5,0.5
Q96R72,0.1
Q86U06,1.0
P46063,0.0
P46060,0.0
Q86T13,0.0
Q96FS4,0.5555555555555556
Q8WVE7,0.0
Q6AI12,0.5
Q9BSK4,0.9
P42765,1.0
O94968,0.5
P48304,0.1111111111111111
P48307,0.6363636363636364
Q9NPH9,0.0
Q9NPH6,0.8333333333333334
Q9NPH5,0.25
Q9NPH3,0.8181818181818182
Q9NPH0,0.5
O94966,0.6666666666666666
Q5JR98,0.0
Q8TC17,1.0
Q96JM7,0.7142857142857143
P18124,0.0
Q96JM2,0.875
P15407,0.4444444444444444
Q9UI15,0.42857142857142855
Q9UI17,1.0
Q16236,0.25
Q9UI10,1.0
Q6UWR7,0.1
Q8IWY8,1.0
Q8NEM8,0.0
Q9HCP6,0.3
Q8IWY4,0.5714285714285714
Q9HCP0,0.6666666666666666
O43680,0.2222222222222222
P07864,1.0
Q6NUN0,0.8
O43683,1.0
Q8N6Q3,0.5714285714285714
O43688,0.5
Q5JTJ3,0.8
A6NFQ2,0.0
O75553,1.0
Q4G0S4,0.9
Q3L8U1,0.7777777777777778
A2VCK2,0.5
P60763,0.0
Q14012,0.5714285714285714
Q14011,1.0
Q9H3W5,1.0
Q9HBH9,1.0
Q8NEM2,0.5
P19237,0.4
P19235,1.0
Q9ULD8,0.75
Q8NCT1,0.0
Q9HA65,0.42857142857142855
Q8NCT3,0.5555555555555556
A6NLJ0,0.0
Q9GZS3,1.0
P51532,1.0
O14925,0.0
O14924,0.0
O14926,0.3333333333333333
O14921,0.2
Q9GZS9,0.2857142857142857
Q9ULZ3,0.0
Q9ULZ2,0.4
Q96FJ0,0.5
O75891,0.0
Q9ULZ9,0.5714285714285714
Q6PEW1,0.375
Q7Z7E8,0.16666666666666666
O60234,0.6
O60235,0.8
Q8IZK6,0.0
Q60I27,0.5
Q6MZM0,0.0
Q9NT99,1.0
Q9Y2J8,0.2
P80297,0.3333333333333333
P80294,0.25
B1ANY3,0.4
Q9Y2J2,1.0
Q9Y2J0,0.9
Q96G75,1.0
Q96MS3,0.0
Q96MS0,1.0
O75899,0.5
Q8N1Q1,0.5555555555555556
Q9UHX3,0.75
Q6PIY7,0.2
Q15699,0.2222222222222222
P31512,1.0
P43116,0.5714285714285714
Q15691,0.5
Q15696,0.7142857142857143
Q15697,1.0
Q15695,0.7142857142857143
Q5TGS1,0.0
P11150,0.0
P51151,1.0
Q6V1P9,0.8571428571428571
P22891,0.09090909090909091
Q8TBC3,0.5714285714285714
P22894,0.375
P22897,0.0
Q15526,0.0
Q15527,0.125
P61565,0.0
P61566,0.0
P61567,0.5
P20941,0.9090909090909091
Q63HN1,1.0
Q6UY09,1.0
Q13591,0.08333333333333333
P01859,1.0
Q8WWB5,0.2
P23942,0.4
Q6UY01,0.36363636363636365
P13807,0.4
P01850,0.6666666666666666
P13805,0.5714285714285714
P01857,0.75
Q9BY14,0.0
Q5TDH0,0.0
Q9BY11,1.0
Q8NHU0,0.3333333333333333
Q8NHU2,1.0
Q8NHU3,0.3333333333333333
Q9BY19,0.2727272727272727
Q8NHU6,1.0
P05000,0.4
Q9UBN1,0.375
Q9UBN7,0.0
Q9UBN6,1.0
Q9UBN4,0.5714285714285714
Q8WTS1,1.0
Q86YF9,1.0
Q16394,0.3333333333333333
O60765,1.0
Q96BN6,0.42857142857142855
O00219,0.0
P62714,0.0
P55347,0.3333333333333333
O00213,0.3333333333333333
P15515,0.0
Q6UXL0,0.3
O95371,1.0
Q96BN8,0.0
Q7Z3Y8,1.0
Q7Z3Y9,1.0
P48681,1.0
Q9H2L5,0.25
Q7Z3Y7,1.0
Q9NV35,1.0
Q5H9I0,0.0
Q9NQ40,0.25
Q9NV31,0.2
Q9BYL1,0.2857142857142857
A6NHM9,0.375
Q3C1V8,0.09090909090909091
Q9UMX3,0.0
Q3C1V0,0.2727272727272727
P31025,0.5555555555555556
P18463,1.0
Q6EEV6,0.5
Q9UMX5,0.7777777777777778
Q9BV68,0.7272727272727273
Q9C056,0.8571428571428571
Q9Y639,0.875
Q86XN8,0.2
Q12974,0.7777777777777778
Q86XN6,0.4
Q12972,0.0
P29323,1.0
P29320,1.0
P39059,0.0
Q8N6L0,1.0
P62834,0.75
P28329,0.2857142857142857
Q01167,0.25
Q14584,1.0
P28325,0.2857142857142857
Q5U5Z8,0.2
Q56VL3,0.375
P09238,0.375
P09237,0.16666666666666666
P04350,0.4
P51828,0.0
Q9BZZ2,1.0
Q08554,0.9090909090909091
P08100,0.8571428571428571
P0C7N1,0.75
A8MTY0,0.5
P08729,0.0
Q9Y6F8,1.0
Q8TAC9,0.5
O43909,0.5
O43908,0.25
P08727,1.0
O43900,0.5555555555555556
Q9GZN1,1.0
Q9UKY1,0.42857142857142855
Q9GZN2,0.1
O95970,0.8
Q9GZN6,0.2857142857142857
Q96QR1,0.6666666666666666
Q9BQS7,0.25
Q86TD4,1.0
Q9NRW4,0.5714285714285714
Q9NRW7,1.0
Q9NRW1,1.0
P21462,0.8
Q6P1L8,0.6
Q6P1L6,1.0
Q6P1L5,0.0
Q8NFR3,0.8333333333333334
Q0VAK6,0.09090909090909091
Q07869,0.3333333333333333
P32942,0.9090909090909091
Q9H7Z6,0.3333333333333333
O75995,0.0
O75762,1.0
Q92572,0.25
Q86VZ5,0.42857142857142855
O43790,0.8888888888888888
Q86VZ1,1.0
P62854,0.0
P42680,0.75
P42681,0.8571428571428571
Q9HAU4,0.8571428571428571
P42685,0.4444444444444444
P08185,0.6666666666666666
Q6IQ55,0.2
P08183,1.0
P07910,0.0
Q9H4W6,0.25
A6NCF5,0.0
A6NCF6,0.4
Q8N831,0.4
O75764,0.4
Q8N782,1.0
Q9Y473,0.5
Q7LBE3,0.75
Q02846,0.8333333333333334
Q96HD9,0.3333333333333333
Q5W0U4,0.8
P26232,0.36363636363636365
Q14469,0.5
Q13203,0.625
Q17R55,0.3333333333333333
Q9Y3R4,0.8
Q9Y3R5,0.5
Q13207,0.6666666666666666
Q13206,0.8888888888888888
Q9Y3R0,0.5
O75197,0.6666666666666666
O75191,0.625
O75190,0.8888888888888888
Q9H244,1.0
O75192,0.0
Q5IJ48,1.0
P11233,0.7777777777777778
Q8NER1,0.3333333333333333
Q9BWV1,1.0
P11230,0.6666666666666666
Q9BWV7,0.14285714285714285
P63000,0.0
P11234,0.7777777777777778
Q8N162,0.6666666666666666
Q8N163,0.75
P51800,0.4444444444444444
P07988,0.5555555555555556
Q92887,0.3
Q15759,1.0
Q15758,0.25
Q15750,0.0
Q9BQD7,0.0
Q86X67,0.5
O15427,0.6
Q86X60,0.4
Q9BQD1,0.0
A1L4L8,0.3333333333333333
P23771,0.16666666666666666
P59923,1.0
P14406,0.1111111111111111
Q9NYJ7,0.5555555555555556
Q99542,0.5
Q99543,0.5
Q99541,0.125
Q9NYJ8,0.25
Q9UEG4,0.5
Q96RP8,0.5
Q06033,0.625
Q8N3T6,0.4
Q96RP7,0.5
Q8N3T1,0.0
Q8IXF0,1.0
P01040,0.25
Q8TAA5,0.6
A7E2S9,1.0
Q8NDT2,0.0
O00178,0.6
A6NKB5,0.14285714285714285
P07320,1.0
Q02153,0.1
Q9NX24,0.7142857142857143
Q96DU7,0.1
Q02156,1.0
Q5SZQ8,1.0
P55199,0.4
P23276,0.625
A6NH52,0.25
A6NE82,0.75
A6NH57,0.875
Q03405,0.0
Q03154,1.0
P10619,0.1
P13497,0.6666666666666666
Q03403,0.14285714285714285
Q9NZH4,0.42857142857142855
Q9NZH5,0.5
Q9NZH6,0.8888888888888888
Q9NZH7,0.9
P16471,0.6666666666666666
Q8NI60,0.4
Q14802,0.0
Q9NZH8,0.8888888888888888
Q14807,1.0
O14770,0.0
O14771,1.0
O14772,0.2
P15260,0.5714285714285714
Q8N5Z5,0.4444444444444444
P0CI01,1.0
Q7L4S7,0.5555555555555556
P62068,0.2
Q96L03,0.0
Q86V86,1.0
Q9UJW0,0.0
F5H094,0.3
Q9UJW3,0.5
P50479,0.75
Q9UJW8,0.5
Q5T197,1.0
Q9NUN7,0.0
Q5JVG2,0.5
Q8NCI6,0.6666666666666666
P37288,0.125
Q6ICG8,0.6666666666666666
Q658Y4,0.0
Q3SXM0,0.25
Q16853,0.42857142857142855
Q9ULE0,0.6
A4D1S0,1.0
Q9ULE3,0.5
Q96C36,0.3333333333333333
Q9UGP4,0.375
Q149M9,0.8571428571428571
Q9P2Q2,0.5
O95045,0.0
Q71RG4,0.16666666666666666
P51124,0.8888888888888888
Q9BTT6,0.875
Q71U36,0.0
O60829,0.0
B2RPK0,0.4
Q9Y2Q0,0.0
Q9Y2Q1,0.4
Q59GN2,0.4
P17706,0.25
Q8N8V4,0.9
Q8N8V2,0.5
Q9P0K9,0.2222222222222222
Q9P0K8,0.4
P13637,1.0
P13631,0.25
Q8NGJ3,0.625
Q9P0K1,0.6666666666666666
Q96EY5,0.6666666666666666
P18850,0.2
Q96EY1,0.6666666666666666
Q6IQ26,0.0
Q6IQ22,1.0
Q6IQ21,1.0
P78417,1.0
Q8WXE0,1.0
O60884,0.875
Q5XG92,0.0
Q8IY67,0.9
Q5BKY1,0.875
P20142,0.6666666666666666
Q96K75,1.0
Q9C0D9,0.5
Q9UM47,0.5555555555555556
Q9UM44,0.9166666666666666
P28799,0.6666666666666666
Q96S37,0.875
P55809,0.2
Q15035,0.36363636363636365
O00533,1.0
Q86V97,0.1111111111111111
O15164,0.3333333333333333
O15165,0.0
O15162,0.25
P55042,0.8
O15160,0.6
Q5XG99,0.6666666666666666
Q9P0W2,1.0
O15169,0.0
Q8TE57,0.0
Q8TE56,0.1111111111111111
Q8TE54,0.75
P62324,0.2
P08069,1.0
Q8NGM9,0.7142857142857143
Q9P2Y4,1.0
Q9Y4K4,1.0
Q6IPR1,0.25
Q6P087,0.9
Q9BXM0,1.0
Q8TE59,0.5714285714285714
Q8TE58,0.3333333333333333
Q96R54,0.7142857142857143
Q2M2D7,1.0
Q5JPE7,0.25
P32881,0.5714285714285714
Q9NQ33,0.6
P62993,0.5
O60779,0.2
P62995,0.2
Q5VV63,0.6
Q5VUJ5,1.0
Q92743,0.5
Q5VUJ6,0.8888888888888888
Q92747,0.4166666666666667
Q92748,0.5555555555555556
Q5VUJ9,0.0
Q9NPJ8,0.7777777777777778
Q99956,0.6
Q8TC36,0.5
Q99952,0.3333333333333333
Q9NPJ4,0.0
Q99958,0.7
Q9BSA4,0.6666666666666666
Q04656,0.2
Q9UI33,0.25
Q9UI32,0.2
Q8IWV7,0.0
Q9NQ39,0.5
P43699,0.09090909090909091
Q9UI38,0.875
Q6UWP7,1.0
Q96JK4,0.3333333333333333
Q9UGF6,1.0
Q6NT04,0.1111111111111111
Q6UWP8,0.0
Q7Z6K1,0.3
Q14258,1.0
O75695,0.0
P0C5Y9,0.0
Q14254,1.0
Q14257,0.0
Q8IU89,0.7142857142857143
Q02388,0.8
P27338,1.0
Q6WBX8,0.16666666666666666
Q8IU81,0.3333333333333333
Q8IU80,0.8
A6NK97,0.75
Q8IU85,0.6666666666666666
O14529,0.0
Q5R3K3,0.3333333333333333
Q8N6S4,0.42857142857142855
Q5TH74,0.3333333333333333
Q68CP9,1.0
Q9H3U5,1.0
Q9H3U7,0.75
Q6UUV7,0.16666666666666666
Q9H3U1,0.2
Q5VVH2,0.0
Q96LU5,0.16666666666666666
Q6UUV9,0.0
O14786,0.625
Q92952,0.3333333333333333
Q14789,1.0
Q8IY57,0.5
Q8IY51,0.1111111111111111
O43374,0.0
O14905,0.4
O14904,0.25
Q9NUQ8,0.5
Q9NUQ9,0.25
O14901,0.0
Q5TIE3,0.6666666666666666
Q9NUQ7,0.0
Q13330,0.25
O43379,1.0
Q9NUQ2,1.0
O14908,1.0
P41439,0.6666666666666666
P51692,0.0
Q9GZQ4,0.75
Q9GZQ6,0.4
Q9GZQ8,0.0
P15090,0.6
A6NKP2,1.0
O75037,1.0
Q9ULX9,0.14285714285714285
P49459,0.0
Q9Y6W3,0.8
O75030,0.0
Q9ULX7,0.5555555555555556
Q9ULX6,1.0
O75038,0.6666666666666666
Q86Y82,0.9166666666666666
Q8IZI9,0.1111111111111111
O60216,0.0
O60218,0.2
Q99961,0.3333333333333333
Q9BRZ2,0.3333333333333333
A6ND48,0.7142857142857143
A6NIJ9,1.0
Q9UNF1,0.4
Q9UNF0,1.0
A6NIJ5,1.0
P15309,0.6666666666666666
Q13410,0.9166666666666666
Q7Z2W4,0.0
Q13418,0.8888888888888888
P14410,0.3333333333333333
P11171,1.0
Q9HAH1,1.0
P14415,0.8571428571428571
P14416,0.75
P63218,0.875
Q9NZP8,0.8571428571428571
P20963,0.5
P01876,1.0
Q8N1E6,0.6363636363636364
P01871,1.0
Q68J44,0.5
Q2T9L4,0.0
Q96GS6,1.0
Q8NHS2,0.625
Q8NHS3,0.8888888888888888
Q8NHS0,0.9
Q13574,0.4444444444444444
Q13576,1.0
Q5JW98,0.5
O95704,0.5
P47872,0.3333333333333333
Q8NE79,1.0
P47871,0.4
Q5T6C5,0.2
Q5T764,1.0
Q8NE71,0.75
Q9BWM7,0.3333333333333333
Q9BWM5,1.0
Q6UXR4,0.6666666666666666
Q3MIX3,1.0
O00230,0.0
Q9UKB3,1.0
P05023,1.0
O00238,0.9090909090909091
P31431,0.5714285714285714
A8MYJ7,0.6363636363636364
Q9P035,0.6
P01911,0.6666666666666666
P55327,0.2
P48668,1.0
P48664,0.5714285714285714
Q9UMW8,0.875
P21980,0.5714285714285714
Q9BYJ1,0.625
Q6IEE7,0.5
Q9BYJ4,0.375
Q9BYJ9,0.0
Q5H9K5,0.5454545454545454
O60487,0.0
Q96AP7,0.8888888888888888
P30838,1.0
F8WBV3,1.0
P18509,1.0
Q4ZJI4,0.7777777777777778
P18440,0.2
Q6UWW0,0.3333333333333333
Q92949,0.16666666666666666
O95379,0.5
Q6ZVM7,0.0
O95373,1.0
O95372,0.0
Q9UQ53,0.5
Q9UQ52,1.0
O95377,0.6
O95376,0.42857142857142855
Q9UPZ9,0.8571428571428571
Q9BV40,0.0
Q9Y653,0.36363636363636365
Q9Y651,0.4
Q6XE24,1.0
Q9BV47,0.42857142857142855
Q86UD3,0.5
Q86UD7,1.0
Q86UD4,1.0
Q86UD5,0.7777777777777778
Q9C073,0.5714285714285714
Q9C075,1.0
Q6WRX3,0.6666666666666666
Q12951,0.5714285714285714
Q5TEA6,0.6
Q12955,1.0
Q01638,0.8
Q8N6N2,0.6666666666666666
Q8N6N7,0.8571428571428571
P25874,0.5
Q3ZCX4,0.5
P51805,0.25
Q92886,0.5
P0C7L1,0.2
Q86WV1,0.0
P09210,1.0
P09211,1.0
P51808,1.0
P51809,1.0
Q16270,1.0
Q9Y6X5,0.1111111111111111
Q9Y6X4,0.6
Q9BZX2,1.0
P11836,0.3
Q9Y6X1,0.3333333333333333
Q8TAA1,0.6666666666666666
Q9Y6X2,0.0
Q9Y6X9,0.6
Q9Y6X8,0.3333333333333333
B5MD39,0.75
Q3SXM5,1.0
P02792,0.3333333333333333
P02794,0.0
P02795,0.0
P46098,0.7
P04083,0.5
P04080,0.4
P53778,1.0
P53779,0.7777777777777778
P04085,0.0
Q9UKW4,0.625
Q9P2R3,1.0
P46459,0.8
P35613,0.8571428571428571
P35612,0.2857142857142857
P35611,0.0
Q9H1V8,0.3333333333333333
P42768,0.5
P00797,0.5
Q86TJ5,1.0
Q9Y227,0.8333333333333334
P0C870,0.3333333333333333
P35348,0.7142857142857143
Q6YHK3,0.2857142857142857
Q86TJ2,0.25
O76094,0.4166666666666667
O76096,0.3333333333333333
O76090,0.5
O76093,1.0
Q6P1N0,0.3333333333333333
Q8NFT2,0.0
Q9NRU3,0.2857142857142857
Q8NFT6,0.0
P27658,0.4444444444444444
Q92556,0.0
Q7L8A9,0.0
Q92551,0.0
Q5JT25,1.0
Q92558,0.0
P27348,0.6
O00750,0.7
Q9NRZ7,1.0
Q5JSJ4,0.2857142857142857
Q9HAW8,0.0
Q9HAW9,0.0
Q9HAW7,0.25
P30837,0.0
Q14155,0.6666666666666666
P28161,1.0
Q8N819,0.125
P49257,0.5
Q96SC8,0.0
Q6PJG9,1.0
Q495V5,1.0
Q7LBC6,0.0
Q9UPG8,0.8181818181818182
Q9H267,0.8571428571428571
Q14444,0.0
Q8WU68,0.7142857142857143
Q8WU67,0.6
Q14449,0.0
Q8NGA8,0.75
P25490,0.6666666666666666
P63027,0.6666666666666666
P14625,0.75
O15525,0.16666666666666666
Q8NET6,0.25
P14621,0.125
O15522,0.3333333333333333
Q9UH90,0.375
Q9UH92,0.1111111111111111
Q8NET1,0.0
O43583,1.0
Q9UH99,0.25
Q8N100,0.25
O43586,1.0
O95571,1.0
O95573,0.4
Q5VU65,0.0
Q9H5Y7,0.9
Q8WUM9,0.0
Q96BQ3,0.4
Q96BQ1,0.09090909090909091
A2VDJ0,0.2
Q9BQB4,0.6666666666666666
Q9BQB6,0.125
Q70Z35,0.6666666666666666
Q8N1N5,0.6666666666666666
Q99569,0.5
Q86X40,0.5
Q8N3J6,1.0
Q8N3J5,0.8333333333333334
Q96RN1,0.75
P22059,0.75
Q8N3J9,1.0
Q5K651,0.3
Q96HF1,0.5
Q9UG63,0.75
P08754,0.5
A6NJ16,0.5555555555555556
Q9Y5F6,0.875
Q9Y5F7,1.0
Q9Y5F0,0.9
Q9Y5F1,0.8888888888888888
Q9Y5F2,0.9
Q9Y5F3,0.8888888888888888
Q8IXH6,0.25
Q9BZC1,1.0
Q9Y5F8,0.8888888888888888
Q9Y5F9,1.0
P29622,0.6666666666666666
Q9NX40,1.0
Q8IUH8,1.0
P38935,0.0
Q9NX47,0.3333333333333333
Q9NX45,0.0
Q8IUH3,0.7
Q8IUH2,1.0
Q8IUH4,1.0
A6NFQ7,1.0
P07306,1.0
Q8IVQ6,0.75
Q96JT2,0.375
Q06418,1.0
Q14863,0.75
Q86WK7,1.0
Q49A26,1.0
Q86WK9,0.8
P60827,0.7142857142857143
Q8NI08,1.0
Q06413,0.6
P10632,0.5
Q6P996,0.2222222222222222
Q9HC98,0.0
Q9H0C5,1.0
Q9UI08,0.2857142857142857
Q9HD67,1.0
Q9HC96,0.8888888888888888
Q9HC97,0.9090909090909091
Q14CN4,0.8888888888888888
O14718,0.5
P0CI25,0.6666666666666666
P0CI26,0.8333333333333334
Q14CN2,0.3333333333333333
A6NNE9,0.4
Q01995,0.3333333333333333
O14715,0.0
Q96F81,0.0
P50458,0.6
P50454,0.6666666666666666
Q96A37,0.7272727272727273
Q9UJY4,0.7
Q9UJY5,0.6666666666666666
Q6PKX4,0.7
Q96L21,0.25
P50452,0.5
P50453,0.5
Q9NR64,0.4
Q52WX2,1.0
Q9NR63,0.8
Q9NR61,0.5555555555555556
Q9NUL7,0.9
Q86UN3,1.0
Q9NUL3,0.3333333333333333
Q5T4W7,0.0
Q9P2S6,0.8888888888888888
Q9P2S2,1.0
Q9ULC8,0.7142857142857143
Q504Y3,0.0
Q9ULC3,1.0
Q504Y0,1.0
P34931,0.6666666666666666
Q9ULC4,0.0
Q96N87,0.0
P51149,1.0
P51148,0.25
Q9Y2S0,0.2
Q9Y2S2,1.0
Q9NUP9,1.0
Q6ZSU1,0.75
P30050,0.0
P11940,1.0
O14977,1.0
P55795,0.75
Q96EG1,0.625
O43364,0.8
Q9UN42,0.8571428571428571
Q9NUP1,0.0
Q96NM4,0.0
Q9Y468,0.6
Q9Y3M9,1.0
Q9Y3M8,0.0
Q9UHX1,1.0
Q9Y3M2,0.0
Q9Y463,0.3333333333333333
Q9Y462,1.0
Q9NVZ3,0.2
Q9Y467,0.8333333333333334
P34932,0.7777777777777778
P20160,0.9
P57796,0.5
Q15018,0.125
Q15019,0.8333333333333334
Q96S59,0.0
Q8N2I2,1.0
Q15011,0.2
Q15012,0.5
A7MCY6,0.9
O00555,0.5
Q7L0Y3,0.8888888888888888
Q96S55,0.0
Q9BTV5,0.7777777777777778
O15143,0.4166666666666667
O15146,1.0
Q92925,0.0
P09681,0.0
Q8NGK9,0.6
