,numDomains
Q9UHQ1,2
Q9UHQ4,4
Q15669,4
Q96BF3,5
P56279,1
Q8N6C5,6
Q9ULC5,1
Q8TE76,5
H3BUN2,1
Q8WXW3,1
Q13449,7
Q8NH83,2
P63241,2
Q99435,9
Q99797,1
P63244,4
Q6ZV29,2
Q13443,12
P0C264,4
Q13445,1
Q13444,8
Q99439,3
Q8NH80,3
Q13421,1
Q96GA3,1
Q96GA7,3
Q15596,7
Q15599,4
P17181,3
Q13508,1
Q13509,3
Q4G176,2
Q9UGI8,2
Q13505,4
Q13506,3
Q13507,8
Q13501,2
Q13503,2
H3BRN8,1
Q9NTX9,1
Q494V2,1
Q9H3F6,2
P48751,3
P12694,4
Q96PT3,3
A6ND36,2
Q9NWZ8,1
Q9UFV1,1
Q96PT4,3
Q9NWZ3,3
Q9NWZ5,7
Q96BI3,1
Q7Z3B4,2
A8MYU2,3
Q7Z3B1,8
Q7Z3B0,1
Q7Z3B3,1
Q7L576,1
Q9P281,2
Q15438,7
Q9UQE7,5
Q8NH94,4
Q8NH95,3
Q8NH90,2
P0C604,2
P48637,2
P78325,9
Q6ZN06,12
Q6ZN04,7
Q6ZN01,1
P19801,4
Q9Y264,1
Q5JTJ3,2
Q6NUI6,8
Q9BVR0,1
Q9HBE4,1
Q16626,1
P15311,4
P15313,3
Q16623,7
Q16620,11
Q16621,3
Q9NYC9,19
Q30KP9,1
A8MT69,1
Q16629,5
Q9Y237,3
Q15431,2
Q7Z422,2
Q06141,1
Q9Y5X3,3
Q5VYV0,2
Q7Z429,1
Q9BV10,1
P21128,3
Q15434,3
Q96CP7,1
Q9H489,1
Q9BV19,1
P21127,3
Q6S8J3,7
Q16635,1
Q12908,1
Q9C026,9
Q6UY18,13
P29353,2
Q8IY81,3
Q12901,10
P29350,5
Q12907,1
Q12906,3
Q12905,1
Q12904,2
Q2M1P5,1
Q09470,4
A8MSY1,1
Q9H497,2
Q4G0A6,1
Q5JQD4,1
P58753,2
Q9UBG3,5
Q969Q0,1
Q969Q1,12
P03923,1
Q969Q4,7
P09960,3
Q969Q6,4
Q5TBB1,1
P03928,1
P78508,1
Q7L7L0,2
Q6UXV4,1
P78509,5
Q9ULV8,7
Q9H6D7,1
Q7Z4G1,1
P11215,6
Q86WS3,1
A2RRD8,12
Q86WS5,2
Q7Z4G4,5
P27816,1
P27815,1
A2RTX5,4
Q9BWT7,1
Q3SXP7,1
O60403,3
Q8NEP9,12
O60404,3
Q9H6D3,1
P49902,1
P49903,2
Q9UJA2,1
Q9UJA3,7
Q8NEP7,6
P49908,2
Q96IP4,1
Q8NEP4,1
Q9UJA9,2
Q5GH70,1
Q5GH72,1
Q5GH73,1
Q8WYL5,2
Q6EMB2,4
Q5GH76,1
Q5GH77,1
Q9H1M3,1
Q86TM6,7
Q9BT30,1
Q9H1M4,1
Q86TM3,7
Q53EP0,3
Q07812,1
Q6P1K8,4
Q07817,2
O60393,1
Q71H61,2
Q6V0I7,6
P78382,5
P78383,4
P78380,7
P78381,5
P78386,3
Q9Y6M0,1
P78385,3
P14209,1
P05181,1
Q9BXJ1,2
Q14BN4,2
A0A075B6T8,3
P05187,1
A0A075B6T6,5
A0A075B6T7,6
P14207,1
Q9Y6M7,2
Q56P42,1
Q8N944,1
Q9P2K9,3
Q8TDE3,1
Q9BXE9,3
Q9P2K6,9
P01744,1
Q9Y6M5,1
P01742,1
P01743,1
Q9P2K1,1
Q86VS8,5
Q6ZMD2,4
Q53FT3,1
Q8TAY7,2
O75908,1
O75909,2
O75907,1
Q86VS3,1
O75900,4
O75901,1
P08118,1
Q9H3P7,2
Q8IWV1,1
Q15388,1
P20382,1
Q3KP31,11
Q9BYQ0,2
Q8N5X7,1
A6NCM1,2
Q96SF2,1
Q9Y4C4,7
Q96SF7,1
Q96QK1,1
P05452,2
P05451,1
Q9ULG1,3
Q1L5Z9,17
P05455,5
P01298,1
P01568,1
P01569,1
Q96P88,2
P01562,1
P01563,1
Q9UKP6,4
P06241,7
P01566,1
P01567,1
Q9UKP3,3
Q9Y4C5,2
P54278,4
Q5TBK1,9
Q9BUV8,1
P54274,3
Q13296,1
P54277,5
Q13291,3
P00167,1
Q6QNK2,5
Q15772,11
Q99608,1
P32314,1
P05538,6
Q8TB45,1
Q86WT6,10
B2RU33,5
P62753,1
P62750,2
P18031,2
P22392,1
Q8NCW6,6
Q96P11,4
P02671,3
P15559,3
Q8WW32,3
Q8WW33,1
A0A087X1B8,1
Q8WW36,2
Q92581,1
Q8WW35,1
O43824,6
Q8WW38,5
Q8IV16,1
Q7L2Z9,1
O43826,3
Q9UN88,2
Q70Z44,2
Q5RL73,2
Q9NQW8,1
Q96AE4,6
O43286,3
O43280,2
O43281,4
O43283,4
Q9Y4C0,6
Q496Y0,18
Q5JU69,2
Q9H503,1
P53675,6
P53674,2
P53677,2
P53671,7
A8MQ27,3
P53672,1
Q96RK1,1
Q96RK0,2
A6NM36,5
A6NJ46,1
O43570,1
Q9UN81,9
Q14147,5
Q14146,1
Q14141,5
Q14140,1
Q14142,3
Q9Y4C1,1
Q14149,4
Q8WVY7,2
Q9UHX3,8
P19634,1
Q9Y2H5,4
P16112,7
Q96IV0,4
Q9NQW6,3
Q96ST2,1
Q8N3E9,7
P16118,6
Q6ZSI9,4
O43462,2
O43463,3
P07357,3
P15121,1
P19320,10
P07359,5
P07358,3
P62328,2
Q96JQ2,2
P0DM35,1
Q16819,4
Q96JQ5,1
P46821,1
Q16363,6
Q9H0F5,7
Q16816,7
Q0D2J5,6
Q9UBF9,7
Q8WUH1,1
Q6UWN8,2
Q5VTL8,1
Q8WUH2,4
P56748,2
Q13145,2
Q8TDI8,1
Q6UWN0,1
O43320,1
H7C1H1,2
Q5VTL7,2
Q6P2M8,5
Q9NZC3,1
Q9NZC2,1
Q9HBX8,9
Q9NZC7,6
Q13242,5
Q9NZC9,5
Q8NF64,2
Q96PM9,9
P49407,2
Q5T6R2,1
Q9BXJ3,1
A6NET4,2
P56749,2
P58107,5
Q9BUL9,1
Q9UDX4,4
H0YFU0,1
Q5T1A1,1
Q8N5Q1,1
Q9UBF1,2
Q99525,1
A4D1F6,6
Q96DD7,1
A8MTL9,1
Q96A65,2
Q13241,1
Q96DD0,6
Q9BYQ9,2
Q01954,4
Q9UBF6,4
P36542,2
P36543,1
Q8IXM3,1
Q8IXM2,2
Q9Y5K3,1
Q86SG7,1
P36544,2
Q8IXM6,1
O14562,2
Q9Y4J8,3
Q9Y5K8,1
Q6ICH7,1
P30260,16
Q9BQF6,1
Q9NR31,8
Q9NR30,6
Q9NR33,3
Q92782,2
Q5BJD5,1
P49736,8
Q9BSU1,1
A6NC51,1
Q8N7K0,10
A6NC57,7
P06400,4
P06401,3
O95674,1
Q1XH10,2
O95672,2
P34949,1
O95670,1
O95671,5
V9GYD0,7
Q9ULN7,1
P34947,3
Q15436,5
Q15437,5
O95678,8
Q15435,6
Q8ND07,2
Q8ND04,1
Q9H6D8,1
Q9BPX3,4
Q6MZQ0,1
Q8WVS4,1
Q06330,3
Q96NU0,6
P12314,6
A0A0B4J1X5,1
Q9BRH9,9
Q6NVY1,2
P30085,6
P30084,2
E7ERA6,8
P30086,1
P12319,6
P12318,5
A0A0B4J1X8,3
P06746,9
P06744,1
P50591,2
Q96K80,3
Q96K83,8
Q9UK97,4
Q685J3,1
Q9UJJ7,1
Q96NU7,4
P06748,3
Q9NSI6,2
Q8TCU4,1
P33681,7
Q96EB1,1
P18858,5
Q96EB6,2
Q8N6C8,4
Q9NSI5,3
Q8NF67,1
B1AK53,6
Q9BUA6,6
P35573,5
Q86SG3,4
P08962,1
Q86SG5,4
Q9UK99,5
C9J1V9,3
Q86SG6,5
Q96EI5,1
A6NJL1,9
Q16254,1
Q9BYU5,2
Q63HR2,4
P52333,4
Q71SY5,4
C9JJ37,2
P57740,1
Q9P298,1
O95206,2
Q15048,4
Q9Y2J8,3
O95202,5
O95201,9
Q15042,1
Q15043,1
P31689,3
Q15041,1
Q15040,1
Q15047,4
Q15046,4
Q9UN36,4
O95208,4
Q8NC44,1
O15111,4
Q15910,2
O15117,5
O15116,1
O15119,2
O15118,4
Q9BX10,5
Q99801,1
Q8WWV3,3
P48634,1
Q6NT76,6
Q6ISU1,1
Q6P3R8,3
Q99807,1
P29728,3
Q96S82,4
Q9UN37,17
Q16557,7
Q93045,1
Q7L4I2,2
A6NGN4,2
A6NGN9,6
Q9BVG3,15
Q9Y2K1,6
P31358,1
Q96AJ9,4
Q9NQT6,4
Q9P2V4,9
Q01780,3
P31350,1
P18206,1
Q9H7B4,2
Q9Y5B0,5
Q9BVA1,3
P43088,3
Q9BVA6,3
Q9H2X8,1
Q9H2X9,2
Q9H2X6,4
P43080,7
Q86U90,1
Q8NH93,3
Q9BT09,1
Q9UNM6,1
P07437,4
A1XBS5,3
Q8NDV2,3
Q5T2N8,16
Q9Y490,8
Q96D70,2
Q9Y366,2
P07438,1
Q8NBB4,6
Q01433,1
Q01432,1
Q8N4V2,2
A8MXT2,2
Q9Y5B6,1
Q9UGI0,2
Q6DWJ6,2
P28676,5
Q9Y383,1
P01178,2
P62699,3
P15498,10
P0DMN0,2
P60201,1
P15941,1
P09769,6
Q8N0Z6,12
Q96AN5,1
Q9BXK5,1
Q9BXT6,5
Q6UVJ0,1
Q9BXT4,6
Q6P2P2,13
Q9BXT2,3
Q8IYR0,1
Q8IYR2,12
P00374,1
Q17RD7,1
Q7Z6B7,5
Q9NR22,14
P16949,2
Q9BXT8,3
Q9Y6I7,6
Q86XR8,2
P08588,4
Q8NGD0,2
P08582,3
P08581,6
Q8NGD3,2
Q8NGD4,4
Q8NGD5,2
Q86XR7,2
P52198,3
Q9ULX5,6
Q96LL4,1
F2Z307,2
P58294,1
Q3ZCN5,4
Q9UIB8,5
P17676,3
Q9Y6I4,3
Q8WWB3,1
Q9H9F9,2
P49917,6
Q709C8,3
Q92643,1
A0A0A6YYP4,1
P49137,4
Q96EY8,1
Q9BSN7,1
Q4G0X9,1
Q6YHU6,2
P23258,3
Q86YJ5,1
O75593,1
P35452,2
Q4G0X4,1
O75594,1
O75596,2
P20042,1
Q9NX07,3
Q5T292,1
Q9Y2X7,11
Q9NV58,4
Q13402,7
Q9GZZ9,1
Q8NFZ6,3
Q9GZZ7,1
Q9GZZ6,2
Q9GZZ1,8
A6NKW6,1
Q9NS71,1
Q9H310,1
Q8IZP6,10
Q8IZP7,1
Q8IZP0,4
Q8IZP1,1
Q8IZP2,11
O75044,5
Q05209,4
Q96FC7,1
Q6UXZ3,1
P25705,5
Q86TP1,2
Q9UBY9,1
P0C0L5,10
Q8IWP9,1
P36222,1
Q8NFZ0,12
Q9H078,14
O43617,1
A0A075B6I8,3
O43615,1
O43614,3
O43613,4
O43612,1
A6NFH5,2
O43610,1
A0A075B6I1,5
A0A075B6I0,5
A0A075B6I3,5
A0A075B6I2,4
A0A075B6I5,4
A0A075B6I4,3
A0A075B6I7,1
A0A075B6I6,5
Q9BQS2,2
Q8WXU2,6
P61313,1
P61647,1
Q96MC2,2
Q8NGY1,3
Q6P6B7,5
Q13461,1
Q8NGY0,2
Q13467,2
Q13464,9
O95445,1
Q9BQS6,1
O95447,1
O95562,1
Q8NGY6,2
Q6UXP3,1
P11498,12
Q8NGY5,2
Q99417,1
Q99418,5
Q5TGJ6,1
Q9UF56,5
A6NI86,1
A6NI87,1
A6NF34,3
P51168,1
Q7Z713,5
Q9Y2J4,1
Q9BQS8,4
Q5JST6,1
P50748,1
P50749,1
Q6ZNC4,1
Q04741,1
Q96GC9,1
Q96GC5,1
Q0P5P2,1
Q96M53,1
Q6ZNC8,1
P50747,3
P48775,1
Q6SA08,5
P36959,4
Q5HYM0,1
P36955,1
P36954,4
P36957,3
P36956,1
Q9Y3C1,1
Q6P575,1
P36952,1
Q5T848,2
Q9BY89,1
P19793,3
H0YHG0,3
Q9NY37,1
Q9NY35,2
Q9NTX7,6
Q494X3,8
Q9NT22,4
Q9BY84,3
A6NIE6,1
Q68EM7,3
Q9UHW5,6
Q3KPI0,6
Q96HB5,1
Q9UHW9,3
Q96PV0,4
Q9Y221,2
A6NIE9,2
Q06830,3
Q06787,5
Q5I0X7,16
Q8N0Z8,1
P58511,1
Q9BQ83,1
Q6ZN68,1
P0C629,2
P0C628,2
Q9BQ87,5
Q8NH79,2
P0C623,2
Q14957,5
Q14954,4
Q14952,3
P0C626,2
Q8NH70,2
Q6ZN66,4
Q9NV88,1
Q9HD26,4
Q9BYS8,5
Q8TBJ5,4
Q8TBJ4,1
O14880,1
Q76LX8,7
Q9BYS1,2
P22532,1
Q9HC56,4
Q8WUD4,2
P22531,1
Q16600,10
Q16602,2
P50897,2
Q02962,5
Q96HP0,3
P09972,1
Q16609,1
A8MT82,11
Q6DN72,6
P15374,1
Q9H0G5,1
Q7Z401,4
Q7Z402,1
Q7Z403,1
Q7Z404,1
Q9HD20,5
Q7Z406,5
Q7Z407,3
Q6ZVF9,1
P13232,1
P13236,1
Q9NXN4,3
Q9H2X0,2
P47992,1
H3BQ06,1
Q5XKK7,1
Q9NQV8,4
Q68DQ2,3
Q9UBY5,1
Q9NY46,4
Q9P2G1,9
Q63HM1,8
Q9NQV5,2
Q9NQV7,10
P07602,3
Q96D46,1
Q9Y6R6,11
Q75VX8,2
P50120,2
O00287,1
A4D161,1
Q71UM5,1
Q3MIS6,11
Q8N859,9
P51654,1
Q969W8,10
Q86WQ0,2
Q01955,2
Q969W3,1
Q969W0,1
Q5GJ75,1
P51659,6
Q13586,2
O60423,6
O60422,3
Q5VVP1,2
O60427,2
P30740,1
Q9Y6Q9,7
Q9Y6Q6,2
Q8NAG6,6
Q9UEF7,1
Q9Y6Q5,2
Q9BZS1,1
Q9Y6Q3,10
Q53GT1,8
Q9Y493,5
Q5JRS4,3
P12956,4
E5RGE8,1
Q5ZPR3,7
V9GY48,3
Q9BTV7,1
Q9UJC5,2
P25089,1
P54652,4
P49961,1
Q6UVK1,2
Q96IV6,1
Q8N4V1,1
Q6UY11,4
P07225,8
Q9UGI6,3
Q8IZ57,1
P35869,6
O43557,1
P35680,3
Q5VV16,1
Q96GI7,1
P52294,9
P14222,2
P20674,1
P20671,2
O76009,2
Q5TI25,3
P16455,2
O76002,3
O76003,11
O76000,3
O76001,3
O00425,8
P55957,1
Q15386,2
O00421,1
A0A075B6V5,5
O00423,2
O00422,1
Q10471,7
Q10472,6
O00429,4
Q15389,1
Q96T49,5
P01768,1
P01769,1
Q9Y4K1,3
O75914,6
P01760,1
P01761,1
P01762,2
P01763,1
P01764,1
P01765,1
P01766,1
P01767,2
P08172,1
P08173,2
Q08334,3
Q86WK6,11
P08174,1
P23396,2
P00491,1
Q05923,3
P00492,1
Q05925,3
O75925,3
Q08345,4
A6NDE4,4
P27482,12
Q9UGI9,1
P27487,6
Q9Y345,1
Q96P15,1
O75912,8
A6NDE8,1
Q10713,2
Q9UKN7,6
Q8TAD1,1
Q2TB18,2
Q96QI5,2
P10323,3
Q8NHV1,8
Q96KN4,1
Q8IZU2,3
Q8N4A0,5
O43248,2
Q9UHN1,1
O15304,1
O15305,3
O15303,4
P0C881,2
Q99627,2
Q8TAD2,1
Q99624,1
Q99623,2
Q99622,1
P05013,1
P54920,7
P08397,2
P54922,1
Q9Y5U4,1
Q6PI77,1
Q9Y6A2,1
Q6PI73,4
Q96P31,7
Q7L9B9,6
Q8N9R6,1
Q8TB22,4
Q8TB24,2
P28288,6
P28289,1
Q9NTI2,6
Q10587,2
Q8WWB7,1
Q9BZF9,8
Q10586,2
Q7Z2G1,2
P21506,7
E9PCH4,7
Q8WW18,1
Q9UBM7,1
P24752,3
P43699,1
P43694,4
Q9UJX6,2
Q2TBA0,8
Q8WW12,1
Q02252,1
Q8IV77,2
Q8IV76,2
P42127,1
P42126,1
Q9GZM8,2
A6NM15,3
Q8IYR6,3
A6NM11,5
A6NM10,1
Q9NYA1,1
O43264,3
Q96RI8,3
Q9NYA4,4
Q9H841,1
Q9H568,1
Q6GQQ9,3
Q9BYR2,2
Q96HM7,1
A8MQ03,1
Q8N609,2
Q7Z5J8,7
Q8WY98,1
Q6ZMV8,14
Q14168,8
Q14166,1
Q14165,1
Q14164,5
Q6P0Q8,7
Q14162,3
Q14161,10
Q14160,8
Q53R41,3
P19652,3
Q9Y287,1
Q9Y4A9,3
Q9UQ07,3
Q9UIA0,5
Q4LDE5,13
Q2KHN1,13
P62341,1
A6NMZ7,7
A6NMZ5,2
Q9UGR2,9
P15144,4
Q16831,1
B6A8C7,5
O43402,1
Q3LHN2,1
Q0D2H9,2
O43405,4
Q9NZN3,7
Q6UWL2,7
Q16572,3
Q08117,2
P49366,1
Q5EE01,2
P49368,1
Q9Y5X5,2
Q9UKQ9,1
Q9NS56,9
Q99678,1
Q52LR7,2
Q9BR11,1
Q9UGK3,1
Q8WUJ3,3
Q8WUJ1,1
Q8WUJ0,2
Q9UHF5,1
Q5R3I4,5
Q96JN0,1
Q8N5S1,1
Q9NZA1,5
Q96S38,5
Q8N5S9,3
A6NNN8,2
Q8NGD1,2
P41162,1
Q6J4K2,1
P41161,2
Q8NGD2,3
Q9H2K2,10
Q96A49,2
Q9GZR7,5
Q96DF8,1
Q96A47,3
Q96A46,1
Q96A44,2
Q8IUQ4,1
P63167,1
Q5TC12,1
P63165,2
P63162,1
Q9BSU3,7
Q86YW9,3
A8K4G0,1
Q86YW7,1
Q9Y5M8,8
Q86YW5,1
Q6ZQN7,3
Q6ZQN5,1
Q9NS82,2
Q8NEJ0,2
Q96SA4,1
Q8N7I0,1
P12081,6
A0A0B4J2B7,1
A0A0B4J2B5,1
Q9NUE0,1
A0A0B4J2B8,1
P30536,1
P30531,1
P30530,9
P30533,2
P30532,2
Q9NQS3,7
P49750,5
P49753,4
Q15417,2
P49755,1
P49754,3
P49757,4
P49756,3
P49759,2
P49758,3
A6NLX3,1
Q9H2K8,3
A6NKL6,1
A6NLX4,1
Q96KW2,1
Q9ULL8,2
Q9GZR1,1
G3V0H7,5
P55283,6
Q7L945,8
A2RUB6,1
Q9HCB6,3
Q8N3Y1,3
A2RUB1,1
P11686,3
P60852,2
P11684,1
Q6BDI9,1
Q9BRK0,1
Q9BRK3,6
Q9NV23,4
Q8NGR6,3
A6NDX5,10
Q96C10,6
Q9H3S3,4
P55285,3
Q8TDB6,8
Q4G0F5,3
Q8IWC1,1
Q9H560,5
Q96NT5,1
Q9NU22,30
Q96NT1,3
P06727,16
Q96NT3,4
P06729,6
O00631,2
Q96KB5,2
O00634,3
O00635,12
P13688,9
Q6ZR52,11
Q6ZPD9,1
Q6ZPD8,1
Q86SE5,3
Q5VVC0,1
Q6SPF0,3
P13682,10
Q86SE8,3
P13686,3
F8W8V4,3
Q9BXS1,1
Q9NR12,3
Q8NCF0,3
Q9NR16,2
B1AK76,1
Q8IWG1,1
B4DYI2,2
Q9HBZ2,6
Q8NF86,2
Q9BUG6,6
Q9UPT9,3
Q5MCW4,9
Q9NNZ3,1
Q8N2F6,4
P55895,5
Q9UPT8,1
A6NJB7,1
P55899,3
Q9HCJ0,6
Q9UID3,6
O95260,2
O95263,8
P56730,5
O95264,2
O95267,8
P83593,5
Q96H55,3
Q8WWT9,2
H3BRW5,1
Q8NC67,2
Q9BW92,4
Q8NHG8,5
Q9BW91,1
Q08648,1
Q8TDG4,4
Q9Y2X0,2
Q9Y2X3,3
Q15560,3
Q8TDG2,1
P84243,2
Q9ULK0,4
Q9H7F4,1
Q9Y619,1
P38567,1
P81277,1
P62906,1
A6NGH8,5
P83731,1
P31371,1
P28074,1
Q93063,2
P28070,1
P28072,1
Q6ZV65,1
D6RF30,1
E5RHQ5,1
Q5QJ38,1
Q5T5D7,11
Q9BT23,1
Q9H808,1
Q08426,6
Q9Y342,1
Q9Y343,1
P10243,4
P10242,4
Q5VUA4,1
P10244,3
Q5T2P8,1
Q5T2P9,9
Q9Y2H2,2
Q15562,1
Q9Y4A8,3
P57764,1
Q9Y6R4,3
Q9BV79,3
P35453,3
P57768,1
Q2WGJ6,9
O95886,1
O95881,6
P53007,1
P53004,2
H3BML4,5
Q8N4T0,2
Q76KD6,3
Q2WGJ9,4
Q2WGJ8,2
Q86UP6,2
P60228,3
Q86UP3,8
Q86UP0,3
Q6PK81,14
P0DML3,1
P0DML2,1
P10301,6
Q86UP8,2
Q86UP9,5
Q86XP3,4
Q8WX93,7
Q86XP1,9
Q86XP0,2
Q8NGB6,3
Q86XP6,1
Q8IYP9,1
Q03181,2
Q8NGB8,2
Q8NGB9,3
Q8IYP2,1
Q8IVP9,10
Q6NT32,3
Q86UK0,6
F8VTS6,8
Q9NXG2,1
Q8IVP5,1
Q8WW24,2
P49116,2
A0A0A6YYR8,2
A0A0C4DH69,5
A0A0C4DH68,5
A0A0A6YYR3,3
A0A0A6YYR2,1
A0A0A6YYR1,2
Q8WX94,9
P0CF97,1
Q9NXG6,8
P0C7X0,1
P0C7X1,1
P0C7X2,5
P0C7X3,3
P0C7X4,1
P0C7X5,6
P35475,1
Q5VT06,1
Q86UA1,4
Q92620,7
Q6L9T8,1
Q92626,16
Q5VT03,2
Q6P9H4,6
Q495M9,6
Q4JDL3,4
Q9ULG3,1
O60759,2
Q9BSH4,1
Q9N2K0,2
O60755,3
Q6ZU80,1
Q6ZVH7,5
P20023,1
P20020,8
P27037,3
Q14596,3
Q8WZ94,3
Q14592,14
Q14593,14
Q14590,8
Q14591,9
Q9NR48,4
A8MPS7,1
F6QWF9,1
Q49AG3,1
O60287,1
Q9UBP5,2
O60285,5
O60284,4
Q5T1H1,6
O60282,1
O60281,2
P59894,1
O75717,4
O75716,4
O75715,1
O75712,2
O75711,1
Q86TV6,18
P32297,2
P11309,4
P11308,2
Q02221,1
Q12982,3
Q96B26,2
Q8IWR1,9
Q8IWR0,4
P14151,4
Q9NXT0,14
P32298,4
Q9UBP0,13
A0A075B6K3,5
A0A075B6K2,3
A0A075B6K1,4
A0A075B6K0,5
A0A075B6K7,5
O43674,1
O43677,1
O43676,1
O43679,1
O43678,1
Q3BBV2,1
Q9P0W8,1
A6NFF2,1
O95466,3
Q15629,3
Q14623,3
Q14624,8
Q8WXS4,2
O95461,3
P13533,4
Q15622,3
Q15620,2
Q9NR99,11
Q9UNY4,4
Q8N5Y2,2
Q13489,5
Q13488,1
Q9H4A9,1
Q9P0M6,3
Q13485,3
Q5DID0,7
Q13487,1
Q9H4A4,3
Q9H4A3,3
Q13480,2
Q9Y5A9,1
P54710,1
Q9HAC8,2
P32121,2
Q9P0M4,1
Q9HC57,1
Q2M2I3,2
Q70CQ2,2
Q70CQ3,2
Q99470,1
P13535,4
Q70CQ4,2
Q53HI1,1
Q9GZX7,2
Q9GZX6,2
Q9GZX5,6
Q9H313,1
Q9GZX3,2
Q6ZNL6,5
Q96FC9,3
Q6NXR0,8
Q9GZX9,1
A6NI61,1
Q6ZNA1,12
O95793,2
Q9NR90,3
Q6ZNA4,7
Q6ZNA5,3
Q5VXT5,2
P85298,4
P85299,1
Q9NP60,9
Q9BWD1,5
Q9UBS9,1
P21860,6
Q99811,3
Q9NPD8,3
Q8N6M6,3
Q9UH99,2
Q684P5,1
Q5GFL6,5
Q5MJ70,1
Q96PH1,10
Q9NY12,1
Q9NWF4,1
Q9NP61,1
Q8IZP9,2
Q9P2E2,1
Q5VU43,1
Q5I0G3,1
Q96MH7,2
Q96MH6,2
Q9NVE4,1
Q16445,2
P62487,3
Q16740,1
P33981,7
Q9Y6N5,2
Q7RTU0,1
Q9UI95,1
Q6ZN44,6
Q7Z3F1,2
Q7RTU7,1
Q8NG50,3
Q96LD1,2
Q14978,1
Q8NH59,3
Q9BYQ6,2
Q9BYQ7,2
Q5H9R7,1
Q7RTU5,1
Q9BYQ2,2
P15056,6
Q8NH50,2
Q8NH51,2
Q9BQ67,2
P28331,5
Q14974,6
Q8NH55,3
Q8NH56,3
Q8NH57,3
Q969X5,2
Q9H5J0,4
Q8TAX9,1
Q8TBH0,2
P62158,15
Q96M32,7
Q96B86,2
Q96HR3,3
P09958,2
P61599,5
Q16663,1
Q16661,1
Q16666,4
Q16667,3
Q9UPS8,7
Q16665,7
Q7Z398,11
Q6ZVD8,6
Q8NA42,11
Q9H0E9,1
Q9H0E7,3
Q7Z392,4
Q6ZVD7,1
Q9H0E2,2
Q9HBH7,1
Q7Z465,3
M0QZ94,2
M0QZ92,1
Q9NQT4,2
B2RTY4,6
Q9UHG3,6
Q8N1G1,1
A6NHC0,7
A0A075B6I9,4
Q19T08,1
Q7LFL8,1
Q8WYP5,1
Q8WVX9,8
P61916,1
H7C1Q1,2
Q96J84,7
Q96J86,2
Q8N1G0,4
Q96AQ1,3
Q96S16,3
A2RRH5,2
P56378,1
Q7Z4K8,10
P51679,2
P51677,3
P51674,1
P56377,1
P51671,1
Q9NSC5,2
Q8N5H7,2
Q96S15,1
Q8N5H3,1
Q9NZZ3,3
Q8NAA5,1
Q8NAA4,2
Q8IYK4,3
Q08AG5,6
Q8NGF7,2
Q08AG7,1
P17050,1
Q400G9,1
P13747,6
Q6ZTW0,2
Q7L4P6,1
Q6UVM3,2
Q9HAP6,3
Q6DN90,1
Q3B7J2,4
Q5TD97,1
Q9NWA0,3
P51854,5
Q53ET0,3
P61236,1
P78348,1
Q9NRZ5,1
P78346,1
P78347,1
P78344,3
P78345,1
P27930,5
Q6P161,1
Q8NFT8,7
O76021,1
Q8NGH3,4
P52272,6
Q8N912,1
Q6UWM5,1
O76027,3
P01702,5
P01703,5
P01700,5
P01701,4
P01706,5
P01707,5
O00409,1
O00408,4
Q15366,5
P39877,1
P01708,4
P01709,5
Q9Y2U9,7
P06028,1
O00401,3
O00400,1
Q13901,1
Q969U6,3
P62256,1
P59044,5
P59045,3
O15090,7
O15091,3
Q9NQ29,1
P02747,3
Q7RTM1,1
Q08AN1,9
P07510,2
Q8IWF7,1
P02745,3
Q9P035,2
Q53FP2,1
Q9BPZ7,1
A6PVY3,1
P08620,1
P08621,4
O43918,5
Q7Z494,21
A6NDG6,4
O95299,4
P05496,1
Q719H9,1
C4AMC7,1
Q9BZE1,1
Q96SJ8,1
Q9UKL0,3
Q9UKL2,3
Q8TAB5,1
Q9UKL4,2
O14633,1
Q9UKL6,1
Q0D2I5,1
Q9BZE7,1
Q17RN3,1
P06280,2
Q8TAB3,3
O15320,1
O15321,1
P21695,3
Q9BYM8,8
O15327,1
Q9H1A7,2
Q96LR4,1
Q9Y6G3,1
Q8WTV0,1
P43320,2
Q8TB03,2
Q8NEM8,1
Q99643,1
Q6UX72,2
Q99645,8
Q8TB05,2
Q8N9L1,4
Q8NEM1,14
Q8NEM0,3
Q8NEM2,3
Q8TEZ7,1
Q8NEM7,1
Q8N9L9,7
Q96P50,8
Q96P53,3
O95965,1
Q9UH03,13
Q8N196,2
P22352,1
Q13469,2
Q9Y4E1,1
Q8NI77,1
S4R3Y5,1
Q9UKX2,6
Q5HY64,2
P18077,2
P15514,2
P18075,2
O75943,12
O75940,2
Q86VZ6,2
O75947,1
Q6EIG7,1
Q86VW0,3
A2A2Z9,7
Q7Z5K2,1
Q9NYG2,1
Q8NHV9,2
Q96K21,1
Q09013,6
Q16829,4
Q8IV53,3
Q5H913,6
Q9NYG8,2
Q8IV50,1
Q09019,1
Q8IV56,1
Q9H1C4,1
Q8NB66,4
A6NM71,3
Q5SYB0,4
P49356,3
A6NCE7,2
A6NM76,2
O43240,3
O43242,3
B3SHH9,2
Q8N3C0,10
O43246,3
O43247,1
P60413,2
P60412,2
P60411,2
P60410,3
Q9UPN7,2
Q9UPN6,5
Q9UPN9,7
P53634,3
Q5VWK5,3
Q14108,1
Q9Y3Y4,2
Q8NGM1,2
Q14103,7
Q14106,2
O43424,4
Q4LDG9,6
O43426,3
O43427,1
O43422,3
O43423,6
