,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
O60292,5,13,5,5,4,9,7,27,5,10,17,17,8
P20810,1,0,1,2,2,0,3,0,2,0,2,0,1
P18405,8,48,46,21,35,16,7,42,40,46,35,42,47
Q9H9D4,3,3,1,6,4,3,3,3,30,9,16,13,6
P22612,0,0,33,0,0,62,16,19,39,19,30,25,30
P42685,6,8,7,2,2,5,4,5,19,14,28,13,19
O14737,5,12,12,8,2,6,14,10,1,4,2,6,3
Q8NGH5,2,3,2,2,3,2,1,2,7,6,7,4,3
Q8WWA1,0,0,0,0,0,0,1,0,0,0,0,0,0
P43354,1,4,1,1,1,6,5,4,4,1,3,3,3
Q8NHA6,0,0,0,0,0,0,1,0,6,2,1,0,3
Q969S9,14,14,47,33,14,33,37,37,5,0,14,33,10
Q9NRH2,50,5,2,16,3,44,19,19,39,10,12,15,23
O75344,47,3,19,18,4,19,18,2,3,23,30,12,14
Q9H1C7,5,4,25,21,19,4,1,4,4,1,19,18,1
A5PLL1,2,3,3,3,3,3,10,9,21,10,3,9,1
Q9H3Q1,1,2,1,1,2,2,2,2,2,2,2,1,2
P01375,3,0,2,2,2,3,2,3,2,2,6,7,8
ENSP00000410511,1,1,1,20,1,1,1,1,1,30,1,1,1
Q4G0W2,4,4,4,3,4,4,22,27,27,27,32,27,28
Q9NS86,2,19,20,2,18,20,17,15,15,16,17,18,16
Q9UIK4,5,11,12,9,1,9,8,10,55,22,18,17,25
Q49AG3,9,7,8,4,8,15,14,15,15,9,8,9,16
Q92922,22,22,3,22,8,23,14,7,6,26,8,8,8
Q6UY01,1,1,2,4,1,2,2,2,3,3,1,51,18
Q99961,2,5,7,20,2,22,1,7,7,19,12,6,7
Q96QH2,0,0,0,29,0,12,1,13,0,12,9,6,61
ENSP00000348173,1,1,1,1,1,1,1,1,1,1,1,0,1
Q99966,7,6,5,6,5,5,7,5,6,2,6,6,5
Q8TC84,52,8,8,7,26,8,26,8,8,51,26,44,51
Q9NRX1,8,5,6,6,24,7,4,3,3,3,24,5,3
P08758,0,0,21,0,0,0,0,13,15,21,31,18,18
ENSP00000372534,1,1,1,1,1,1,1,1,1,1,1,0,1
Q5XKR9,0,0,0,1,1,0,1,0,0,4,1,1,3
Q8WXH5,3,3,2,2,2,9,2,8,4,1,6,7,2
Q71DI3,7,1,5,1,1,14,33,1,4,28,1,33,34
A6NGK3,1,1,0,0,0,0,1,0,0,0,0,1,4
Q99972,1,0,2,2,2,6,0,6,6,3,2,4,4
Q5JTZ5,3,1,1,1,1,3,1,3,3,3,1,1,1
Q8TEJ3,4,8,4,10,9,15,12,7,10,9,18,5,4
Q9NXK6,2,2,7,1,0,3,5,5,21,20,38,49,48
Q71H61,2,1,0,2,5,1,1,1,1,1,5,1,1
ENSP00000316400,1,1,1,1,1,1,1,1,1,1,1,19,43
P05388,5,5,5,5,3,1,5,1,1,5,3,4,4
O43196,0,0,18,30,1,54,7,35,10,1,1,14,45
P01222,0,0,0,1,0,0,0,0,0,4,3,3,4
Q13576,0,21,3,21,1,17,4,10,5,5,5,10,9
O75822,13,14,16,8,8,15,14,18,10,7,8,15,7
O75820,0,0,0,0,0,0,1,0,24,11,5,17,17
Q8TCU3,1,0,2,35,0,35,41,51,46,9,30,38,41
Q96RY5,5,5,2,2,20,17,2,2,5,2,20,2,1
Q4VC39,0,0,17,0,0,0,8,8,26,5,8,15,24
Q9BXR5,2,2,1,14,3,12,6,9,23,1,20,22,50
Q9BY15,3,3,3,26,2,4,1,4,13,21,16,12,11
O60568,3,6,6,3,17,4,18,17,4,4,17,16,3
O00764,33,34,18,39,26,21,4,25,28,26,26,24,22
P81605,0,0,0,0,1,0,1,0,0,0,1,0,0
P82914,4,1,3,2,15,41,6,6,17,3,15,19,27
Q8NA74,0,0,0,0,1,0,1,0,0,0,1,1,1
Q9UGI6,1,12,6,6,1,24,26,7,16,5,23,6,18
P63272,10,13,10,10,5,6,4,4,8,6,5,4,7
Q8NEP9,3,3,3,3,3,3,1,3,27,15,11,17,16
Q15121,3,3,3,3,8,3,3,3,8,3,8,3,3
Q9UKL2,0,0,2,0,0,3,1,4,8,2,0,5,5
Q9BWV1,0,1,0,6,0,0,6,1,0,6,5,3,4
Q8N9I0,5,4,10,27,2,7,2,5,21,8,16,15,17
Q6AHZ1,2,2,3,2,3,2,3,2,2,2,14,7,2
Q6ZUJ8,2,5,2,2,6,6,2,5,2,4,6,2,6
P53814,4,4,6,31,3,6,6,6,4,9,16,1,7
Q9H093,3,3,4,3,2,7,23,5,42,26,6,46,24
Q8WTZ4,0,0,0,0,0,0,1,0,0,0,36,32,31
Q8IVW8,4,21,5,53,4,33,3,43,19,49,6,41,18
Q5VUE5,5,5,1,1,26,25,27,26,3,10,26,34,11
P25685,9,27,27,1,31,47,16,32,13,20,31,35,38
ENSP00000436777,1,1,1,1,1,1,1,1,1,12,1,1,1
Q96ML8,0,0,0,0,1,0,1,0,0,0,1,0,1
P43489,3,3,3,3,2,1,1,1,3,10,8,21,28
Q9HBW0,3,3,2,2,2,3,3,3,2,5,22,8,10
Q9Y3U8,1,4,7,12,2,4,9,4,3,14,1,11,12
O14669,2,2,3,1,1,2,3,1,2,4,7,3,2
Q6ZP80,8,2,3,3,3,2,3,2,3,2,3,3,3
O43395,5,4,4,17,3,4,4,4,3,4,3,4,5
Q9UHR6,18,22,4,24,19,17,21,22,25,18,19,21,21
Q86X45,18,18,22,18,17,16,16,16,17,20,41,15,17
Q96HQ0,0,3,0,0,0,0,1,3,31,14,8,17,3
P16415,0,0,0,0,1,0,1,0,28,15,1,7,9
O60504,3,0,1,2,8,6,11,7,10,10,17,11,19
C9JXX5,2,2,2,2,1,2,1,2,2,2,1,2,2
Q9H1M3,1,1,1,1,1,1,1,1,1,1,1,1,1
Q2VYF4,21,23,0,1,2,21,3,10,0,4,6,3,11
Q7Z422,3,5,5,5,2,3,5,5,4,2,2,2,3
Q9NPL8,5,6,10,8,20,5,7,6,5,6,20,5,6
Q50LG9,2,3,3,2,3,29,7,8,7,3,23,9,9
O95342,52,32,3,7,3,53,13,5,33,45,11,31,32
Q8N7H1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q9BXU7,2,15,0,0,1,2,22,27,14,27,17,27,29
Q9BX69,2,2,2,2,1,0,3,0,2,5,29,21,2
P08603,2,2,8,5,1,2,1,0,10,5,12,6,19
Q15773,0,5,0,7,20,3,6,5,2,2,20,2,3
P11844,0,0,2,0,1,0,1,2,2,6,52,2,4
O95171,4,4,3,3,4,1,2,1,4,1,4,27,28
P01610,1,1,4,1,1,9,10,3,26,6,20,8,26
Q8IZ81,0,14,5,20,15,21,19,17,14,27,15,16,16
P15260,3,1,0,1,0,2,1,0,2,0,1,0,2
O75915,2,5,7,2,1,6,4,4,19,6,19,4,15
Q9NZG7,8,7,1,2,3,6,1,7,5,13,3,4,4
Q9UPS8,3,2,5,5,7,0,1,1,9,3,6,23,42
Q08ET2,3,3,6,3,1,14,7,3,3,8,1,8,8
Q96JJ6,33,2,2,13,3,1,11,11,31,1,6,23,50
Q9HAI6,21,21,1,1,21,21,21,21,21,21,21,21,21
Q9H936,4,17,5,9,15,15,4,3,17,19,18,15,15
Q8TEK3,15,5,3,1,13,4,6,5,5,4,13,12,7
Q5T230,2,2,2,2,2,2,1,2,2,2,2,2,2
Q8NH09,3,3,2,3,1,0,1,0,8,1,1,2,4
Q8NBT7,0,0,0,0,1,0,1,0,0,0,1,0,1
Q59G13,0,9,8,1,0,0,5,6,8,14,5,1,1
P38435,49,49,7,5,5,47,3,47,5,47,49,3,48
O75683,9,12,18,19,5,13,6,6,2,4,5,11,6
Q92643,5,5,14,8,5,2,9,3,16,2,5,5,8
O00471,6,9,19,9,6,6,13,7,5,5,6,6,5
Q8NGI6,4,4,1,3,3,1,1,1,6,3,24,0,2
P21283,4,2,13,3,1,6,1,2,1,17,1,3,1
Q86UD0,7,6,11,8,7,6,6,6,7,7,7,7,6
O95864,2,4,26,20,0,46,18,42,51,50,46,35,40
Q6IFH4,1,1,1,5,4,6,1,0,4,1,5,0,2
Q9NSI8,2,1,0,1,1,1,2,6,1,9,17,7,6
Q14982,1,5,8,1,3,4,9,1,1,8,4,2,6
Q8WX92,14,14,4,4,14,13,13,13,4,13,14,3,14
P61587,2,2,1,1,1,1,6,3,2,21,10,21,23
Q9UQ90,24,6,6,6,5,45,46,30,19,28,31,45,50
Q9UKX5,1,0,1,1,0,0,0,0,0,5,2,3,4
P51572,3,5,5,19,8,5,2,5,7,21,8,9,7
P62072,5,3,11,11,9,5,6,11,6,6,8,9,10
A6H8Y1,0,0,0,12,10,7,5,14,0,8,10,16,10
Q8IX04,0,16,1,1,1,0,0,32,35,32,6,29,29
Q5FWF7,9,9,9,9,20,9,9,9,9,9,23,9,9
Q69YW3,0,0,0,0,1,0,1,0,0,0,1,0,1
Q14164,2,0,0,1,5,8,8,6,5,25,5,3,20
P10145,3,2,2,2,2,2,1,2,21,3,21,21,21
ENSP00000388818,1,1,6,1,1,7,1,6,3,5,1,5,6
P60983,1,2,12,18,12,14,11,14,12,18,12,8,10
Q8N6R1,6,11,12,29,16,21,4,8,24,12,16,19,23
Q6P9F7,0,0,0,0,0,0,0,9,8,26,39,48,22
Q13367,3,15,25,22,6,13,4,5,8,22,6,5,7
O95644,1,1,1,1,3,3,3,8,9,8,8,2,11
Q96T52,18,19,21,20,15,12,11,10,15,10,43,21,35
Q9UL18,1,8,18,0,0,17,8,11,10,8,6,11,12
C9JE40,1,15,3,2,2,17,1,16,4,4,7,8,6
P46781,27,10,7,10,4,22,11,4,4,7,6,13,7
Q8TAV0,2,2,2,2,2,5,9,6,9,4,35,5,7
P52743,1,1,13,12,1,1,1,1,34,0,1,18,13
O95800,21,21,22,21,21,21,21,21,21,21,19,22,21
Q3SY17,0,0,9,0,0,17,8,8,7,15,10,6,7
ENSP00000351653,0,1,1,1,1,1,1,1,0,1,1,1,1
Q9UL59,3,2,2,3,4,2,1,2,27,1,18,12,11
Q15257,5,14,21,12,4,3,5,4,4,7,4,6,4
P23352,7,7,4,4,7,7,7,6,7,7,7,5,8
Q9H8L6,0,0,0,0,0,0,0,0,0,0,0,0,30
Q9BSY4,18,2,4,3,17,3,3,3,3,3,17,3,17
Q5QGZ9,1,1,3,1,1,1,1,1,1,16,1,16,18
Q9GZS9,0,0,15,0,0,0,1,8,51,5,46,4,3
ENSP00000410211,1,1,8,31,1,1,1,1,1,56,1,1,1
Q9NRM7,3,3,3,29,4,10,12,28,13,20,7,18,23
C9IYD2,1,1,1,1,1,19,1,1,1,0,1,1,1
Q9Y6A2,6,6,26,12,8,48,34,20,8,40,8,19,48
Q8HWS3,4,17,3,3,8,17,10,14,10,9,10,9,12
Q92628,3,3,3,3,6,4,0,1,3,4,6,1,3
Q13608,9,10,2,7,8,11,7,7,10,14,24,14,34
O00444,4,4,6,4,5,4,22,13,4,1,32,17,4
P0CJ79,1,1,13,1,1,1,1,1,30,1,16,20,21
Q96DY2,7,7,10,25,7,7,9,8,24,9,7,6,53
Q08357,2,31,17,50,1,33,9,20,27,10,18,8,8
Q8NEN9,16,16,9,8,7,6,6,6,7,6,7,6,7
Q9UIF7,31,32,14,47,14,24,36,24,17,24,26,14,12
Q5MJ07,0,0,0,0,11,0,1,0,0,0,11,0,0
Q9Y6N3,8,4,9,14,1,9,1,16,12,9,1,6,11
Q7KZN9,31,31,11,35,32,30,30,30,31,30,31,30,31
P36941,3,0,0,0,0,12,1,3,0,10,8,22,30
P41236,0,0,2,9,7,13,12,4,6,7,7,4,13
Q9NZZ3,5,5,6,5,2,2,4,2,2,13,2,3,4
Q9NZR4,2,2,2,2,5,3,1,4,2,17,5,2,21
Q5VZV1,20,1,2,2,16,16,1,1,12,24,14,17,51
Q9Y519,3,4,18,15,18,16,17,9,12,12,18,18,16
Q8N823,0,0,0,0,0,0,1,0,29,3,16,23,14
P07197,1,1,1,24,1,2,0,1,19,6,20,0,21
Q9UJX6,5,5,6,14,6,5,5,5,6,5,6,5,6
P41240,6,5,7,5,1,5,4,5,18,22,22,16,47
Q6T423,0,3,1,4,0,1,1,1,29,12,34,51,27
Q969S3,7,6,11,11,4,2,2,3,6,3,4,4,3
Q7Z419,0,7,7,19,9,22,0,2,13,23,14,16,25
Q9Y4F4,9,7,3,3,7,17,8,19,9,9,12,6,8
Q6UYE1,3,2,1,2,1,2,4,2,2,2,1,2,1
Q04844,3,3,3,2,2,3,1,2,2,6,46,3,4
P48431,1,6,1,2,0,4,26,1,16,7,10,8,15
B7ZW82,1,1,1,1,4,18,2,14,12,4,4,1,3
Q9H1C3,0,0,23,23,50,21,22,19,45,19,50,48,46
Q8N5Y8,2,3,7,3,18,18,18,18,2,18,18,21,18
Q7L2H7,8,5,14,10,4,5,8,5,6,5,4,4,5
Q9H7V2,4,4,6,4,5,2,5,3,4,7,5,9,9
Q0VF49,2,2,2,9,2,2,1,2,2,47,2,3,2
Q5SYC1,1,1,6,1,9,15,5,2,17,5,17,18,20
Q86WI1,9,8,9,9,4,49,50,49,8,50,16,6,8
Q8NA70,0,0,0,0,0,33,2,10,0,9,5,9,53
Q8IXQ3,0,0,0,0,0,0,1,0,0,0,0,0,0
Q13489,1,1,7,7,0,28,8,11,22,8,11,13,12
P30084,25,28,29,28,24,24,30,23,24,33,23,33,31
Q9Y224,14,3,2,14,12,12,13,1,12,12,12,12,12
Q9Y5F9,1,1,7,3,3,8,1,5,13,4,12,13,11
A8MX19,1,1,5,1,1,1,1,0,0,3,1,0,0
Q6UX40,10,11,10,11,1,8,9,9,10,8,1,10,10
Q9H2D6,2,12,3,15,5,7,1,3,9,6,5,5,54
O94993,19,5,1,1,1,9,8,7,1,29,12,9,1
ENSP00000388857,1,1,1,1,1,1,1,1,1,1,1,0,0
Q4G0T1,2,3,4,3,2,1,2,3,2,1,10,1,1
Q9UNX4,4,4,6,10,3,3,3,3,3,3,3,4,26
P02741,0,3,2,4,0,2,6,0,2,11,5,6,7
P32119,3,53,24,52,27,27,41,19,34,49,40,45,45
P63173,9,16,9,11,6,6,9,9,6,9,6,12,9
O43918,19,1,2,19,1,23,1,24,1,1,1,22,1
P17174,13,10,41,13,3,33,30,30,4,30,25,29,25
Q6XD76,3,3,5,4,6,10,12,10,11,11,21,7,12
P21554,2,3,2,3,1,1,6,1,7,1,21,3,6
O60499,5,12,5,5,5,28,23,19,13,13,9,9,8
Q9NYM4,0,0,0,6,0,0,1,0,16,4,2,6,1
Q6PRD1,4,10,0,0,8,9,8,7,9,7,8,5,9
A6NFZ4,0,2,1,1,1,1,1,1,1,1,1,1,1
O15551,21,21,1,1,1,20,23,18,19,4,18,18,21
Q6ZS10,9,4,4,4,11,7,11,6,5,4,14,10,31
Q6ZN18,2,2,2,2,8,6,7,6,19,6,9,6,13
Q92783,1,11,17,17,1,9,4,5,4,1,8,8,8
ENSP00000389550,1,1,1,1,1,1,1,1,1,1,1,1,2
Q9NZQ0,20,5,7,5,19,20,20,20,22,19,44,17,19
P54840,2,3,50,3,3,50,34,35,35,35,36,34,34
Q4G0I0,7,2,2,2,1,3,1,3,10,3,1,1,3
Q9H596,1,1,10,2,1,1,2,11,26,27,30,21,22
O14718,3,3,3,3,7,8,7,8,8,8,7,6,7
Q6W2J9,5,5,0,0,0,5,21,4,5,3,5,5,0
Q92870,1,6,2,2,1,5,1,3,6,4,5,4,5
Q96FK6,12,15,21,16,5,8,15,9,7,6,5,5,12
Q8NGJ1,1,1,1,1,1,1,1,1,7,2,1,3,2
Q3SYF9,1,1,2,1,1,1,1,1,1,9,1,3,1
P51686,3,2,2,10,1,2,2,2,2,2,2,3,5
P78426,4,10,3,10,3,21,10,6,8,6,5,19,8
Q6ZRP5,1,1,9,9,1,1,1,1,1,16,1,12,1
Q9H8U3,7,7,0,0,7,7,7,7,7,19,17,19,19
P05165,36,37,20,42,44,31,18,27,18,32,44,40,19
P09525,2,25,23,2,2,26,1,13,16,20,33,18,20
O00178,8,18,22,11,15,16,11,14,14,14,16,29,28
Q9Y2K1,2,2,3,3,7,0,0,0,25,0,17,5,5
Q9H2G9,3,3,0,5,3,2,3,3,3,2,3,11,22
O94842,22,7,2,2,0,26,9,6,24,23,6,4,2
Q9H6S0,19,20,8,21,20,19,14,17,20,34,39,19,46
P43681,2,10,9,11,1,4,1,4,5,10,45,3,4
P35670,2,32,18,26,10,24,2,10,7,39,10,31,9
A6NM45,0,0,7,1,2,4,5,5,2,8,2,3,3
Q9BW72,2,3,1,10,8,12,7,4,21,5,8,13,23
Q6YHU6,10,10,3,25,14,7,9,7,11,7,14,12,13
Q9NQH7,29,34,36,33,23,19,28,16,25,6,23,31,34
Q96J88,1,1,0,1,11,1,1,1,1,11,11,10,18
P55259,0,0,3,0,0,5,1,2,8,10,8,6,26
Q5TA89,1,1,1,4,1,1,4,1,1,9,11,11,4
Q5VV67,10,11,2,24,4,1,1,6,11,5,16,6,2
ENSP00000383435,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9H013,3,3,8,11,2,3,2,6,4,1,7,4,9
Q6V0I7,8,51,8,7,5,50,51,7,7,1,45,6,7
Q96J66,4,4,34,26,4,3,11,23,15,25,28,49,27
Q8IWX5,9,15,3,3,11,12,24,9,9,12,20,12,35
Q9UJ71,0,0,1,7,0,5,10,10,10,14,3,51,50
Q8NGH9,1,1,4,2,1,0,1,0,2,5,1,2,2
Q16836,29,28,42,38,28,21,18,22,12,39,27,41,17
Q15185,14,8,20,17,3,9,24,20,3,3,3,4,9
Q02575,8,7,1,1,1,6,9,5,8,7,3,5,1
Q9P281,10,5,6,6,2,21,9,5,4,9,8,8,3
Q99615,10,12,7,34,0,7,14,8,11,8,23,7,13
P78314,2,1,2,1,9,6,6,6,8,6,9,2,1
O75531,3,5,4,6,4,3,3,3,3,3,4,4,4
Q9NPC1,1,1,1,4,1,3,2,1,1,1,2,6,6
P48454,2,3,2,1,9,24,17,10,35,23,26,9,10
Q9H159,1,1,1,2,1,1,1,3,3,2,42,4,6
Q9NYV6,1,6,13,3,5,35,5,4,5,8,5,5,5
P63096,3,2,5,2,4,12,4,6,7,1,8,6,8
Q8IZU9,4,6,3,5,2,2,4,4,5,6,4,5,6
O14543,1,0,1,1,1,0,0,1,0,1,4,3,4
Q8TDT2,2,2,2,2,2,28,1,1,2,5,2,3,5
P11802,4,4,10,4,19,7,3,6,3,21,19,22,22
P78386,0,0,1,0,0,1,1,1,27,4,19,3,25
Q15904,5,6,7,9,5,3,7,6,6,10,4,3,6
Q8IXL9,3,3,3,3,3,3,1,3,3,3,3,2,7
Q16538,4,4,4,4,4,4,5,4,4,6,6,5,10
ENSP00000415908,1,1,18,36,1,1,1,1,1,34,1,1,1
Q13232,3,46,46,3,2,43,7,17,14,39,7,18,18
ENSP00000401746,34,34,1,31,1,32,1,1,1,31,1,32,1
ENSP00000407177,1,1,1,1,1,1,1,1,1,1,1,4,3
Q9NZI2,6,7,6,6,3,0,4,3,18,18,8,15,17
P62508,0,1,5,0,0,1,5,3,3,3,2,3,3
P48742,2,1,2,7,1,5,5,3,4,9,22,4,24
Q9ULW6,1,1,25,1,1,33,7,17,1,21,6,10,11
A0A0A0MTC1,1,1,1,1,1,1,1,1,1,1,1,9,25
Q86UN3,4,4,6,7,5,30,1,10,12,12,51,11,9
P25063,1,1,1,0,1,0,1,0,1,0,1,2,1
Q8IYU8,0,0,26,25,0,25,22,24,7,16,16,17,21
P04279,0,0,0,0,0,0,1,0,0,0,0,22,25
P01877,1,1,3,1,4,4,1,7,4,6,4,9,13
A4D126,35,50,7,7,41,31,50,36,23,32,37,32,30
Q9UQ53,1,5,2,1,12,12,3,4,4,7,12,3,4
O76082,1,0,24,0,3,48,1,17,22,20,33,38,41
P38484,0,0,1,0,0,0,4,0,0,6,1,0,1
Q6XR72,21,51,3,21,3,33,2,10,3,18,18,28,26
P02786,2,53,1,20,0,0,1,17,0,39,35,41,39
ENSP00000388166,1,1,8,1,0,1,1,5,10,5,2,7,8
Q8NGN6,0,0,1,0,0,1,1,0,4,1,7,2,3
Q8WVY7,13,14,16,14,14,13,13,13,14,13,14,13,11
Q6ZRJ4,0,0,0,0,1,0,1,0,0,0,1,1,1
Q5HYK9,0,0,0,0,0,0,1,0,28,11,7,15,18
Q99626,1,8,1,4,1,8,7,3,9,9,3,4,9
Q9NS68,0,0,1,1,1,1,0,0,0,0,1,0,0
Q96H78,16,19,18,19,18,17,14,15,15,14,17,15,13
O60481,3,3,3,3,5,8,9,6,8,1,6,16,16
Q96FN9,23,5,4,23,22,22,22,22,22,22,34,33,44
Q569K6,20,10,3,10,1,10,9,10,10,8,1,10,10
P31150,3,3,7,1,3,10,2,3,4,15,2,3,2
Q6ZVE7,3,3,22,20,3,23,7,14,7,26,36,7,6
P04179,21,25,33,29,25,11,23,11,25,20,24,22,30
Q8WV92,4,3,3,4,13,12,12,2,14,13,13,2,3
Q9NR50,24,5,17,5,20,8,11,8,4,6,15,24,31
Q7Z7L8,1,1,1,1,1,2,1,2,2,11,1,1,1
Q8TEY5,8,8,2,2,2,18,7,3,8,8,18,5,8
Q8TD16,2,4,2,9,4,5,4,3,3,7,4,20,26
Q9NZL3,0,0,0,0,0,0,1,0,28,3,18,13,14
Q5JSL3,4,10,3,4,5,27,4,21,20,18,23,16,17
P00352,3,0,15,1,0,50,24,26,28,51,43,41,17
Q8WYA0,18,18,20,18,5,18,18,19,19,18,5,4,25
P22307,38,37,44,39,6,30,45,30,37,33,27,15,19
Q96S06,49,49,52,50,1,44,45,45,48,47,57,47,47
P42658,1,19,2,1,33,25,37,34,34,40,33,34,36
Q9NPJ3,37,22,13,11,36,36,15,9,36,12,29,29,30
Q5T7W0,2,2,2,2,2,1,1,1,2,1,7,2,2
Q7L592,29,34,36,33,27,27,32,28,8,28,27,29,26
Q9P296,1,1,3,1,1,2,1,1,1,3,9,5,4
P49862,1,1,2,7,1,29,12,1,57,58,6,24,25
A6NCK2,1,1,0,6,1,4,1,1,29,5,49,1,22
Q9GZK4,0,2,2,2,0,1,1,1,9,4,2,4,2
O94910,2,2,2,2,1,6,5,5,4,7,4,3,3
Q6PIY5,26,8,10,10,1,7,25,7,26,7,1,7,7
Q9Y3N9,2,1,0,2,0,0,1,0,5,4,1,0,2
Q5QP74,0,0,0,0,0,0,1,0,0,0,5,0,1
Q9NRX4,18,3,5,20,18,17,11,17,18,17,18,4,18
O14926,1,7,1,1,1,6,3,3,4,3,18,5,6
Q6ZRG5,1,1,1,1,1,1,1,1,1,7,1,7,35
Q9Y4G6,2,2,6,1,0,21,1,13,13,3,19,12,13
Q5HYI7,2,2,9,21,3,0,6,2,8,24,33,41,42
Q5T5C0,2,7,5,8,2,12,3,17,17,18,7,9,41
Q9NPJ1,7,7,7,7,7,7,7,7,7,7,14,28,27
Q96MT3,0,1,0,0,0,0,2,2,3,25,2,15,20
Q6PI48,17,16,22,17,16,14,14,14,8,14,16,17,15
Q2M243,0,0,1,1,1,3,1,0,0,3,1,3,1
Q13114,7,7,7,2,6,16,6,16,13,7,8,12,14
Q7Z591,4,4,0,4,4,8,4,3,4,3,4,3,4
P01713,1,1,5,1,1,1,1,5,5,7,21,27,27
Q8IUH3,4,4,4,4,4,4,15,4,4,4,34,21,21
B2RUZ4,9,2,2,2,1,9,1,2,9,2,1,2,9
Q9NQ34,1,6,3,8,2,5,2,2,3,1,4,1,2
O60487,1,0,0,1,0,1,0,0,0,0,0,0,0
P06888,1,1,6,1,1,1,1,1,6,6,22,24,25
Q7Z7H3,28,3,4,3,1,25,9,8,3,7,1,6,3
O15320,2,0,7,7,1,4,1,5,6,11,4,5,26
Q15835,2,1,1,2,1,0,0,23,51,22,3,18,20
Q5VW36,20,20,10,10,22,20,6,6,6,5,22,5,8
Q5T764,0,1,6,0,0,0,1,3,2,7,51,39,46
ENSP00000406362,1,1,1,1,1,1,1,1,1,1,1,8,9
Q9UIA0,2,2,4,2,3,30,20,24,25,1,7,16,16
Q49A33,1,1,18,11,1,1,1,1,34,3,1,15,8
A8MTQ0,1,1,1,1,16,6,16,3,1,13,16,27,12
Q6H2H3,1,1,1,1,1,1,1,1,1,1,1,6,6
Q92838,6,8,6,6,47,8,3,3,8,8,47,7,4
O75845,40,40,13,45,36,37,36,36,38,36,34,12,36
ENSP00000416424,1,1,1,1,1,1,1,1,1,1,1,17,17
Q8NDF8,3,9,2,2,6,18,11,5,15,22,6,8,8
Q8WZ55,4,3,0,3,1,4,6,4,3,4,1,0,3
Q13136,1,4,0,0,3,5,1,2,2,8,3,14,42
Q6GTX8,0,0,0,1,0,0,1,0,0,0,1,3,3
Q53T59,9,9,5,6,10,7,7,8,9,7,10,7,4
Q9NX94,3,4,4,4,3,10,9,9,11,11,3,6,3
Q01082,2,4,4,6,4,3,3,5,4,1,15,14,12
Q9H209,1,1,8,2,1,1,1,1,6,1,1,4,3
P10600,1,1,1,2,0,1,1,1,1,7,4,1,6
P37198,8,9,19,11,8,11,10,9,8,19,8,10,16
P17050,4,21,5,15,13,16,2,35,14,40,42,12,10
ENSP00000319936,1,1,1,1,1,1,1,1,1,1,1,0,1
Q8IWX7,2,5,7,10,2,17,15,10,9,12,6,12,5
Q6ZTW0,9,9,11,11,9,9,9,9,9,9,9,4,9
P28335,4,4,5,5,3,10,4,10,3,7,6,4,5
Q9P2V4,0,1,4,5,2,7,1,8,1,4,25,6,1
Q96I24,0,19,1,24,8,20,10,10,14,1,8,14,1
Q9NY87,1,1,0,1,1,1,1,0,0,0,11,0,1
Q8NH89,0,0,2,0,0,1,1,1,11,2,4,3,4
Q9UN76,3,3,2,3,3,0,0,7,29,40,38,5,4
Q6DKI2,0,1,10,1,1,15,4,4,7,13,18,6,3
Q92564,2,6,19,2,2,22,17,14,20,17,19,19,19
Q9Y4G2,7,19,3,3,6,12,25,18,7,21,19,4,6
Q71F23,2,2,5,0,11,3,3,3,4,3,11,2,34
O75319,20,11,1,12,1,11,7,15,11,11,20,22,24
Q8N4V2,3,15,51,43,36,29,3,32,40,40,27,34,15
Q494R4,8,3,12,10,1,8,5,3,24,8,1,8,8
O43184,2,7,2,2,3,6,2,4,4,1,8,3,9
Q8WWL2,1,5,0,1,3,5,4,2,5,4,3,4,4
Q8N6C8,0,0,0,1,0,6,1,3,6,3,2,6,11
P0C024,41,22,23,20,21,35,43,38,10,45,21,31,35
Q8TB72,4,3,3,3,7,12,8,3,20,17,5,13,19
Q14511,2,8,2,3,4,0,0,4,5,3,4,2,4
Q9HAV5,12,4,5,5,4,4,6,5,5,4,5,5,3
Q9Y6K0,0,4,16,17,7,18,14,7,8,11,7,6,14
P06729,3,1,1,3,3,1,4,1,3,3,10,8,4
Q9Y5I7,0,0,1,1,0,0,1,0,0,0,17,2,2
P25106,1,0,1,0,1,0,0,0,0,0,1,5,6
Q14590,1,1,1,1,1,13,1,1,25,1,16,14,16
Q8TDC0,3,3,2,2,2,4,1,2,2,3,2,2,2
P35542,2,2,2,2,3,2,1,8,11,5,6,4,4
P61567,1,1,5,1,1,1,1,3,3,3,1,4,4
P21399,45,34,35,33,30,28,37,24,30,30,30,38,23
P0C0P6,1,3,3,3,1,3,1,3,3,3,1,3,3
Q969M3,1,9,1,15,1,5,1,2,4,5,0,2,1
Q75N90,2,2,2,33,2,25,6,21,6,1,17,22,22
O43709,25,1,5,3,2,25,1,1,1,1,2,2,1
Q9NQW7,7,31,29,34,12,23,4,20,23,27,12,28,31
Q9H7J1,5,14,1,12,1,12,1,11,11,10,14,7,22
Q9BPU9,25,24,23,25,22,22,22,22,23,26,22,22,9
Q9C019,3,3,2,2,2,5,1,1,27,6,49,6,7
